time_s,boundary_layer_height,boundary_layer_height_valid,friction_velocity,low_level_jet_height,low_level_jet_speed,low_level_jet_turning_from_geostrophic,low_level_jet_valid,obukhov_length,obukhov_length_valid,resolved_tke_vertical_integral,speed_maximum,stress_height_0_05,surface_bulk_richardson_maximum,surface_bulk_richardson_mean,surface_buoyancy_flux,surface_density,surface_drag_u_dynamic_flux,surface_drag_u_kinematic_flux,surface_drag_v_dynamic_flux,surface_drag_v_kinematic_flux,surface_neutral_fallback_fraction,surface_sensible_heat_flux,surface_stability_cap_fraction,surface_stability_parameter_maximum,surface_stability_parameter_mean,surface_temperature,surface_theta_dynamic_flux,surface_theta_kinematic_flux,theta_maximum,theta_minimum,u_absolute_maximum,v_absolute_maximum,w_absolute_maximum,w_variance_maximum
0.0,3.125,1,1.16074967,1.5625,8,0,1,979697.312,1,0,8,2.96875,4.54351975e-05,5.77501453e-07,-3.99083501e-06,1.32231128,-1.7816025,-1.34733975,0,0,0.48614502,-0.142454162,0,0.000124911414,3.20147265e-05,265,-0.000141745433,-0.000107195207,267.984375,264.950012,8,0,0,0
60.0,10.2106049,1,0.445233881,17.1875,8.00001717,2.61100581e-07,1,38340.6406,1,0.00437881192,8.01147175,9.70007465,2.77805339e-05,1.48426871e-05,-5.75499826e-06,1.32231128,-0.262122393,-0.198230475,-0.00137578882,-0.0010404425,0,-0.205426529,0,7.6376622e-05,4.08018386e-05,264.995833,-0.00020440451,-0.000154581241,267.984375,264.958099,8.01146126,0.0200064369,0.0543654189,0.000197277259
120.0,13.0812029,1,0.359308839,51.5625,8.00003433,-1.28570707e-06,1,13561.2852,1,0.0122491764,8.02046967,12.4271427,4.8809532e-05,4.17271403e-05,-8.5515112e-06,1.32231128,-0.170701042,-0.129092932,-0.00211557746,-0.00159990881,0,-0.305248976,0,0.000134175643,0.000114711176,264.991667,-0.00030373031,-0.000229696525,267.984375,264.963806,8.02031136,0.0375208631,0.0851635039,0.000500535825
180.0,15.6570593,1,0.315893561,23.4375,8.00008392,-3.29910654e-05,1,7480.32959,1,0.0205306076,8.02515697,14.8742064,8.36843028e-05,7.58537499e-05,-1.0535171e-05,1.32231128,-0.131924957,-0.0997684598,-0.00266019674,-0.00201177807,0,-0.376056373,0,0.000230069651,0.000208540921,264.9875,-0.000374185445,-0.000282978348,267.984375,264.971466,8.02514648,0.0536740907,0.0952342674,0.000718041963
240.0,17.3048703,1,0.288080603,51.5625,8.00007057,-4.69665838e-06,1,4974.60107,1,0.029120395,8.02966022,16.4396268,0.000122878089,0.000113801303,-1.20149998e-05,1.32231128,-0.109695233,-0.0829571933,-0.00310555589,-0.00234858156,0,-0.42887935,0,0.000337851699,0.000312889286,264.983333,-0.000426745624,-0.00032272705,267.984375,264.977692,8.0296545,0.0711713731,0.108519584,0.000823541835
300.0,18.8633569,1,0.268135488,92.1875,8.00006485,-3.22822515e-08,1,3632.84937,1,0.0377497151,8.03170872,17.9201891,0.000166624319,0.000156109309,-1.32664745e-05,1.32231128,-0.0950057209,-0.0718482286,-0.00348824845,-0.00263799331,0,-0.473551124,0,0.000458157272,0.000429245352,264.979167,-0.000471195148,-0.000356342091,267.984375,264.981262,8.03166008,0.0874278396,0.108702913,0.000845807837
360.0,19.7319232,1,0.252848029,29.6875,8.00011635,4.67794489e-05,1,2823.23755,1,0.0468207486,8.03225327,18.745327,0.000215777531,0.000200557493,-1.43143388e-05,1.32231128,-0.0844515115,-0.0638665929,-0.00382685522,-0.00289406534,0,-0.510955036,0,0.000593383273,0.000551506353,264.975,-0.000508412952,-0.000384488085,267.984375,264.981964,8.03223038,0.109375015,0.0977164656,0.000811893085
420.0,21.4030123,1,0.240606397,92.1875,8.00008965,3.25035671e-07,1,2278.60571,1,0.05562976,8.03708267,20.3328617,0.000270438759,0.000248840835,-1.5282425e-05,1.32231128,-0.076438874,-0.0578070208,-0.00413251389,-0.00312522007,0,-0.545511186,0,0.000743772369,0.000684338855,264.970833,-0.000542797206,-0.000410491251,267.984375,264.982147,8.03699875,0.164519325,0.0935238004,0.000746566453
480.0,22.3256286,1,0.230496868,92.1875,8.00010014,1.04124103e-06,1,1888.80859,1,0.0645174012,8.03851032,21.2093472,0.000323603133,0.000299823383,-1.62086599e-05,1.32231128,-0.0701141208,-0.0530239157,-0.0044123861,-0.00333687407,0,-0.578573406,0,0.000890060386,0.000824622228,264.966667,-0.000575694954,-0.000435370224,267.984375,264.979279,8.0384903,0.213185489,0.0949311852,0.000664105348
540.0,22.9925926,1,0.221954793,92.1875,8.00011158,2.48997253e-06,1,1600.91406,1,0.0746775568,8.03837872,21.842963,0.000382910308,0.000354143034,-1.70751919e-05,1.32231128,-0.0649745315,-0.0491370931,-0.00467144698,-0.00353278918,0,-0.609504521,0,0.00105330499,0.000974116556,264.9625,-0.000606472138,-0.000458645518,267.984375,264.976105,8.03836823,0.210534081,0.0966501981,0.000571317854
