time_s,q_z100p0m,q_z10p0m,q_z180p0m,q_z200p0m,q_z25p0m,q_z50p0m,theta_z100p0m,theta_z10p0m,theta_z180p0m,theta_z200p0m,theta_z25p0m,theta_z50p0m,u_z100p0m,u_z10p0m,u_z180p0m,u_z200p0m,u_z25p0m,u_z50p0m,v_z100p0m,v_z10p0m,v_z180p0m,v_z200p0m,v_z25p0m,v_z50p0m,w_z100p0m,w_z10p0m,w_z180p0m,w_z200p0m,w_z25p0m,w_z50p0m
100,0.0094812819734215736,0.0098265334963798523,0.0090008126571774483,0.0089547028765082359,0.0097903013229370117,0.0096008647233247757,294.681396484375,292.29714965820312,296.85360717773438,297.188720703125,292.5341796875,293.55194091796875,-9.5571203231811523,-3.0149819850921631,-10.568917274475098,-10.255189895629883,-3.7526078224182129,-6.5355415344238281,1.8475656509399414,0.013204943388700485,4.8278956413269043,5.2691764831542969,0.075524017214775085,0.043146468698978424,-0.032899092882871628,0.035424947738647461,0.064545907080173492,0.080091916024684906,0.054419480264186859,-0.016800230368971825
110,0.0095046814531087875,0.009837564080953598,0.0089952182024717331,0.0089243697002530098,0.0097698532044887543,0.0096082864329218864,294.65982055664062,292.31503295898438,296.80908203125,297.17465209960938,292.82089233398438,293.403076171875,-9.6404809951782227,-3.0427675247192383,-10.550053596496582,-10.263178825378418,-3.9460830688476562,-6.6172075271606445,1.5974729061126709,-0.014746742323040962,4.932894229888916,5.4423155784606934,-0.07608100026845932,0.20149537920951843,0.029101060703396797,-0.0042192921973764896,-0.043348688632249832,-0.029993621632456779,-0.13530252873897552,-0.1244419664144516
120,0.0094743520021438599,0.0098163001239299774,0.0090032285079360008,0.0089370617642998695,0.009784121997654438,0.0096127726137638092,294.72857666015625,292.36050415039062,296.82583618164062,297.1368408203125,292.62310791015625,293.40155029296875,-9.6450023651123047,-3.3150575160980225,-10.48997688293457,-10.327329635620117,-3.8878040313720703,-6.2989068031311035,1.6540424823760986,0.00038531850441358984,4.9820899963378906,5.3814401626586914,0.0087588261812925339,0.7451786994934082,0.15432162582874298,0.020969664677977562,-0.018287457525730133,-0.04553709551692009,0.072182521224021912,-0.082010388374328613
130,0.0094960508868098259,0.0098448386415839195,0.0089910151436924934,0.008934452198445797,0.009814131073653698,0.0096065700054168701,294.66815185546875,292.333740234375,296.78707885742188,297.24020385742188,292.54388427734375,293.42630004882812,-9.5461568832397461,-3.0950214862823486,-10.430403709411621,-10.201491355895996,-3.4908602237701416,-6.218508243560791,1.4493588209152222,-0.079045973718166351,5.0277581214904785,5.4036898612976074,0.010696676559746265,0.34005627036094666,0.1343761682510376,-0.027981014922261238,0.016536105424165726,0.013862902298569679,0.068161822855472565,0.016361856833100319
140,0.0094676334410905838,0.0098533080890774727,0.0089848460629582405,0.0089289611205458641,0.0097986627370119095,0.009619574062526226,294.56771850585938,292.32891845703125,296.80865478515625,297.14251708984375,292.52377319335938,293.40377807617188,-9.8615341186523438,-2.9395525455474854,-10.57068920135498,-10.122966766357422,-3.4478940963745117,-6.248237133026123,1.7769342660903931,-0.12888543307781219,5.0889973640441895,5.4740724563598633,-0.098982013761997223,0.25242966413497925,-0.080848835408687592,0.048253864049911499,-0.049356710165739059,-0.023000286892056465,0.1351771354675293,0.035755135118961334
150,0.0095053641125559807,0.0098276324570178986,0.0089944405481219292,0.008917870931327343,0.0097700068727135658,0.0096216499805450439,294.62014770507812,292.36019897460938,296.89471435546875,297.18215942382812,292.67422485351562,293.417724609375,-9.6856012344360352,-3.0882680416107178,-10.497311592102051,-10.23039722442627,-3.7327811717987061,-6.0783958435058594,1.6854661703109741,-0.073449321091175079,5.0965747833251953,5.480349063873291,-0.056328877806663513,0.12645585834980011,-0.067513257265090942,-0.0047632143832743168,0.012004408054053783,0.0034554472658783197,-0.057989936321973801,0.065313480794429779
160,0.00949834194034338,0.009817805141210556,0.0090107955038547516,0.0089196329936385155,0.0097639458253979683,0.0096025969833135605,294.63619995117188,292.36932373046875,296.79537963867188,297.25363159179688,292.62380981445312,293.57522583007812,-9.7240619659423828,-3.150977611541748,-10.369587898254395,-10.07243824005127,-3.7210929393768311,-6.8735008239746094,1.6450718641281128,-0.046628959476947784,5.0737600326538086,5.4774923324584961,-0.084953628480434418,0.31946536898612976,0.0087920539081096649,0.024103200063109398,0.035915147513151169,0.030521851032972336,-0.025195378810167313,-0.034113224595785141
170,0.0094568459317088127,0.0098153930157423019,0.0089804921299219131,0.0089339371770620346,0.0097777610644698143,0.0096133891493082047,294.663330078125,292.34756469726562,296.84005737304688,297.14706420898438,292.52938842773438,293.46170043945312,-9.6959228515625,-3.1511003971099854,-10.501689910888672,-10.231039047241211,-3.6556675434112549,-6.6655139923095703,1.7321767807006836,-0.10575830936431885,5.0059866905212402,5.4851822853088379,-0.077126704156398773,0.55822807550430298,-0.016278952360153198,0.019792309030890465,-0.010606853291392326,-0.045839127153158188,0.079867854714393616,0.11109559237957001
180,0.0094490516930818558,0.0098346881568431854,0.0090026808902621269,0.0089227762073278427,0.009789174422621727,0.009625505656003952,294.71109008789062,292.2672119140625,296.7620849609375,297.23538208007812,292.54180908203125,293.44338989257812,-9.8147802352905273,-2.9800848960876465,-10.43632984161377,-10.170815467834473,-3.5954663753509521,-6.238316535949707,1.5614560842514038,-0.024591734632849693,5.0537924766540527,5.4478535652160645,0.12818132340908051,0.45686513185501099,-0.19978964328765869,-0.11205355077981949,-0.085309445858001709,-0.032296940684318542,-0.23826880753040314,-0.17495304346084595
190,0.0095159364864230156,0.0098280888050794601,0.0090283574536442757,0.0089421244338154793,0.0097812982276082039,0.0096002481877803802,294.59719848632812,292.27120971679688,296.77252197265625,297.14712524414062,292.55767822265625,293.533447265625,-9.6155757904052734,-2.9850537776947021,-10.498381614685059,-10.239274978637695,-3.5851585865020752,-6.6358880996704102,1.4294040203094482,0.03897416964173317,4.9943346977233887,5.4668855667114258,0.092503435909748077,0.37158140540122986,0.0270572230219841,0.059898044914007187,0.030544940382242203,-0.015680119395256042,0.19284352660179138,0.050944272428750992
200,0.0095047634094953537,0.0098275775089859962,0.0089777307584881783,0.0089376652613282204,0.0097937183454632759,0.0096414936706423759,294.65966796875,292.27896118164062,296.88168334960938,297.18038940429688,292.49505615234375,293.33676147460938,-9.4840707778930664,-3.0833563804626465,-10.453977584838867,-10.197942733764648,-3.5923473834991455,-5.9065413475036621,1.6437892913818359,0.013809465803205967,5.1460752487182617,5.421574592590332,0.037336971610784531,0.35515159368515015,0.00093767291400581598,-0.014702462591230869,0.088282555341720581,0.017079122364521027,-0.042617004364728928,0.08252260833978653
210,0.0094720460474491119,0.0098295034840703011,0.008989294059574604,0.0089165717363357544,0.0097686341032385826,0.0096421847119927406,294.69558715820312,292.3037109375,296.8551025390625,297.195068359375,292.63519287109375,293.37078857421875,-9.5457525253295898,-2.9525332450866699,-10.395444869995117,-10.081109046936035,-3.5306832790374756,-5.9158716201782227,1.5990009307861328,0.16121736168861389,5.0607380867004395,5.4721565246582031,0.27476224303245544,0.027633989229798317,0.0049146339297294617,-0.0032534599304199219,-0.0092389434576034546,-0.0020794502925127745,-0.037055794149637222,-0.047199361026287079
220,0.0095169637352228165,0.0098204957321286201,0.0090163135901093483,0.0089418496936559677,0.0097841862589120865,0.0096068475395441055,294.51397705078125,292.32318115234375,296.74685668945312,297.098388671875,292.53421020507812,293.4794921875,-9.6882715225219727,-3.0489542484283447,-10.470522880554199,-10.156511306762695,-3.7099039554595947,-5.9218883514404297,1.4971758127212524,0.010631116107106209,4.9709005355834961,5.4400553703308105,-0.014374354854226112,0.093581311404705048,-0.015120703727006912,0.078094147145748138,0.079381190240383148,0.031726829707622528,0.015266857109963894,0.21375159919261932
230,0.0095472689718008041,0.0098316138610243797,0.0089848032221198082,0.0089838188141584396,0.0098069990053772926,0.0096108401194214821,294.52487182617188,292.26708984375,296.88522338867188,297.06072998046875,292.46197509765625,293.447509765625,-9.4209041595458984,-2.9781019687652588,-10.452678680419922,-10.227716445922852,-3.3559794425964355,-6.0770459175109863,1.4641817808151245,-0.057010576128959656,5.1392130851745605,5.3068876266479492,-0.045145031064748764,0.46781080961227417,0.057732947170734406,0.010079597122967243,0.031126417219638824,0.0013952226145192981,0.019539587199687958,-0.037895239889621735
240,0.0094278762117028236,0.0098500577732920647,0.0089963553473353386,0.0089485934004187584,0.0098308660089969635,0.0096471505239605904,294.80154418945312,292.22659301757812,296.84585571289062,297.17132568359375,292.38861083984375,293.24185180664062,-9.876983642578125,-2.8345248699188232,-10.378814697265625,-10.112088203430176,-3.2307989597320557,-5.8872036933898926,1.6559042930603027,-0.15074008703231812,5.0340461730957031,5.4760990142822266,-0.19127637147903442,0.61197561025619507,-0.0072592883370816708,-0.060148105025291443,-0.031739592552185059,0.00078127544838935137,-0.10737033933401108,0.078973069787025452
250,0.0094908587634563446,0.009840584360063076,0.0089743873104453087,0.0089477570727467537,0.0097840446978807449,0.0096050035208463669,294.73843383789062,292.27239990234375,296.84817504882812,297.13958740234375,292.56094360351562,293.52798461914062,-9.7877473831176758,-2.7166159152984619,-10.502884864807129,-10.34947681427002,-3.4246749877929688,-6.6121587753295898,1.7510420083999634,-0.059328727424144745,5.0643606185913086,5.45465087890625,0.11867988109588623,0.096697874367237091,-0.091561883687973022,-0.02972869761288166,-0.067371271550655365,-0.077716603875160217,-0.084897130727767944,-0.039351526647806168
260,0.0094699598848819733,0.0098329372704029083,0.0089762266725301743,0.0089122597128152847,0.0097781093791127205,0.0096804015338420868,294.77426147460938,292.29376220703125,296.83303833007812,297.20318603515625,292.5589599609375,293.05267333984375,-9.623814582824707,-2.7821164131164551,-10.430052757263184,-10.071497917175293,-3.3940186500549316,-6.0825324058532715,2.0885863304138184,0.050475452095270157,5.1032981872558594,5.5195574760437012,0.16511434316635132,0.62101930379867554,0.0073772515170276165,0.047773301601409912,-0.028316380456089973,-0.024528695270419121,0.13686348497867584,-0.094619430601596832
270,0.0095234634354710579,0.0098389424383640289,0.0089786136522889137,0.0089407786726951599,0.0098095396533608437,0.0096447281539440155,294.53390502929688,292.24215698242188,296.8658447265625,297.14425659179688,292.40350341796875,293.31967163085938,-9.5199241638183594,-2.9321088790893555,-10.412473678588867,-10.200359344482422,-3.3401868343353271,-5.8526115417480469,1.7160345315933228,0.044751584529876709,5.1457958221435547,5.4834170341491699,0.15363116562366486,-0.083149626851081848,0.15190429985523224,0.015500986948609352,0.010616723448038101,0.0037403979804366827,0.070624575018882751,0.080432713031768799
280,0.0095110712572932243,0.0098463939502835274,0.0089823333546519279,0.0089288549497723579,0.0098251979798078537,0.009645913727581501,294.6329345703125,292.19805908203125,296.8583984375,297.2139892578125,292.35614013671875,293.38449096679688,-9.3670883178710938,-3.0718109607696533,-10.362826347351074,-10.114544868469238,-3.5014989376068115,-6.432558536529541,1.5754722356796265,-0.048209585249423981,5.1075654029846191,5.5065693855285645,-0.038455933332443237,0.077367633581161499,-0.033993318676948547,-0.076789677143096924,0.022401681169867516,-0.021665230393409729,-0.087269939482212067,-0.096388012170791626
290,0.009510350413620472,0.0098249856382608414,0.0089580249041318893,0.0089245503768324852,0.0097366664558649063,0.0096140392124652863,294.62826538085938,292.30001831054688,296.91000366210938,297.21005249023438,292.76641845703125,293.47335815429688,-9.461517333984375,-2.9729158878326416,-10.430625915527344,-10.080035209655762,-3.8948006629943848,-6.1694836616516113,1.7525254487991333,-0.050168730318546295,5.1265668869018555,5.5651388168334961,-0.055992752313613892,0.15944808721542358,-0.084091365337371826,-0.12605103850364685,0.0047760349698364735,0.022062810137867928,-0.18769700825214386,0.024227799847722054
300,0.0095395203679800034,0.0098145976662635803,0.0089888125658035278,0.0089521808549761772,0.0097345132380723953,0.0096590528264641762,294.46328735351562,292.3599853515625,296.84536743164062,297.13058471679688,292.79647827148438,293.3177490234375,-9.5167036056518555,-2.847362756729126,-10.372096061706543,-10.170584678649902,-3.6689565181732178,-6.1471619606018066,1.4803887605667114,-0.057125598192214966,5.0955924987792969,5.4583373069763184,0.05032079666852951,-0.073217578232288361,0.066686369478702545,-0.012363867834210396,-0.0043949331156909466,-0.0045851119793951511,-0.10860598832368851,-0.079034596681594849
310,0.0094560487195849419,0.0098190754652023315,0.0089982757344841957,0.0089375609531998634,0.0097768586128950119,0.0096397772431373596,294.74221801757812,292.34173583984375,296.85086059570312,297.19479370117188,292.58749389648438,293.103759765625,-9.7758827209472656,-3.0129885673522949,-10.356300354003906,-10.049557685852051,-3.678910493850708,-5.4406294822692871,1.6603220701217651,-0.080919906497001648,5.1575264930725098,5.582298755645752,-0.068697206676006317,0.11492933332920074,0.073130130767822266,0.10123059898614883,-0.020099589601159096,-0.037433195859193802,0.22584405541419983,0.082869969308376312
320,0.0094993226230144501,0.0098281707614660263,0.0089737316593527794,0.0089545426890254021,0.0098042124882340431,0.0095950905233621597,294.63153076171875,292.2908935546875,296.84359741210938,297.107421875,292.44744873046875,293.69046020507812,-9.6640357971191406,-3.0241825580596924,-10.395574569702148,-10.145511627197266,-3.4701764583587646,-6.0608944892883301,1.6094471216201782,-0.042062066495418549,5.1682920455932617,5.4608888626098633,0.010541466996073723,0.63382625579833984,-0.06971295177936554,0.033508788794279099,0.0067496504634618759,-0.010523946955800056,0.030802572146058083,-0.1031564325094223
330,0.0095549607649445534,0.0098383203148841858,0.0089825084432959557,0.0089532863348722458,0.0098202051594853401,0.0096268290653824806,294.4620361328125,292.228759765625,296.76705932617188,297.10501098632812,292.37472534179688,293.5050048828125,-9.4876985549926758,-2.9834730625152588,-10.367996215820312,-10.202119827270508,-3.357877254486084,-6.4838204383850098,1.4949613809585571,-0.0018655374879017472,5.171226978302002,5.5305647850036621,0.054566036909818649,0.47012582421302795,-0.044653069227933884,0.03166159987449646,-0.03493807464838028,-0.042554385960102081,0.066448189318180084,0.042455639690160751
340,0.0095448382198810577,0.0098384832963347435,0.0090025719255208969,0.0089296726509928703,0.0098008830100297928,0.00961280707269907,294.46603393554688,292.2235107421875,296.78176879882812,297.14248657226562,292.44610595703125,293.58956909179688,-9.3863906860351562,-2.7998876571655273,-10.366352081298828,-10.10570240020752,-3.2208878993988037,-6.6160950660705566,1.522618293762207,0.18038155138492584,5.0744643211364746,5.4883880615234375,0.26740330457687378,-0.031223688274621964,-0.032379563897848129,-0.036666635423898697,-0.017830308526754379,-0.030233491212129593,-0.082460694015026093,-0.20585393905639648
350,0.0095188207924365997,0.0098298657685518265,0.0089985998347401619,0.0089482013136148453,0.0097717661410570145,0.0097343064844608307,294.52584838867188,292.2608642578125,296.79742431640625,297.1348876953125,292.61953735351562,292.87765502929688,-9.4509344100952148,-2.6733911037445068,-10.461091995239258,-10.115398406982422,-3.3125913143157959,-5.9146037101745605,1.5280077457427979,0.1413685530424118,5.0748324394226074,5.5154380798339844,0.076958820223808289,0.15157756209373474,0.00055118644377216697,0.099718570709228516,-0.0056048319675028324,-0.021215846762061119,0.080028638243675232,0.10192832350730896
360,0.0094482405111193657,0.0098332138732075691,0.0089947022497653961,0.0089430967345833778,0.0098011307418346405,0.0096106044948101044,294.7845458984375,292.24884033203125,296.82113647460938,297.12457275390625,292.47064208984375,293.47628784179688,-9.6389875411987305,-2.9557414054870605,-10.336704254150391,-10.072721481323242,-3.5421967506408691,-5.9656167030334473,1.6753019094467163,-0.014847742393612862,5.1418652534484863,5.5236167907714844,-0.039257984608411789,0.21288515627384186,0.062694601714611053,0.02189142256975174,-0.032711055129766464,1.852362220233772e-05,-0.048920620232820511,0.08508012443780899
370,0.009539533406496048,0.009831414557993412,0.0089997770264744759,0.008936871774494648,0.0097727095708250999,0.0096649723127484322,294.58187866210938,292.263671875,296.76412963867188,297.19708251953125,292.62353515625,293.15606689453125,-9.769129753112793,-2.7771224975585938,-10.463117599487305,-10.125114440917969,-3.3316676616668701,-5.8475208282470703,1.4357694387435913,-0.12367658317089081,5.1262264251708984,5.5576162338256836,-0.044861480593681335,0.5166555643081665,0.038070589303970337,-0.07274249941110611,0.070164225995540619,0.036199711263179779,-0.14670294523239136,0.039842553436756134
380,0.0095143513754010201,0.0098367221653461456,0.0089995628222823143,0.0089317942038178444,0.0098033696413040161,0.009714650921523571,294.625244140625,292.24362182617188,296.75729370117188,297.19760131835938,292.47415161132812,292.92333984375,-9.6616411209106445,-2.7440178394317627,-10.400994300842285,-10.084157943725586,-3.1698048114776611,-5.9172368049621582,1.5514743328094482,-0.14194871485233307,5.1099190711975098,5.527801513671875,-0.15341050922870636,0.35002648830413818,0.10613090544939041,0.069380462169647217,0.024236520752310753,0.042219176888465881,0.16244952380657196,0.028328858315944672
390,0.00947536900639534,0.00984933041036129,0.0090204477310180664,0.0089331362396478653,0.0098320832476019859,0.0096249394118785858,294.65829467773438,292.190673828125,296.74774169921875,297.16497802734375,292.3446044921875,293.4134521484375,-9.6689014434814453,-2.9471080303192139,-10.357466697692871,-9.9581565856933594,-3.3637332916259766,-5.5401663780212402,1.7438048124313354,0.062819153070449829,5.0624585151672363,5.6453628540039062,0.11287275701761246,0.87614834308624268,0.099212989211082458,0.035050094127655029,0.026615792885422707,0.0390053391456604,0.048374045640230179,0.1207285076379776
400,0.0095514021813869476,0.0098574841395020485,0.008971724659204483,0.008921649307012558,0.00983465276658535,0.009644433856010437,294.50033569335938,292.16049194335938,296.88003540039062,297.18960571289062,292.3260498046875,293.35601806640625,-9.4336481094360352,-2.9180171489715576,-10.312932968139648,-10.004244804382324,-3.3692762851715088,-5.828373908996582,1.5385724306106567,0.068389616906642914,5.1999168395996094,5.5773811340332031,0.046941012144088745,-0.20724129676818848,0.050999928265810013,-0.076567068696022034,0.029765574261546135,0.02547161839902401,-0.13345746695995331,0.004884564783424139
410,0.0094273816794157028,0.0098441075533628464,0.0089644026011228561,0.0089135020971298218,0.0097684189677238464,0.0095926495268940926,294.88516235351562,292.20736694335938,296.8857421875,297.22427368164062,292.5885009765625,293.638671875,-9.7894001007080078,-2.8506278991699219,-10.341340065002441,-9.9733448028564453,-3.5618290901184082,-6.7233219146728516,1.9861030578613281,-0.16800226271152496,5.2732510566711426,5.6550483703613281,-0.20244957506656647,0.33698150515556335,-0.12784874439239502,-0.045322421938180923,-0.036666344851255417,-0.045018721371889114,-0.032084330916404724,0.13544043898582458
420,0.0095085101202130318,0.0098218740895390511,0.0090022599324584007,0.0089425332844257355,0.0097341369837522507,0.0096219619736075401,294.55352783203125,292.32159423828125,296.77401733398438,297.11178588867188,292.88290405273438,293.435546875,-9.8218154907226562,-2.7380855083465576,-10.439007759094238,-10.093429565429688,-3.8676226139068604,-6.8701648712158203,1.5084072351455688,-0.17618250846862793,5.1070866584777832,5.5983867645263672,-0.21095418930053711,0.54849743843078613,-0.045562192797660828,-0.14739201962947845,-0.014271950349211693,-0.010791169479489326,-0.25393956899642944,-0.08698774129152298
430,0.0094873616471886635,0.0098154619336128235,0.0090002249926328659,0.0089302826672792435,0.0097699705511331558,0.0096472036093473434,294.70819091796875,292.36349487304688,296.79251098632812,297.14794921875,292.66830444335938,293.34375,-9.77947998046875,-2.8593721389770508,-10.404384613037109,-10.075718879699707,-4.2203216552734375,-6.6074428558349609,1.7139406204223633,-0.19456039369106293,5.0981860160827637,5.6348938941955566,-0.10594245046377182,0.37151774764060974,0.067853838205337524,0.11921437084674835,0.047150500118732452,0.020599054172635078,0.065353728830814362,-0.14101323485374451
440,0.0094602946192026138,0.0098285963758826256,0.0089816991239786148,0.0089133419096469879,0.0098137464374303818,0.009703085757791996,294.7249755859375,292.273193359375,296.88116455078125,297.22702026367188,292.39370727539062,293.02236938476562,-9.6711959838867188,-3.2895524501800537,-10.239902496337891,-9.9161138534545898,-3.9129834175109863,-5.8937749862670898,1.8096505403518677,0.15299706161022186,5.2125463485717773,5.5672669410705566,0.48016119003295898,0.70766425132751465,0.04747554287314415,0.13124281167984009,0.033994615077972412,0.016982626169919968,0.17784494161605835,0.03891189768910408
450,0.0095341941341757774,0.009844975546002388,0.0089701190590858459,0.0089242421090602875,0.0098278718069195747,0.0096474606543779373,294.48797607421875,292.16925048828125,296.83975219726562,297.1597900390625,292.29690551757812,293.46942138671875,-9.5323209762573242,-3.2322981357574463,-10.374519348144531,-10.067141532897949,-3.5304179191589355,-6.6318964958190918,1.5758167505264282,0.37436738610267639,5.1701674461364746,5.5796613693237305,0.5217820405960083,-0.12695947289466858,0.042848378419876099,-0.00030588722438551486,-0.025538520887494087,-0.0043176766484975815,-0.040122352540493011,-0.20488743484020233
460,0.0095499260351061821,0.0098482295870780945,0.0089899813756346703,0.0089408811181783676,0.0098129678517580032,0.009608694352209568,294.53402709960938,292.14959716796875,296.87530517578125,297.15164184570312,292.36117553710938,293.66671752929688,-9.4132680892944336,-2.8775510787963867,-10.31287956237793,-10.040231704711914,-3.2395124435424805,-6.6807403564453125,1.5455734729766846,0.16537171602249146,5.2516465187072754,5.5262112617492676,0.19908535480499268,0.1706831306219101,-0.047958511859178543,0.012780658900737762,0.009800211526453495,0.040204323828220367,0.047966748476028442,-0.029050000011920929
470,0.0094581432640552521,0.009840664453804493,0.0090034520253539085,0.0089340796694159508,0.0097709894180297852,0.0096796303987503052,294.67135620117188,292.19073486328125,296.80984497070312,297.18527221679688,292.6385498046875,293.12460327148438,-9.8567256927490234,-2.6697695255279541,-10.202572822570801,-9.9864187240600586,-3.4008021354675293,-5.9526057243347168,1.6765645742416382,-0.15591965615749359,5.1604452133178711,5.5717325210571289,-0.1776135116815567,-0.31617504358291626,-0.063499137759208679,-0.14182822406291962,-0.039323069155216217,0.0023610757198184729,-0.18802672624588013,-0.027873922139406204
