time_s,boundary_layer_height,boundary_layer_height_valid,friction_velocity,low_level_jet_height,low_level_jet_speed,low_level_jet_turning_from_geostrophic,low_level_jet_valid,obukhov_length,obukhov_length_valid,resolved_tke_vertical_integral,speed_maximum,stress_height_0_05,surface_bulk_richardson_maximum,surface_bulk_richardson_mean,surface_buoyancy_flux,surface_density,surface_drag_u_dynamic_flux,surface_drag_u_kinematic_flux,surface_drag_v_dynamic_flux,surface_drag_v_kinematic_flux,surface_neutral_fallback_fraction,surface_sensible_heat_flux,surface_stability_cap_fraction,surface_stability_parameter_maximum,surface_stability_parameter_mean,surface_temperature,surface_theta_dynamic_flux,surface_theta_kinematic_flux,theta_maximum,theta_minimum,u_absolute_maximum,v_absolute_maximum,w_absolute_maximum,w_variance_maximum
0.0,12.5,1,0.771470726,6.25,8,0,1,174239.922,1,0,8,11.875,0.00018174079,8.65454058e-06,-6.58795625e-06,1.32231128,-0.786996126,-0.595167041,0,0,0.446289062,-0.235159248,0,0.000751788844,0.000208185142,265,-0.000233989296,-0.000176954782,267.9375,264.950073,8,0,0,0
60.0,23.1786985,1,0.578911841,243.75,8.00000095,3.85682562e-11,1,48107.375,1,0.00658630347,8.00721455,22.0197635,0.000187847574,3.14676981e-05,-1.00824409e-05,1.32231128,-0.443157524,-0.335138589,-0.000603704888,-0.000456552778,0.28515625,-0.359896004,0,0.000777033798,0.000176568632,264.995833,-0.000358105463,-0.000270817836,267.937531,264.958801,8.00721359,0.024332609,0.0451343432,0.000252121419
120.0,27.1558653,1,0.489891171,56.25,8.00000572,2.8438933e-06,1,23214.1543,1,0.0235287733,8.01156139,25.798072,0.000160539086,6.49300782e-05,-1.2661525e-05,1.32231128,-0.317342728,-0.239990935,-0.00142945955,-0.00108103105,0.052734375,-0.451957256,0,0.000664035499,0.000271499768,264.991667,-0.000449708721,-0.000340092927,267.937531,264.969727,8.01155281,0.0495839044,0.0701465309,0.000610634394
180.0,34.9460794,1,0.441579491,243.75,8.00000286,-4.26487512e-09,1,14184.3525,1,0.0455222391,8.01289082,33.1987755,0.000171120599,0.000106373685,-1.5175995e-05,1.32231128,-0.257831663,-0.194985598,-0.00215985463,-0.00163339346,0,-0.541712105,0,0.00070781901,0.000439962023,264.9875,-0.000539017026,-0.000407632469,267.937378,264.977783,8.01287842,0.0624459796,0.0893315822,0.000764340046
240.0,37.5807901,1,0.409926444,243.75,8.00000381,-7.56223173e-09,1,9794.12402,1,0.0716692731,8.01548576,35.7017506,0.000197958812,0.000153783199,-1.758297e-05,1.32231128,-0.222183049,-0.168026283,-0.00280498154,-0.0021212718,0,-0.627629876,0,0.000818865839,0.000636098208,264.983333,-0.000624507316,-0.00047228465,267.937439,264.983887,8.01547718,0.06916821,0.0860233083,0.000924651627
300.0,39.3120533,1,0.386572212,243.75,8.00000572,-1.20161499e-08,1,7283.27734,1,0.113032974,8.01384258,37.3464506,0.000239525107,0.000207103061,-1.98291946e-05,1.32231128,-0.197574586,-0.149416089,-0.00338893477,-0.00256288727,0,-0.707809567,0,0.000990902307,0.000856727187,264.979167,-0.000704288133,-0.000532619015,267.937378,264.987061,8.01383972,0.0869585425,0.0886712298,0.000940210186
360.0,44.8087079,1,0.368158758,243.75,8.00000572,-1.72776584e-08,1,5695.36914,1,0.171009436,8.01001644,42.5682725,0.000303196866,0.000264670438,-2.1904003e-05,1.32231128,-0.179184228,-0.135508358,-0.00392583106,-0.00296891597,0,-0.781870604,0,0.0012544716,0.00109498063,264.975,-0.00077798072,-0.000588349125,267.937073,264.989594,8.01000977,0.101757951,0.0856444314,0.000805053976
420.0,47.9421997,1,0.353028804,243.75,8.00000668,-2.35970479e-08,1,4609.86523,1,0.238015532,8.01138878,45.5450897,0.000368989626,0.000327385438,-2.38606444e-05,1.32231128,-0.164739341,-0.124584384,-0.00442548282,-0.00334677845,0,-0.851713479,0,0.00152684003,0.00135459565,264.970833,-0.000847476127,-0.000640905171,267.936829,264.988678,8.01137543,0.114188507,0.0718003213,0.000614690245
480.0,49.8834158,1,0.340244293,243.75,8.00000763,-3.15775139e-08,1,3831.82178,1,0.309777051,8.01105404,47.389245,0.000441482232,0.000393649389,-2.56984677e-05,1.32231128,-0.153000638,-0.115706973,-0.00489508547,-0.0037019162,0,-0.917315245,0,0.00182707945,0.00162896619,264.966667,-0.000912751479,-0.00069026975,267.936768,264.98703,8.01104355,0.126310766,0.0716697425,0.00045794528
540.0,51.3237784,1,0.329212397,243.75,8.00000858,-4.07330987e-08,1,3252.52686,1,0.376611084,8.00976849,48.7575895,0.000519379042,0.000464164827,-2.74250633e-05,1.32231128,-0.143213674,-0.108305566,-0.00533917034,-0.00403775601,0,-0.978946626,0,0.00214970717,0.00192101207,264.9625,-0.000974076218,-0.000736646703,267.936401,264.985199,8.00975609,0.142120004,0.0703987703,0.000361333572
