time_s,z_m,variable,value,location,units,window_start_s,window_end_s,source_times_s
32400.0,6.25,buoyancy_mean,-0.010082562,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,18.75,buoyancy_mean,-0.00200962239,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,31.25,buoyancy_mean,0.00481404434,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,43.75,buoyancy_mean,0.0116018103,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,56.25,buoyancy_mean,0.0181155009,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,68.75,buoyancy_mean,0.0243995152,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,81.25,buoyancy_mean,0.03043928,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,93.75,buoyancy_mean,0.0362443943,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,106.25,buoyancy_mean,0.0418341961,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,118.75,buoyancy_mean,0.0472439192,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,131.25,buoyancy_mean,0.0525164921,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,143.75,buoyancy_mean,0.0578628555,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,156.25,buoyancy_mean,0.0630521514,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,168.75,buoyancy_mean,0.0694440678,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,181.25,buoyancy_mean,0.0834131502,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,193.75,buoyancy_mean,0.0882469192,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,206.25,buoyancy_mean,0.0925106071,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,218.75,buoyancy_mean,0.0975050926,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,231.25,buoyancy_mean,0.102389529,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,243.75,buoyancy_mean,0.107736599,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,256.25,buoyancy_mean,0.111749563,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,268.75,buoyancy_mean,0.116166051,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,281.25,buoyancy_mean,0.120869171,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,293.75,buoyancy_mean,0.12470372,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,306.25,buoyancy_mean,0.129454367,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,318.75,buoyancy_mean,0.134599671,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,331.25,buoyancy_mean,0.139359862,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,343.75,buoyancy_mean,0.143923253,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,356.25,buoyancy_mean,0.148593158,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,368.75,buoyancy_mean,0.153259739,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,381.25,buoyancy_mean,0.157792978,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,393.75,buoyancy_mean,0.160759419,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,0,density_at_w_faces,1.32231128,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,12.5,density_at_w_faces,1.32078004,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,25,density_at_w_faces,1.31924987,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,37.5,density_at_w_faces,1.31772065,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,50,density_at_w_faces,1.31619275,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,62.5,density_at_w_faces,1.31466579,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,75,density_at_w_faces,1.31313968,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,87.5,density_at_w_faces,1.31161475,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,100,density_at_w_faces,1.31009102,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,112.5,density_at_w_faces,1.30856824,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,125,density_at_w_faces,1.30704665,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,137.5,density_at_w_faces,1.30552602,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,150,density_at_w_faces,1.30400634,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,162.5,density_at_w_faces,1.30248785,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,175,density_at_w_faces,1.30097032,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,187.5,density_at_w_faces,1.29945397,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,200,density_at_w_faces,1.29793859,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,212.5,density_at_w_faces,1.29642439,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,225,density_at_w_faces,1.29491115,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,237.5,density_at_w_faces,1.2933991,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,250,density_at_w_faces,1.291888,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,262.5,density_at_w_faces,1.29037797,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,275,density_at_w_faces,1.28886902,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,287.5,density_at_w_faces,1.28736115,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,300,density_at_w_faces,1.28585434,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,312.5,density_at_w_faces,1.28434849,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,325,density_at_w_faces,1.28284383,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,337.5,density_at_w_faces,1.28134012,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,350,density_at_w_faces,1.27983749,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,362.5,density_at_w_faces,1.27833605,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,375,density_at_w_faces,1.27683544,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,387.5,density_at_w_faces,1.27533603,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,400,density_at_w_faces,1.27458656,Face,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,6.25,density_mean,1.32154548,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,18.75,density_mean,1.32001472,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,31.25,density_mean,1.31848502,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,43.75,density_mean,1.31695652,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,56.25,density_mean,1.31542897,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,68.75,density_mean,1.3139025,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,81.25,density_mean,1.31237698,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,93.75,density_mean,1.31085265,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,106.25,density_mean,1.30932939,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,118.75,density_mean,1.30780721,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,131.25,density_mean,1.30628598,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,143.75,density_mean,1.30476594,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,156.25,density_mean,1.30324686,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,168.75,density_mean,1.30172884,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,181.25,density_mean,1.30021191,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,193.75,density_mean,1.29869604,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,206.25,density_mean,1.29718125,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,218.75,density_mean,1.29566753,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,231.25,density_mean,1.29415488,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,243.75,density_mean,1.29264331,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,256.25,density_mean,1.29113269,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
32400.0,268.75,density_mean,1.28962326,Center,kg m^-3,28800.0,32400.0,30600.0;32400.0
