time_s,z_m,variable,value,location,units,window_start_s,window_end_s,source_times_s
28800.0,6.25,buoyancy_mean,-0.00155490075,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,18.75,buoyancy_mean,0.00601618923,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,31.25,buoyancy_mean,0.0123796253,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,43.75,buoyancy_mean,0.0186732952,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,56.25,buoyancy_mean,0.024678776,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,68.75,buoyancy_mean,0.0304387389,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,81.25,buoyancy_mean,0.0359429214,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,93.75,buoyancy_mean,0.0411979333,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,106.25,buoyancy_mean,0.0462181736,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,118.75,buoyancy_mean,0.0510322768,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,131.25,buoyancy_mean,0.0556853507,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,143.75,buoyancy_mean,0.0603873357,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,156.25,buoyancy_mean,0.0651302859,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,168.75,buoyancy_mean,0.0720964819,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,181.25,buoyancy_mean,0.0839092657,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,193.75,buoyancy_mean,0.0884511545,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,206.25,buoyancy_mean,0.0926865749,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,218.75,buoyancy_mean,0.0977032557,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
28800.0,231.25,buoyancy_mean,0.1025456,Center,m s^-2,25200.0,28800.0,27000.0;28800.0
