time_s,boundary_layer_height,boundary_layer_height_valid,friction_velocity,low_level_jet_height,low_level_jet_speed,low_level_jet_turning_from_geostrophic,low_level_jet_valid,obukhov_length,obukhov_length_valid,resolved_tke_vertical_integral,speed_maximum,stress_height_0_05,surface_bulk_richardson_maximum,surface_bulk_richardson_mean,surface_buoyancy_flux,surface_density,surface_drag_u_dynamic_flux,surface_drag_u_kinematic_flux,surface_drag_v_dynamic_flux,surface_drag_v_kinematic_flux,surface_neutral_fallback_fraction,surface_sensible_heat_flux,surface_stability_cap_fraction,surface_stability_parameter_maximum,surface_stability_parameter_mean,surface_temperature,surface_theta_dynamic_flux,surface_theta_kinematic_flux,theta_maximum,theta_minimum,u_absolute_maximum,v_absolute_maximum,w_absolute_maximum,w_variance_maximum
0.0,1,1,1.982602,0.5,8,0,1,21984826,1,0,8,0.95,1.45392632e-05,1.45368224e-08,-8.86183386e-07,1.32231128,-5.19762278,-3.93071055,0,0,0.499774992,-0.0316326059,0,2.33996489e-05,5.87868453e-06,265,-3.14752288e-05,-2.38031917e-05,267.994995,264.950012,8,0,0,0
60.0,5.43370775,1,0.317040175,57.5,8.0000267,-1.09179341e-08,1,16895.3359,1,0.00306088524,8.01059532,5.16202236,2.52165082e-05,1.84984474e-05,-4.7153726e-06,1.32231128,-0.132904962,-0.100509584,-0.00131097017,-0.000991423265,0,-0.168316767,0,4.05876708e-05,2.97730057e-05,264.995833,-0.000167479375,-0.000126656538,267.996521,264.960419,8.01059341,0.0196292922,0.0469908342,0.000122942598
120.0,6.95223956,1,0.251878768,57.5,8.00005341,-1.35994305e-09,1,6449.29883,1,0.00660300814,8.01789665,6.60462759,6.01365573e-05,4.79987866e-05,-6.19444154e-06,1.32231128,-0.0838734061,-0.0634293929,-0.00173153612,-0.00130947691,0,-0.221112609,0,9.67983287e-05,7.72578205e-05,264.991667,-0.000220012545,-0.000166384838,267.997833,264.970825,8.01788712,0.0360137969,0.0671549886,0.000231668571
180.0,7.9665963,1,0.220159084,57.5,8.00007915,8.66955645e-08,1,3685.30518,1,0.00913147442,8.02380371,7.56826648,9.68557943e-05,8.43476446e-05,-7.23896301e-06,1.32231128,-0.0640604049,-0.0484457836,-0.00202660821,-0.00153262564,0,-0.258397162,0,0.000155910748,0.000135772978,264.9875,-0.000257111591,-0.000194441047,267.99939,264.977386,8.02379513,0.0545004532,0.0761319697,0.00026990872
240.0,8.756841,1,0.200137556,57.5,8.00008869,8.44429735e-07,1,2498.45239,1,0.0115815876,8.02603436,8.31899895,0.000144383128,0.000123880236,-8.02148224e-06,1.32231128,-0.0529169179,-0.0400185026,-0.00226174667,-0.00171044946,0,-0.286329418,0,0.000232434963,0.000199422138,264.983333,-0.000284904905,-0.00021545979,268.000732,264.980469,8.02601051,0.0723990873,0.0709240511,0.000280918175
300.0,9.37656946,1,0.185906157,57.5,8.00011635,3.04545938e-06,1,1876.65442,1,0.0145101789,8.02791309,8.90774099,0.000189344049,0.000165407997,-8.55927556e-06,1.32231128,-0.0456342474,-0.0345109701,-0.00246058777,-0.00186082337,0,-0.305526137,0,0.000304834277,0.000266293297,264.979167,-0.000304006098,-0.000229905098,268.001556,264.980438,8.02790642,0.100814171,0.0729102194,0.000284273236
360.0,10.0574749,1,0.175067559,110.5,8.00011253,-4.96350026e-07,1,1464.02283,1,0.0182737019,8.02837753,9.55460119,0.00024436845,0.00021137984,-9.16239787e-06,1.32231128,-0.0404413342,-0.0305838231,-0.0026345714,-0.00199239887,0,-0.327054799,0,0.000393468334,0.000340332568,264.975,-0.000325427653,-0.000246105192,268.002228,264.97821,8.02833366,0.165418625,0.0706539601,0.000282122084
420.0,10.507906,1,0.166447386,110.5,8.00011826,-6.83181042e-07,1,1204.7196,1,0.0256266128,8.02887726,9.98251072,0.000298419385,0.000257512846,-9.56940585e-06,1.32231128,-0.0365278423,-0.0276242383,-0.00279059052,-0.0021103886,0,-0.341583073,0,0.000480546645,0.00041464367,264.970833,-0.000339883642,-0.000257037551,268.002869,264.97641,8.02886295,0.381214589,0.154210627,0.000277569547
480.0,11.3925494,1,0.159542024,110.5,8.00011635,-9.73656483e-07,1,969.461426,1,0.0823555663,8.20937347,10.822922,0.000398874254,0.000319492974,-1.04721221e-05,1.32231128,-0.0335294567,-0.0253567044,-0.00293488987,-0.00221951515,0,-0.373805851,0,0.000642423809,0.000514501065,264.966667,-0.000371946109,-0.000281284825,268.003418,264.971924,8.2072506,1.02320886,0.750558555,0.000653299445
540.0,16.5941121,1,0.164321303,110.5,8.00011444,-1.19144272e-06,1,857.690796,1,0.89294827,8.45381069,15.7644065,0.00660067797,0.000409985834,-1.29327491e-05,1.32231128,-0.0355630592,-0.0268946197,-0.00317356316,-0.00240001222,0,-0.461638719,0,0.0107552269,0.000660357124,264.9625,-0.000459342002,-0.000347378111,268.003418,264.966461,8.44465256,1.98673868,1.59129167,0.0132109951
600.0,25.0617369,1,0.264404565,399.5,8.00007725,-6.41852509e-08,1,2060.88599,1,6.21798658,9.02613735,23.8086501,0.0217154827,0.00043703767,-2.24229552e-05,1.32231128,-0.0923302397,-0.0698248893,-0.00455438159,-0.00344425836,6.24999984e-06,-0.800394714,0,0.0365145616,0.000704153324,264.958333,-0.000796412642,-0.000602288346,268.003418,264.958252,9.00668526,2.85500145,2.65530348,0.100739472
660.0,33.2901871,1,0.338059217,399.5,8.00018787,-2.20479023e-07,1,3195.92163,1,12.1876478,9.48073196,31.6256777,0.0272641294,0.000382561411,-3.02219305e-05,1.32231128,-0.151037931,-0.114222676,-0.00495116506,-0.0037443263,6.24999984e-06,-1.0787816,0,0.046426598,0.000616683043,264.954167,-0.00107341458,-0.00081177149,268.003418,264.953796,9.4673996,3.10119653,2.87840223,0.166674197
720.0,38.7368122,1,0.381293654,399.5,8.00030041,-5.07768846e-07,1,3774.77686,1,14.8350458,8.95389748,36.7999715,0.0113046607,0.00024695677,-3.67136417e-05,1.32231128,-0.192177385,-0.145334452,-0.00506127113,-0.00382759422,1.24999997e-05,-1.31050539,0,0.0185925253,0.000398018543,264.95,-0.00130398548,-0.000986141036,268.003418,264.948883,8.95036125,3.14653683,2.63243198,0.216372564
780.0,44.1743823,1,0.417332083,399.5,8.00039196,-9.17511159e-07,1,4270.67432,1,15.4656277,9.07220459,41.9656632,0.00420217309,8.81540182e-05,-4.25489525e-05,1.32231128,-0.230222434,-0.174106076,-0.00604398688,-0.00457077473,3.12500015e-05,-1.51879859,0,0.0068157455,0.000141914876,264.945833,-0.00151124236,-0.00114287948,268.003418,264.944794,9.06771469,2.97323275,2.9856739,0.250989735
840.0,51.9448831,1,0.404016912,399.5,8.00045204,-1.40091151e-06,1,4050.48364,1,15.5215225,9.07700348,49.3476389,0.00222405302,9.06919086e-05,-4.07034968e-05,1.32231128,-0.215761468,-0.16316995,-0.0058378689,-0.00441489741,4.37499984e-05,-1.45292461,0,0.00359402853,0.000145996106,264.941667,-0.00144569611,-0.00109330995,268.003662,264.940887,9.07570648,2.80539322,2.40400505,0.211789697
900.0,57.5799985,1,0.397336602,399.5,8.00052547,-1.95975827e-06,1,3794.7605,1,16.39398,8.70439243,54.7009986,0.00145353668,9.67239321e-05,-4.13267553e-05,1.32231128,-0.208718792,-0.157843918,-0.00423376961,-0.00320179504,4.37499984e-05,-1.47517204,0,0.00234555639,0.000155707923,264.9375,-0.00146783283,-0.00111005094,268.003876,264.936951,8.69745064,2.63587046,2.39873743,0.204426929
