time_s,boundary_layer_height,boundary_layer_height_valid,friction_velocity,low_level_jet_height,low_level_jet_speed,low_level_jet_turning_from_geostrophic,low_level_jet_valid,obukhov_length,obukhov_length_valid,resolved_tke_vertical_integral,speed_maximum,stress_height_0_05,surface_bulk_richardson_maximum,surface_bulk_richardson_mean,surface_buoyancy_flux,surface_density,surface_drag_u_dynamic_flux,surface_drag_u_kinematic_flux,surface_drag_v_dynamic_flux,surface_drag_v_kinematic_flux,surface_neutral_fallback_fraction,surface_sensible_heat_flux,surface_stability_cap_fraction,surface_stability_parameter_maximum,surface_stability_parameter_mean,surface_temperature,surface_theta_dynamic_flux,surface_theta_kinematic_flux,theta_maximum,theta_minimum,u_absolute_maximum,v_absolute_maximum,w_absolute_maximum,w_variance_maximum
0,3.125,1,1.16074442863,1.5625,8,0,1,262493.15625,1,1.24171143824e-24,8,2.96875,4.5435197535e-05,2.1636353722e-06,-1.48947019625e-05,1.32231128216,-1.78158640862,-1.34732758999,0,0,0.4462890625,-0.531671285629,0,0.000124911413877,3.45924636349e-05,265,-0.000529026146978,-0.000400076853111,267.984375,264.950073242,8,0,2.13714542951e-06,2.06795153138e-25
60,3.13133601638,1,0.447313040495,14.0625,8.00003242493,-1.54558813392e-06,1,57247.7460938,1,0.138940170407,8.62769603729,2.97476921556,7.43989512557e-05,3.76475668418e-07,-3.90855575461e-06,1.32231128216,-0.264576792717,-0.20008662343,-0.00128105701879,-0.000968801381532,0.499389648438,-0.139517173171,0,0.000204534720979,2.72737997875e-05,264.995833333,-0.000138823059388,-0.000104985156213,267.978149414,264.910186768,8.62632751465,0.307561278343,0.100729934871,0.00123730057385
120,44.4823055175,1,0.183282673359,245.3125,7.99997997284,-1.60679691774e-09,1,9672.11328125,1,85.7899780273,14.8659801483,42.2581902416,0.00491543114185,3.79056145903e-05,-1.59141268341e-06,1.32231128216,0.0443695262074,0.0335545241833,-0.00211257301271,-0.00159763672855,0.269165039062,-0.0568059943616,0,0.0136354174465,0.000135322567075,264.991666666,-5.65233785892e-05,-4.27458944614e-05,267.976196289,264.935150146,14.7676410675,10.2113437653,8.48781967163,1.51578855515
180,68.3937725876,1,0.22145973146,245.3125,7.99995422363,7.83749314337e-08,1,8382.90332031,1,24.2506656647,9.30460262299,64.9740839582,8.09097691672e-05,1.14784306788e-05,-3.23914082401e-06,1.32231128216,-0.0648299306631,-0.0490277372301,-0.00169105024543,-0.00127885944676,0.0809326171875,-0.115622185171,0,0.000222439615754,3.26020708599e-05,264.9875,-0.00011504694703,-8.70044386829e-05,267.975189209,264.946228027,9.27690124512,2.88206338882,2.72669768333,0.271634846926
240,82.3243476956,1,0.444828003645,295.3125,7.99992656708,1.20390552638e-07,1,20261.7578125,1,18.0766601562,9.01383495331,78.2081303108,0.000287961214781,2.35853185586e-05,-1.08602353066e-05,1.32231128216,-0.261630535126,-0.197858512402,-0.00305036269128,-0.00230684154667,0.0052490234375,-0.38765963912,0,0.000791978789493,6.49349094601e-05,264.983333333,-0.000385730993003,-0.000291709671728,267.973968506,264.9609375,8.99724960327,2.08817124367,2.06563353539,0.159521907568
300,74.117729578,1,0.468947887421,295.3125,7.9998884201,2.75891238743e-07,1,16848.8398438,1,20.6437187195,9.19925689697,70.4118430991,0.0142623940483,7.4718016549e-05,-1.53018445417e-05,1.32231128216,-0.290786415339,-0.219907686114,-0.00184979836922,-0.00139891298022,0.0001220703125,-0.546204328537,0,0.0403084009886,0.000205561809707,264.979166666,-0.00054348690901,-0.000411012821132,267.972686768,264.961853027,9.17049026489,3.63119602203,2.29076337814,0.226911216974
360,82.5524025206,1,0.452984571457,329.6875,7.99984741211,4.67600699494e-07,1,11732.5039062,1,22.3573055267,8.59170818329,78.4247823945,0.0122760608792,0.000107600353658,-1.98061243282e-05,1.32231128216,-0.271325021982,-0.205189973116,-0.00189902959391,-0.00143614411354,6.103515625e-05,-0.706986010075,0,0.0345525294542,0.000296102138236,264.974999999,-0.00070346868597,-0.00053199933609,267.971374512,264.97052002,8.57648658752,2.99915361404,2.27972269058,0.228104948997
420,83.4965552868,1,0.436611115932,395.3125,7.9998216629,6.73913632454e-07,1,8653.16601562,1,24.6796550751,8.75685214996,79.3217275224,0.0235722996294,0.000133146342705,-2.40463577938e-05,1.32231128216,-0.252056539059,-0.190618157387,-0.00272222049534,-0.00205868366174,0,-0.858342647552,0,0.0679806545377,0.000366521504475,264.970833333,-0.000854072277434,-0.0006458935095,267.970092773,264.971832275,8.74498558044,3.38395881653,2.41102290154,0.219111740589
480,90.8502717901,1,0.420384079218,395.3125,7.99979782104,9.29508189529e-07,1,6772.59130859,1,27.7935123444,8.75570011139,86.3077582006,0.0250283461064,0.000163286633324,-2.7423568099e-05,1.32231128216,-0.233647316694,-0.176696151495,-0.004055660218,-0.00306709948927,0,-0.97889316082,0,0.0724187642336,0.000449791550636,264.966666666,-0.000974023074377,-0.000736606481951,267.968780518,264.967559814,8.71336174011,3.31906080246,2.31044411659,0.208285018802
540,95.7727947095,1,0.412504315376,395.3125,7.99977350235,1.26147824631e-06,1,5683.58203125,1,28.396238327,8.5374250412,90.984154974,0.0143609177321,0.000168349142768,-3.08747476083e-05,1.32231128216,-0.224923849106,-0.170099020004,-0.0060139875859,-0.0045480877161,0,-1.10208415985,0,0.0405951850116,0.00046337331878,264.962499999,-0.0010966011323,-0.000829306314699,267.967437744,264.963104248,8.52025127411,3.2064883709,2.12312459946,0.220690071583
600,98.2391603795,1,0.404871344566,395.3125,7.99974918365,1.69778945747e-06,1,4896.90332031,1,28.7031650543,8.58676624298,93.3272023605,0.028282828629,0.000185976503417,-3.38820427714e-05,1.32231128216,-0.216676861048,-0.163862213492,-0.00579488649964,-0.0043823919259,0.0001220703125,-1.20943057537,0,0.082453712821,0.000512147380505,264.958333332,-0.00120341347065,-0.000910083355848,267.966125488,264.9581604,8.58614826202,2.96151304245,2.19787406921,0.199670046568
660,106.687713403,1,0.398068368435,395.3125,7.99972343445,2.28222324949e-06,1,4305.15234375,1,29.5399341583,8.46634960175,101.353327733,0.0118765374646,0.000193510655663,-3.66289532394e-05,1.32231128216,-0.209463790059,-0.158407315612,-0.00532141607255,-0.00402432912961,0.00018310546875,-1.307482481,0,0.0334007404745,0.00053251395002,264.954166666,-0.001300977543,-0.000983866280876,267.964752197,264.948699951,8.46500110626,3.2334177494,2.04167318344,0.193609490991
720,111.668575416,1,0.389883458614,395.3125,7.99969673157,3.06042556986e-06,1,3829.60717773,1,30.4213237762,8.67005825043,106.085146645,0.0298521593213,0.000233118509641,-3.86892425013e-05,1.32231128216,-0.200939565897,-0.151960864663,-0.0050630052574,-0.00382890575565,0.00030517578125,-1.38102507591,0,0.0873511210084,0.000642787839752,264.949999999,-0.00137415435165,-0.00103920639958,267.963317871,264.948608398,8.66882133484,3.86389160156,2.00467586517,0.18370975554
780,114.85102291,1,0.38532730937,395.3125,7.99966812134,4.07836068916e-06,1,3472.92529297,1,28.9757061005,8.42633056641,109.108471764,0.0107242213562,0.000240087814745,-4.11845139752e-05,1.32231128216,-0.196248829365,-0.148413494229,-0.00574790593237,-0.004346862901,0.000732421875,-1.4700948,0,0.0300896316767,0.000661049445625,264.945833332,-0.0014627808705,-0.00110623030923,267.961883545,264.927307129,8.42515945435,2.79892063141,1.97127568722,0.185269027948
840,116.84970526,1,0.376754164696,395.3125,7.99963760376,5.39119855603e-06,1,3122.92480469,1,28.6390075684,8.47591495514,111.007219997,0.257153272629,0.000286499911454,-4.28107305197e-05,1.32231128216,-0.187570929527,-0.141850814223,-0.00678913388401,-0.00513429334387,0.00042724609375,-1.5281431675,0,2.5580394268,0.000903208914679,264.941666665,-0.00152054044884,-0.00114991108421,267.960449219,264.937133789,8.47448921204,2.91103959084,2.24597406387,0.186699718237
900,113.473647183,1,0.371726930141,395.3125,7.999604702,7.06324817656e-06,1,2836.66943359,1,28.847070694,8.40284252167,107.799964824,0.0826011151075,0.000293548509944,-4.52692547697e-05,1.32231128216,-0.182587593794,-0.138082161546,-0.00690626353025,-0.00522287283093,0.0003662109375,-1.61590075493,0,0.280644327402,0.000812584068626,264.937499998,-0.00160786148626,-0.00121594779193,267.95904541,264.930969238,8.40201568604,2.74394750595,1.9061293602,0.183120965958
960,120.656266986,1,0.368026554585,395.3125,7.99956893921,9.10857579584e-06,1,2610.39160156,1,29.5933876038,8.34677124023,114.623453636,0.0264644138515,0.000307521870127,-4.77388311992e-05,1.32231128216,-0.178976938128,-0.135351598263,-0.00659783184528,-0.00498962076381,0.00042724609375,-1.70405304432,0,0.0768269002438,0.000847148010507,264.933333332,-0.00169557519257,-0.00128228147514,267.957427979,264.926300049,8.3452167511,3.17052984238,1.97610008717,0.176662772894
