time_s,filtered_u,filtered_v,filtered_Δθ
0,8,0,0.00241094827652
600,3.80968284607,0.141399875283,0.0264550130814
1200,4.04065132141,0.173681378365,0.0563494674861
1800,3.52597594261,0.35019993782,0.0932638272643
2400,3.23923230171,0.44627392292,0.119248986244
3000,3.11366534233,0.555392205715,0.149659693241
3600,2.922757864,0.565387666225,0.173296242952
4200,2.63994526863,0.769030570984,0.190819650888
4800,2.46082544327,0.909918129444,0.204914778471
5400,2.4285774231,0.952834129333,0.21994818747
6000,2.28232097626,1.0854780674,0.230692341924
6600,2.21500468254,1.19695317745,0.241120845079
7200,2.06191372871,1.30136311054,0.242510139942
7800,2.20599198341,1.37672579288,0.262273490429
8400,2.19479346275,1.52884697914,0.274675041437
9000,2.098051548,1.54555392265,0.274436801672
9600,2.00202775002,1.61931276321,0.283742636442
10200,2.01791882515,1.68652117252,0.289329260588
10800,1.91367650032,1.7115790844,0.290524095297
11400,1.97096586227,1.77243006229,0.300840288401
12000,2.10832834244,1.86346697807,0.319977343082
12600,2.14639282227,1.83932244778,0.325726270676
13200,2.24163293839,1.90662574768,0.342582732439
13800,2.27801895142,1.93334662914,0.348320156336
14400,2.34237790108,1.95891308784,0.358549028635
15000,2.44701147079,1.88488733768,0.366257041693
15600,2.55251026154,1.91532588005,0.395745337009
16200,2.45639300346,1.8970310688,0.380001783371
16800,2.28905940056,1.84752511978,0.368954211473
17400,2.27592921257,1.85491681099,0.375673085451
18000,2.18623590469,1.91021764278,0.366368323565
18600,2.23422217369,1.91312730312,0.377575457096
19200,2.35105037689,1.9709045887,0.392482072115
19800,2.30109190941,2.00432920456,0.393417596817
20400,2.41557312012,1.91129934788,0.393557041883
21000,2.50823497772,1.93318772316,0.398945808411
21600,2.38236737251,1.91044199467,0.39761942625
22200,2.38449048996,1.85884976387,0.396418988705
22800,2.46576404572,1.93194460869,0.407647311687
23400,2.45293736458,1.85040223598,0.406248539686
24000,2.4300596714,1.85209870338,0.404524326324
24600,2.47894597054,1.85693871975,0.417986631393
25200,2.5625462532,1.89268183708,0.431092619896
25800,2.44917058945,1.80302977562,0.417459607124
26400,2.55268859863,1.85132825375,0.435484915972
27000,2.67492103577,1.84429621696,0.449129611254
27600,2.6426885128,1.83550965786,0.446300119162
28200,2.56654071808,1.7433924675,0.440045654774
28800,2.50413298607,1.7560094595,0.432680338621
29400,2.41512012482,1.72758960724,0.429873615503
30000,2.55251574516,1.79698300362,0.44164249301
30600,2.79193687439,1.73948943615,0.474154293537
31200,2.73018550873,1.75353121758,0.4816583395
31800,2.58001327515,1.69809949398,0.462387859821
32400,2.69336628914,1.71387660503,0.468407720327
