time_s,q_z100p0m,q_z10p0m,q_z180p0m,q_z200p0m,q_z25p0m,q_z50p0m,theta_z100p0m,theta_z10p0m,theta_z180p0m,theta_z200p0m,theta_z25p0m,theta_z50p0m,u_z100p0m,u_z10p0m,u_z180p0m,u_z200p0m,u_z25p0m,u_z50p0m,v_z100p0m,v_z10p0m,v_z180p0m,v_z200p0m,v_z25p0m,v_z50p0m,w_z100p0m,w_z10p0m,w_z180p0m,w_z200p0m,w_z25p0m,w_z50p0m
100,0.0094813015311956406,0.0098239993676543236,0.0090008294209837914,0.0089547038078308105,0.009791945107281208,0.009601120837032795,294.68124389648438,292.3050537109375,296.85348510742188,297.188720703125,292.53704833984375,293.55169677734375,-9.5572214126586914,-3.0239856243133545,-10.568925857543945,-10.255254745483398,-3.7444949150085449,-6.5326776504516602,1.8475949764251709,0.0087997289374470711,4.8279385566711426,5.2691359519958496,0.073312528431415558,0.043547075241804123,-0.032834306359291077,0.035713855177164078,0.064515963196754456,0.080041632056236267,0.052163880318403244,-0.017314877361059189
110,0.0095046935603022575,0.0098355095833539963,0.0089952182024717331,0.0089243697002530098,0.0097714615985751152,0.0096082761883735657,294.65982055664062,292.32400512695312,296.80911254882812,297.1746826171875,292.81680297851562,293.40316772460938,-9.640507698059082,-3.074415922164917,-10.55006217956543,-10.263222694396973,-3.9281265735626221,-6.6171445846557617,1.5973939895629883,-0.013099793344736099,4.9328694343566895,5.4422512054443359,-0.075863160192966461,0.20243734121322632,0.029094912111759186,-0.0048105069436132908,-0.043342165648937225,-0.029945852234959602,-0.13545887172222137,-0.12444773316383362
120,0.0094743669033050537,0.0098154302686452866,0.0090032415464520454,0.0089370701462030411,0.009785025380551815,0.009612266905605793,294.728515625,292.358642578125,296.82583618164062,297.13705444335938,292.62265014648438,293.40277099609375,-9.6451597213745117,-3.3249497413635254,-10.489974975585938,-10.327315330505371,-3.8754189014434814,-6.3060798645019531,1.6540236473083496,0.0052029453217983246,4.9820294380187988,5.3813786506652832,0.01351836696267128,0.74496239423751831,0.15451298654079437,0.022867022082209587,-0.018171362578868866,-0.045499738305807114,0.072039447724819183,-0.081666700541973114
130,0.009496031329035759,0.0098453564569354057,0.0089909844100475311,0.0089344270527362823,0.0098160579800605774,0.0096064992249011993,294.66830444335938,292.33016967773438,296.78720092773438,297.24026489257812,292.5406494140625,293.42745971679688,-9.5460844039916992,-3.101729154586792,-10.430379867553711,-10.201400756835938,-3.4893836975097656,-6.2204914093017578,1.4493638277053833,-0.084534108638763428,5.0277800559997559,5.4037318229675293,0.0081004183739423752,0.33885040879249573,0.13465005159378052,-0.029340138658881187,0.016526730731129646,0.013778520748019218,0.06771416962146759,0.018152173608541489
140,0.0094675729051232338,0.0098519250750541687,0.008984830230474472,0.0089289462193846703,0.0098002506420016289,0.0096186036244034767,294.5677490234375,292.32757568359375,296.80859375,297.142578125,292.5283203125,293.40704345703125,-9.8611087799072266,-2.9443635940551758,-10.570594787597656,-10.122840881347656,-3.4398860931396484,-6.2590665817260742,1.7771798372268677,-0.12988750636577606,5.0889782905578613,5.4741473197937012,-0.099796980619430542,0.2560712993144989,-0.081298254430294037,0.045790079981088638,-0.049385704100131989,-0.023057740181684494,0.12741973996162415,0.033371236175298691
150,0.0095053771510720253,0.0098262522369623184,0.0089944666251540184,0.0089178811758756638,0.0097723463550209999,0.0096215102821588516,294.62020874023438,292.35260009765625,296.89471435546875,297.18209838867188,292.66653442382812,293.41769409179688,-9.6859102249145508,-3.0982975959777832,-10.497315406799316,-10.230410575866699,-3.712261438369751,-6.0851197242736816,1.6854009628295898,-0.066147118806838989,5.0965323448181152,5.4803261756896973,-0.051845651119947433,0.12214604765176773,-0.067989259958267212,-0.0040063601918518543,0.011903049424290657,0.0034842095337808132,-0.053535275161266327,0.064693652093410492
160,0.0094984415918588638,0.009817429818212986,0.0090108104050159454,0.0089196516200900078,0.00976608507335186,0.0096024665981531143,294.63595581054688,292.3604736328125,296.79519653320312,297.25363159179688,292.63351440429688,293.57489013671875,-9.7244195938110352,-3.153517484664917,-10.369644165039062,-10.072491645812988,-3.7179660797119141,-6.8782234191894531,1.6445901393890381,-0.042608745396137238,5.0736150741577148,5.4773755073547363,-0.085938975214958191,0.32017627358436584,0.0091096730902791023,0.026570454239845276,0.035793766379356384,0.030552802607417107,-0.023927729576826096,-0.030240664258599281
170,0.009456876665353775,0.0098159452900290489,0.0089804930612444878,0.0089339083060622215,0.0097788944840431213,0.0096133099868893623,294.66299438476562,292.345703125,296.83999633789062,297.14730834960938,292.52984619140625,293.4630126953125,-9.6951074600219727,-3.1640052795410156,-10.501804351806641,-10.231160163879395,-3.6656301021575928,-6.6607398986816406,1.7322107553482056,-0.10754555463790894,5.0060186386108398,5.4852781295776367,-0.0817713662981987,0.55517476797103882,-0.016214143484830856,0.018295621499419212,-0.010687731206417084,-0.045904591679573059,0.078549124300479889,0.11311370134353638
180,0.0094491317868232727,0.0098339198157191277,0.0090026911348104477,0.0089227724820375443,0.0097872102633118629,0.0096245100721716881,294.71109008789062,292.2674560546875,296.7618408203125,297.23538208007812,292.55667114257812,293.45025634765625,-9.814570426940918,-2.9843769073486328,-10.436398506164551,-10.170772552490234,-3.6128301620483398,-6.2471051216125488,1.5612798929214478,-0.031430758535861969,5.0537724494934082,5.4478969573974609,0.13229060173034668,0.46361058950424194,-0.20013847947120667,-0.11639396101236343,-0.085419468581676483,-0.032361268997192383,-0.24584867060184479,-0.17812030017375946
190,0.0095159523189067841,0.0098275970667600632,0.0090283341705799103,0.0089421728625893593,0.0097823608666658401,0.0096005527302622795,294.5970458984375,292.25576782226562,296.77252197265625,297.1470947265625,292.5596923828125,293.52828979492188,-9.6163196563720703,-2.9885833263397217,-10.498469352722168,-10.239523887634277,-3.5850193500518799,-6.634246826171875,1.4288202524185181,0.040091432631015778,4.9941034317016602,5.4666600227355957,0.10305086523294449,0.36551737785339355,0.027109183371067047,0.061458416283130646,0.030692616477608681,-0.015571634285151958,0.19876040518283844,0.053915664553642273
200,0.0095048639923334122,0.0098276985809206963,0.0089777819812297821,0.008937678299844265,0.0097944876179099083,0.0096409907564520836,294.65948486328125,292.2650146484375,296.88140869140625,297.1802978515625,292.49899291992188,293.33963012695312,-9.4837579727172852,-3.0815615653991699,-10.454237937927246,-10.19816780090332,-3.5836107730865479,-5.9125723838806152,1.64256751537323,0.01576339453458786,5.1458382606506348,5.4212894439697266,0.039830993860960007,0.35542687773704529,0.0018088632496073842,-0.012800814583897591,0.088496923446655273,0.017328899353742599,-0.041747719049453735,0.084093637764453888
210,0.0094719529151916504,0.0098303128033876419,0.0089892782270908356,0.0089165708050131798,0.0097722802311182022,0.009641868993639946,294.69595336914062,292.28826904296875,296.85488891601562,297.19491577148438,292.62890625,293.37149047851562,-9.5456962585449219,-2.9508953094482422,-10.395353317260742,-10.081090927124023,-3.5185542106628418,-5.9189481735229492,1.5990405082702637,0.15740211308002472,5.0604333877563477,5.4718732833862305,0.27293717861175537,0.026474457234144211,0.0055853663943707943,0.0007687751785852015,-0.0089406911283731461,-0.0018079187721014023,-0.032134417444467545,-0.048237413167953491
220,0.0095166526734828949,0.009821736253798008,0.0090163126587867737,0.0089418338611721992,0.0097845615819096565,0.0096072833985090256,294.5145263671875,292.30166625976562,296.74673461914062,297.09829711914062,292.54473876953125,293.4759521484375,-9.6881465911865234,-3.0447454452514648,-10.470251083374023,-10.156423568725586,-3.6952977180480957,-5.9224162101745605,1.4980133771896362,0.010535173118114471,4.970921516418457,5.440180778503418,-0.015612373128533363,0.097002699971199036,-0.014827373437583447,0.079249374568462372,0.079519607126712799,0.031924616545438766,0.021313618868589401,0.21453873813152313
230,0.0095472689718008041,0.0098314899951219559,0.0089848125353455544,0.0089838029816746712,0.0098071480169892311,0.0096106920391321182,294.52505493164062,292.26193237304688,296.88507080078125,297.060791015625,292.46368408203125,293.44735717773438,-9.4213485717773438,-2.9709081649780273,-10.452450752258301,-10.227418899536133,-3.3488559722900391,-6.0791850090026855,1.4646700620651245,-0.058487918227910995,5.1391334533691406,5.3070545196533203,-0.045487910509109497,0.46214252710342407,0.058040257543325424,0.008367486298084259,0.031197646632790565,0.0014657761203125119,0.015512214042246342,-0.037347067147493362
240,0.0094275642186403275,0.00984906405210495,0.0089963506907224655,0.0089485934004187584,0.0098293144255876541,0.0096445735543966293,294.80267333984375,292.22457885742188,296.84622192382812,297.17153930664062,292.39163208007812,293.24447631835938,-9.8769435882568359,-2.8348984718322754,-10.378277778625488,-10.111773490905762,-3.2316646575927734,-5.8996620178222656,1.6583304405212402,-0.16349966824054718,5.0342979431152344,5.4760565757751465,-0.20404693484306335,0.62881195545196533,-0.0074312700890004635,-0.057216830551624298,-0.031833913177251816,0.00082903011934831738,-0.10162421315908432,0.074051074683666229
250,0.0094906473532319069,0.009838801808655262,0.0089743565768003464,0.008947727270424366,0.0097831524908542633,0.0096043935045599937,294.73922729492188,292.26416015625,296.84829711914062,297.13998413085938,292.57168579101562,293.51455688476562,-9.7877054214477539,-2.732938289642334,-10.502692222595215,-10.349148750305176,-3.4402098655700684,-6.5830707550048828,1.7524940967559814,-0.067144766449928284,5.0647001266479492,5.4548134803771973,0.10792320966720581,0.076581664383411407,-0.09343622624874115,-0.037415053695440292,-0.06787920743227005,-0.078011855483055115,-0.097170405089855194,-0.034306112676858902
