time_s,stable_fraction,neutral_fraction,upward_fraction,mean_inverse_length,median_stable_L,mean_zeta,max_zeta,mean_phi_m,mean_phi_h,mean_inverse_phi_m,mean_inverse_phi_h
16200,1,0,0,0.005652055425,177.5679895,0.0176626732,0.02042385167,1.169561672,1.275537709,0.8550512746,0.7840442801
16800,1,0,0,0.005705856941,175.6342272,0.01783080294,0.02192483516,1.171175717,1.278160533,0.8538740086,0.7824375899
17400,1,0,0,0.005680791711,176.8091156,0.0177524741,0.02061037667,1.17042376,1.276938602,0.8544351295,0.7832118883
18000,1,0,0,0.005716048722,175.0829753,0.01786265226,0.02072105999,1.17148147,1.278657382,0.8536478816,0.7821269383
18600,1,0,0,0.005676849341,176.5071544,0.01774015419,0.02090176131,1.170305489,1.276746412,0.8545127211,0.7833119707
19200,1,0,0,0.005697177512,175.8922029,0.01780367973,0.0208227837,1.170915334,1.277737411,0.8540620724,0.7826930572
19800,1,0,0,0.005627597463,178.3481569,0.01758624207,0.019958544,1.168827933,1.274345384,0.8555876807,0.7847771975
20400,1,0,0,0.00558822959,179.7800261,0.01746321747,0.02091274655,1.167646896,1.272426199,0.8564610165,0.7859770561
21000,1,0,0,0.005621817789,178.2039846,0.01756818059,0.02061752748,1.168654543,1.274063624,0.855714106,0.7849496891
21600,1,0,0,0.00568921623,176.5708147,0.01777880072,0.02132506197,1.170676496,1.277349298,0.8542463294,0.7829511687
22200,1,0,0,0.005684930138,176.0590172,0.01776540668,0.02116736287,1.170547913,1.277140351,0.8543353518,0.783069526
22800,1,0,0,0.005667871595,177.1807119,0.01771209873,0.02093491639,1.170036157,1.276308747,0.8547058922,0.7835733919
23400,1,0,0,0.005794089035,172.947311,0.01810652823,0.02098352124,1.17382268,1.282461848,0.851953834,0.7798239257
24000,1,0,0,0.005853997692,170.9017108,0.01829374279,0.02132820227,1.175619939,1.285382394,0.8506481135,0.7780454184
24600,1,0,0,0.005849141655,171.8061208,0.01827856767,0.02137693664,1.175474259,1.285145663,0.8507646338,0.7782111051
25200,1,0,0,0.005882807606,170.0901499,0.01838377377,0.02140408615,1.176484237,1.286786878,0.8500269468,0.7772037313
25800,1,0,0,0.00585570801,170.933733,0.01829908753,0.02114451199,1.175671249,1.285465772,0.8506030532,0.7779789154
26400,1,0,0,0.005942196149,168.547948,0.01856936297,0.02167630446,1.178265893,1.289682069,0.8487392902,0.775454249
27000,1,0,0,0.005911294111,169.393828,0.0184727941,0.02262320777,1.177338832,1.288175595,0.8494122841,0.7763704872
27600,1,0,0,0.006008143241,166.577907,0.01877544763,0.02168163919,1.180244306,1.29289699,0.8473174744,0.7735276545
28200,1,0,0,0.006029939515,166.5317199,0.01884356098,0.02210700477,1.180898194,1.293959558,0.8468414428,0.7728786
28800,1,0,0,0.006109514988,163.5703196,0.01909223434,0.02163014433,1.183285458,1.297838863,0.845143269,0.7705890528
29400,1,0,0,0.006153110619,162.8824789,0.01922847068,0.0226641263,1.184593328,1.29996415,0.8442049749,0.7693186767
30000,1,0,0,0.006148403181,163.1593272,0.01921375994,0.02209352824,1.184452104,1.299734662,0.844309108,0.76946151
30600,1,0,0,0.006185845323,161.9537684,0.01933076663,0.02211242827,1.185575369,1.301559967,0.8435095565,0.7683831019
31200,1,0,0,0.00621031432,161.0580162,0.01940723225,0.02217632864,1.186309439,1.30275283,0.842987671,0.767679671
31800,1,0,0,0.006225622103,161.0309273,0.01945506907,0.02247773518,1.186768672,1.303499085,0.842669971,0.7672570308
32400,1,0,0,0.006356886757,157.5860212,0.01986527111,0.02319789492,1.190706611,1.309898236,0.8398686684,0.7634799629
