time_s,stable_fraction,neutral_fraction,upward_fraction,mean_inverse_length,median_stable_L,mean_zeta,max_zeta,mean_phi_m,mean_phi_h,mean_inverse_phi_m,mean_inverse_phi_h
0,0,1,0,0,NaN,0,0,1,1,1,1
600,1,0,0,9.831059593e-05,9943.697927,0.0003072206123,0.0005670941846,1.002949318,1.004792642,0.9970600364,0.9952320074
1200,1,0,0,0.0003314083695,3024.751598,0.001035651155,0.001333337877,1.009942252,1.016156159,0.9901559859,0.984101652
1800,1,0,0,0.0007352632865,1374.171756,0.00229769777,0.002727408355,1.0220579,1.035844086,0.9784205437,0.9654023232
2400,1,0,0,0.0012774223,786.5771188,0.003991944687,0.00462887001,1.038322671,1.062274339,0.9630948783,0.9413841133
3000,1,0,0,0.001924656266,519.6418613,0.006014550831,0.006946163921,1.05773969,1.093826995,0.9454172398,0.9142334079
3600,1,0,0,0.00255723299,391.732109,0.007991353094,0.009617021715,1.076716993,1.124665111,0.9287585689,0.8891753606
4200,1,0,0,0.003221203741,311.6486252,0.01006626169,0.01193241405,1.096636116,1.157033686,0.9118989977,0.864322846
4800,1,0,0,0.003889391065,257.8294173,0.01215434708,0.01475563331,1.116681736,1.189607819,0.8955385258,0.8406747712
5400,1,0,0,0.004401036979,226.6361923,0.01375324056,0.01582267869,1.132031114,1.214550558,0.8833928581,0.8234031256
6000,1,0,0,0.004765595942,210.4851667,0.01489248732,0.01738981082,1.142967883,1.232322808,0.8749414957,0.8115310246
6600,1,0,0,0.005172100977,193.1629464,0.01616281555,0.01888947008,1.155163037,1.252139929,0.8657118687,0.7987016379
7200,1,0,0,0.005434874635,184.4017473,0.01698398323,0.01997434301,1.163046248,1.264950145,0.8598364878,0.7905971939
7800,1,0,0,0.005578195398,179.9611992,0.01743186062,0.02076095407,1.16734587,1.271937033,0.8566861217,0.7862880228
8400,1,0,0,0.005809954485,172.4329416,0.01815610776,0.02177331626,1.174298644,1.283235288,0.8516139116,0.7793648095
9000,1,0,0,0.005860425489,171.0639312,0.01831382965,0.02131930669,1.175812774,1.285695749,0.8505122874,0.777863159
9600,1,0,0,0.005893529227,170.400677,0.01841727884,0.02243626222,1.176805885,1.287309557,0.8498096556,0.7769183615
10200,1,0,0,0.005833126579,171.4271201,0.01822852056,0.02123313316,1.174993806,1.284364927,0.8511098719,0.7786789235
10800,1,0,0,0.005886321344,170.5853049,0.0183947542,0.0214639178,1.176589649,1.286958173,0.8499534793,0.7771056238
11400,1,0,0,0.005882771122,170.2175344,0.01838365976,0.02226897486,1.176483143,1.286785099,0.8500276141,0.7772045179
12000,1,0,0,0.005881175119,170.8955159,0.01837867225,0.02176407725,1.176435263,1.286707294,0.8500583002,0.77724358
12600,1,0,0,0.005896567368,169.9852551,0.01842677302,0.02230541722,1.17689703,1.287457666,0.849733565,0.7768083981
13200,1,0,0,0.005772239153,173.444948,0.01803824735,0.02202586038,1.173167183,1.281396665,0.8524399103,0.7804925947
13800,1,0,0,0.005823350072,171.9609749,0.01819796898,0.02111772192,1.174700511,1.283888323,0.8513173338,0.778957746
14400,1,0,0,0.005830852785,172.0994942,0.01822141495,0.02128417254,1.174925593,1.28425408,0.8511566815,0.778740828
15000,1,0,0,0.005751025868,174.1153241,0.01797195584,0.02070400369,1.172530785,1.280362518,0.8528848702,0.7810871987
15600,1,0,0,0.00573209918,174.6961817,0.01791280994,0.02080546401,1.171962984,1.279439841,0.8532989707,0.7816522958
