time_s,q_z100p0m,q_z10p0m,q_z180p0m,q_z200p0m,q_z25p0m,q_z50p0m,theta_z100p0m,theta_z10p0m,theta_z180p0m,theta_z200p0m,theta_z25p0m,theta_z50p0m,u_z100p0m,u_z10p0m,u_z180p0m,u_z200p0m,u_z25p0m,u_z50p0m,v_z100p0m,v_z10p0m,v_z180p0m,v_z200p0m,v_z25p0m,v_z50p0m,w_z100p0m,w_z10p0m,w_z180p0m,w_z200p0m,w_z25p0m,w_z50p0m
240,0.0094285532832145691,0.0098146041855216026,0.0089964671060442924,0.0089488904923200607,0.0097696529701352119,0.0096273301169276237,294.79653930664062,292.35244750976562,296.84591674804688,297.170166015625,292.62005615234375,293.4437255859375,-9.8777055740356445,-3.1490862369537354,-10.382977485656738,-10.115572929382324,-3.7952897548675537,-6.448430061340332,1.6609896421432495,-0.0025173963513225317,5.0348372459411621,5.4758124351501465,0.038302011787891388,0.31412506103515625,-0.031294140964746475,-0.035471078008413315,-0.029092038050293922,0.001770561677403748,-0.077058032155036926,-0.12529098987579346
250,0.0094984099268913269,0.009810171090066433,0.0089744338765740395,0.0089471116662025452,0.0097613781690597534,0.0096109528094530106,294.71124267578125,292.35391235351562,296.84884643554688,297.14193725585938,292.65011596679688,293.42208862304688,-9.8249931335449219,-3.1047766208648682,-10.50871753692627,-10.353370666503906,-3.7272658348083496,-6.0459909439086914,1.7036263942718506,-0.0040033250115811825,5.0638113021850586,5.4546637535095215,0.032835319638252258,0.24223685264587402,-0.073645122349262238,0.011123174801468849,-0.058615382760763168,-0.071907192468643188,0.037778634577989578,-0.048764903098344803
260,0.0094707701355218887,0.0098149580880999565,0.0089756352826952934,0.0089118927717208862,0.0097753982990980148,0.0097583625465631485,294.76150512695312,292.318603515625,296.83718872070312,297.20654296875,292.58224487304688,292.81192016601562,-9.5910835266113281,-3.3683805465698242,-10.422883033752441,-10.067817687988281,-4.0167288780212402,-5.3173260688781738,2.0419740676879883,0.0039375536143779755,5.1078348159790039,5.5234193801879883,0.048955302685499191,0.14129346609115601,0.099938467144966125,0.035036575049161911,-0.015899576246738434,-0.017372606322169304,0.095916219055652618,0.39819177985191345
270,0.0095042362809181213,0.0098153278231620789,0.0089780353009700775,0.0089403195306658745,0.0097673367708921432,0.0095895230770111084,294.58230590820312,292.33404541015625,296.86849975585938,297.14700317382812,292.64248657226562,293.68093872070312,-9.4699077606201172,-3.2866647243499756,-10.399092674255371,-10.189566612243652,-3.997063159942627,-6.4768285751342773,1.8073431253433228,-0.14635033905506134,5.1510324478149414,5.4874300956726074,-0.22496750950813293,0.69224613904953003,0.10513905435800552,-0.10903699696063995,0.0068091768771409988,0.00079818739322945476,-0.20132939517498016,-0.18304513394832611
280,0.0095079513266682625,0.0098069971427321434,0.0089824562892317772,0.0089286370202898979,0.0097328647971153259,0.0096589820459485054,294.64767456054688,292.37850952148438,296.85842895507812,297.2154541015625,292.8487548828125,293.20672607421875,-9.3621559143066406,-3.1305642127990723,-10.356736183166504,-10.109594345092773,-4.042788028717041,-6.1781520843505859,1.6071351766586304,0.058315455913543701,5.1084880828857422,5.5083417892456055,0.26734989881515503,0.48685163259506226,-0.092044055461883545,-0.021080771461129189,0.0037044312339276075,-0.032761599868535995,-0.073764152824878693,-0.0094516165554523468
290,0.0095152212306857109,0.0098068034276366234,0.0089589348062872887,0.0089265275746583939,0.0097493631765246391,0.0096179172396659851,294.6300048828125,292.37289428710938,296.9075927734375,297.203125,292.74240112304688,293.48526000976562,-9.5514736175537109,-3.1070411205291748,-10.445281028747559,-10.091921806335449,-3.9085597991943359,-5.5856733322143555,1.7674616575241089,0.035696037113666534,5.1196079254150391,5.5547127723693848,0.099806465208530426,-0.071567811071872711,-0.17968587577342987,0.081089548766613007,-0.015799418091773987,0.011387985199689865,0.14309781789779663,-0.1598733514547348
300,0.009554985910654068,0.0098129883408546448,0.0089912144467234612,0.0089525291696190834,0.0097736744210124016,0.0096969231963157654,294.39889526367188,292.347900390625,296.83004760742188,297.12451171875,292.60220336914062,293.06417846679688,-9.53948974609375,-3.0921790599822998,-10.40280818939209,-10.192299842834473,-3.7101242542266846,-4.5561256408691406,1.2960250377655029,0.043346155434846878,5.0715169906616211,5.4405455589294434,0.092876635491847992,0.64082646369934082,0.12498971819877625,0.10405293107032776,0.0073037147521972656,0.0034640352241694927,0.20205755531787872,0.55001449584960938
310,0.009470977820456028,0.0098181860521435738,0.0089994510635733604,0.0089409705251455307,0.0097872624173760414,0.0097279073670506477,294.6953125,292.30422973632812,296.83688354492188,297.18417358398438,292.52093505859375,292.81961059570312,-9.6382322311401367,-3.4119725227355957,-10.367193222045898,-10.059780120849609,-4.0618109703063965,-5.0963706970214844,1.5320782661437988,-0.00044018327025696635,5.1351175308227539,5.5604562759399414,0.031258322298526764,0.10260424017906189,0.21127888560295105,0.053324807435274124,0.019421620294451714,-0.015681033954024315,0.11437316983938217,0.30428171157836914
320,0.0094921812415122986,0.0098218945786356926,0.0089751258492469788,0.0089533021673560143,0.0097763901576399803,0.0095717553049325943,294.66595458984375,292.2945556640625,296.84371948242188,297.11117553710938,292.6021728515625,293.86300659179688,-9.541590690612793,-3.3834176063537598,-10.374648094177246,-10.130781173706055,-4.1263599395751953,-6.4744067192077637,1.603232741355896,-0.0030263892840594053,5.1606454849243164,5.4601855278015137,0.046335350722074509,0.26389554142951965,-0.05902857705950737,-0.13385261595249176,0.025707438588142395,0.0045659029856324196,-0.27304747700691223,-0.22627554833889008
330,0.00954427570104599,0.0098115811124444008,0.0089820753782987595,0.0089522711932659149,0.0097385533154010773,0.0096298772841691971,294.5050048828125,292.35125732421875,296.7723388671875,297.11514282226562,292.84039306640625,293.58285522460938,-9.5079374313354492,-3.0737390518188477,-10.354955673217773,-10.185628890991211,-3.927032470703125,-6.3097982406616211,1.5976574420928955,-0.088314816355705261,5.1871757507324219,5.5452189445495605,-0.088061526417732239,0.25657615065574646,-0.14469721913337708,-0.063239619135856628,-0.036060087382793427,-0.042026441544294357,-0.11341831088066101,-0.068525157868862152
340,0.0095405662432312965,0.0098050907254219055,0.0090000741183757782,0.0089273825287818909,0.0097389556467533112,0.0096405111253261566,294.46875,292.390869140625,296.79693603515625,297.1563720703125,292.82901000976562,293.35504150390625,-9.4853105545043945,-3.0268504619598389,-10.348801612854004,-10.082784652709961,-3.8500583171844482,-6.3231463432312012,1.6494622230529785,-0.10014072060585022,5.1042618751525879,5.5141024589538574,-0.088084772229194641,0.4995848536491394,0.037603598088026047,0.029539445415139198,-0.019486298784613609,-0.031128227710723877,0.061004363000392914,0.2176385223865509
350,0.0095221875235438347,0.0098047154024243355,0.0089976424351334572,0.0089461905881762505,0.0097513888031244278,0.0096142338588833809,294.52197265625,292.3927001953125,296.81219482421875,297.1475830078125,292.74160766601562,293.39422607421875,-9.4799985885620117,-3.2234351634979248,-10.43678092956543,-10.085301399230957,-4.0863595008850098,-5.5973429679870605,1.5443547964096069,0.010895382612943649,5.1028523445129395,5.5396599769592285,0.10900259017944336,0.81672531366348267,0.018405057489871979,0.0215461365878582,-0.016101539134979248,-0.031420931220054626,-0.0047249747440218925,0.2327495664358139
360,0.0094346972182393074,0.0098075754940509796,0.0089965267106890678,0.0089415591210126877,0.0097657246515154839,0.0096198460087180138,294.83050537109375,292.37429809570312,296.82192993164062,297.1319580078125,292.657958984375,293.5283203125,-9.7049102783203125,-3.3277208805084229,-10.319551467895508,-10.056777954101562,-4.146263599395752,-5.9756932258605957,1.7716838121414185,0.0089692259207367897,5.1506991386413574,5.5415940284729004,0.060317385941743851,-0.22232918441295624,0.011431506834924221,-0.0033020924311131239,-0.061541635543107986,-0.02796655148267746,-0.056691359728574753,-0.24598869681358337
370,0.0095576886087656021,0.0098133990541100502,0.0090010128915309906,0.0089382976293563843,0.0097707966342568398,0.0096485670655965805,294.52899169921875,292.35140991210938,296.75820922851562,297.18807983398438,292.6231689453125,293.31878662109375,-9.7319231033325195,-3.2181079387664795,-10.488555908203125,-10.14639949798584,-3.9120407104492188,-5.675694465637207,1.4205204248428345,-0.012203788384795189,5.1240968704223633,5.5554966926574707,0.067771129310131073,0.73458981513977051,-0.066047549247741699,0.0028655643109232187,0.031287413090467453,0.0066659753210842609,0.0053658466786146164,-0.11836931854486465
380,0.0095196347683668137,0.0098163420334458351,0.0090021025389432907,0.0089344056323170662,0.0097766518592834473,0.0097026191651821136,294.59146118164062,292.33529663085938,296.74713134765625,297.17999267578125,292.58758544921875,293.02151489257812,-9.7561073303222656,-3.0973241329193115,-10.44572639465332,-10.129555702209473,-3.6606626510620117,-5.4388880729675293,1.466832160949707,-0.019535718485713005,5.0972118377685547,5.516632080078125,0.011160014197230339,1.3170565366744995,0.018644152209162712,0.0025347818154841661,0.025561625137925148,0.040576092898845673,-0.031848311424255371,0.0043514366261661053
390,0.009501446969807148,0.0098189031705260277,0.0090166972950100899,0.0089330980554223061,0.0097840549424290657,0.0096616232767701149,294.57119750976562,292.30734252929688,296.759765625,297.16943359375,292.55227661132812,293.109130859375,-9.573760986328125,-3.268399715423584,-10.376235008239746,-9.9748735427856445,-3.8557860851287842,-5.709437370300293,1.6448615789413452,-0.0058224648237228394,5.080528736114502,5.6447653770446777,0.072739757597446442,0.048010602593421936,0.13859452307224274,0.019925018772482872,0.058086290955543518,0.063969917595386505,0.059799805283546448,0.052156057208776474
400,0.0095707792788743973,0.0098219225183129311,0.0089718755334615707,0.008924250490963459,0.0097821447998285294,0.0097374441102147102,294.443603515625,292.28469848632812,296.88916015625,297.19265747070312,292.53466796875,292.84185791015625,-9.2917451858520508,-3.3769748210906982,-10.311479568481445,-10.000353813171387,-4.0628542900085449,-5.072394847869873,1.6143984794616699,-0.04046114906668663,5.2180290222167969,5.5869603157043457,-0.0067491382360458374,-0.071399293839931488,0.097833991050720215,0.015627926215529442,0.043570209294557571,0.041938021779060364,0.055415574461221695,0.11138695478439331
410,0.0094437366351485252,0.0098247574642300606,0.0089756455272436142,0.0089175831526517868,0.0097921648994088173,0.0096819223836064339,294.8367919921875,292.26019287109375,296.83761596679688,297.20587158203125,292.49008178710938,293.07296752929688,-9.633021354675293,-3.3544514179229736,-10.350762367248535,-9.9885168075561523,-3.9751400947570801,-5.2039194107055664,2.0535645484924316,0.076961874961853027,5.2491827011108398,5.6450719833374023,0.11192291975021362,0.27879202365875244,0.036204803735017776,0.002669450594112277,-0.042076606303453445,-0.051891684532165527,0.013250193558633327,0.0017142669530585408
420,0.0094548771157860756,0.0098256329074501991,0.0090140998363494873,0.0089483736082911491,0.0097879068925976753,0.0096420217305421829,294.741455078125,292.26495361328125,296.72805786132812,297.0718994140625,292.53964233398438,293.65841674804688,-9.8314781188964844,-3.2273218631744385,-10.441754341125488,-10.115373611450195,-3.8317215442657471,-6.6940698623657227,1.990669846534729,0.32418656349182129,5.0721950531005859,5.5443625450134277,0.49145421385765076,1.2468357086181641,-0.22449101507663727,-0.16371063888072968,-0.031364955008029938,-0.019721552729606628,-0.35243958234786987,-0.71518850326538086
430,0.0094895865768194199,0.0098201418295502663,0.0090144732967019081,0.0089358743280172348,0.0097569702193140984,0.0096527775749564171,294.67050170898438,292.30349731445312,296.73947143554688,297.11306762695312,292.73553466796875,293.22366333007812,-9.886713981628418,-2.8914909362792969,-10.433944702148438,-10.113052368164062,-3.7727022171020508,-5.9947066307067871,1.5215476751327515,0.59618830680847168,5.018679141998291,5.5702810287475586,1.0853363275527954,0.33365544676780701,0.00069856218760833144,0.041263476014137268,0.045741654932498932,0.026569543406367302,0.24461169540882111,0.040495023131370544
440,0.0094762388616800308,0.0098226703703403473,0.0089897420257329941,0.0089192027226090431,0.0097760064527392387,0.0097241438925266266,294.64498901367188,292.28158569335938,296.83609008789062,297.19949340820312,292.6197509765625,292.92855834960938,-9.6346950531005859,-3.0055148601531982,-10.286142349243164,-9.9613485336303711,-3.842686653137207,-5.0798516273498535,1.5995848178863525,0.22779317200183868,5.1693811416625977,5.5300564765930176,0.32690417766571045,-0.67376726865768433,0.023820128291845322,0.19320987164974213,0.0712423175573349,0.050511568784713745,0.36774012446403503,-0.013620398938655853
450,0.0094870515167713165,0.0098297819495201111,0.0089712236076593399,0.0089223310351371765,0.0097970850765705109,0.0097080841660499573,294.67803955078125,292.24005126953125,296.85238647460938,297.16421508789062,292.46481323242188,293.24151611328125,-9.5143918991088867,-3.2721664905548096,-10.354501724243164,-10.055861473083496,-3.9030570983886719,-6.1207594871520996,1.7501221895217896,-0.23033469915390015,5.1975460052490234,5.5936264991760254,-0.3314659595489502,-0.42950788140296936,0.11431519687175751,-0.065366953611373901,0.049587290734052658,0.036444839090108871,-0.14917546510696411,0.23045293986797333
460,0.009523298591375351,0.0098131094127893448,0.008983890525996685,0.0089314403012394905,0.0097434446215629578,0.0096090296283364296,294.59469604492188,292.3284912109375,296.93865966796875,297.19100952148438,292.81427001953125,293.58016967773438,-9.6345663070678711,-3.0998268127441406,-10.25346851348877,-9.9806461334228516,-4.1340999603271484,-6.6199436187744141,1.6040396690368652,-0.32922902703285217,5.3330283164978027,5.5763335227966309,-0.34420567750930786,0.49282559752464294,-0.056910239160060883,-0.076109394431114197,0.061358466744422913,0.070205889642238617,-0.058077514171600342,-0.099382549524307251
470,0.009528081864118576,0.0098075652495026588,0.008979208767414093,0.0089209023863077164,0.0097421873360872269,0.0096602374687790871,294.61087036132812,292.3719482421875,296.942626953125,297.24444580078125,292.81039428710938,293.3353271484375,-9.7107858657836914,-3.294227123260498,-10.122998237609863,-9.8988380432128906,-4.380098819732666,-6.5271849632263184,1.7812727689743042,-0.37125366926193237,5.283170223236084,5.6399979591369629,-0.41790056228637695,0.69632035493850708,-0.11486733704805374,-0.00033557286951690912,-0.038765102624893188,0.018924668431282043,-0.027301313355565071,-0.16396602988243103
