time_s,filtered_u,filtered_v,filtered_Δθ
0,8,0,0.00238043069839
600,3.73473191261,0.102629415691,0.0211322475225
1200,3.27094888687,0.113407343626,0.0470918677747
1800,2.98436260223,0.255831450224,0.0747363045812
2400,2.67652654648,0.34853041172,0.0988654717803
3000,2.53613328934,0.48036813736,0.122104309499
3600,2.27950191498,0.564575970173,0.134974002838
4200,2.30112433434,0.672184765339,0.158050432801
4800,2.02722930908,0.748040437698,0.163157328963
5400,2.05712032318,0.813687384129,0.183353751898
6000,1.99488937855,0.926526904106,0.193344935775
6600,1.79840135574,0.960433006287,0.188753217459
7200,1.8357489109,1.06072640419,0.206342726946
7800,1.79280602932,1.1190571785,0.210394382477
8400,1.76652789116,1.16366565228,0.219234913588
9000,1.81823074818,1.23711895943,0.230956912041
9600,1.77383518219,1.27849078178,0.232425257564
10200,1.68700456619,1.30186891556,0.228418514132
10800,1.71697306633,1.40288674831,0.240588277578
11400,1.77685856819,1.41120231152,0.254069119692
12000,1.77356362343,1.42716670036,0.251897454262
12600,1.8809568882,1.50686860085,0.273157656193
13200,1.90328168869,1.50402379036,0.273815155029
13800,1.84097194672,1.48065292835,0.271019160748
14400,1.90494167805,1.52140295506,0.282019197941
15000,1.95601797104,1.54947757721,0.289270997047
15600,1.99523222446,1.55392467976,0.293506860733
16200,1.96691262722,1.58760130405,0.298171401024
16800,1.97009992599,1.59952628613,0.301409542561
17400,1.96229076385,1.56953334808,0.300955176353
18000,1.98601531982,1.57781863213,0.304520845413
18600,2.07664871216,1.63502812386,0.317148417234
19200,2.12349033356,1.62141215801,0.320645332336
19800,2.13267374039,1.61822605133,0.329725444317
20400,2.09115314484,1.5642541647,0.32604598999
21000,2.05175304413,1.5402674675,0.322255432606
21600,2.00799942017,1.50384163857,0.312369287014
22200,2.09979534149,1.55147409439,0.329362362623
22800,2.1457669735,1.584836483,0.340068370104
23400,2.16243553162,1.5442866087,0.33584779501
24000,2.26236343384,1.53435993195,0.347473442554
24600,2.29160928726,1.57269287109,0.358351945877
25200,2.15601301193,1.48858046532,0.338755518198
25800,2.10877966881,1.48093736172,0.336193174124
26400,2.21611380577,1.49798452854,0.349254697561
27000,2.30608844757,1.51946616173,0.363046050072
27600,2.16348028183,1.46936249733,0.347345739603
28200,2.17898154259,1.46407723427,0.354983091354
28800,2.22111415863,1.51082181931,0.359061062336
29400,2.25995540619,1.45294225216,0.367102444172
30000,2.18990659714,1.41293430328,0.360315054655
30600,2.26948618889,1.42930305004,0.372526288033
31200,2.19084668159,1.41596269608,0.356672286987
31800,2.15814876556,1.42092514038,0.362540274858
32400,2.31094789505,1.44759297371,0.386441528797
