case,window,z_m,variable,value,location,units
factor1,penultimate_hour,231.25,theta_variance,0.012006418779492378,Center,K^2
factor1,penultimate_hour,243.75,theta_variance,0.006624411093071103,Center,K^2
factor1,penultimate_hour,256.25,theta_variance,0.0029912606114521623,Center,K^2
factor1,penultimate_hour,268.75,theta_variance,0.001352968451101333,Center,K^2
factor1,penultimate_hour,281.25,theta_variance,0.0010510167048778385,Center,K^2
factor1,penultimate_hour,293.75,theta_variance,0.0015033692470751703,Center,K^2
factor1,penultimate_hour,306.25,theta_variance,0.001851691515184939,Center,K^2
factor1,penultimate_hour,318.75,theta_variance,0.001615880522876978,Center,K^2
factor1,penultimate_hour,331.25,theta_variance,0.0014012665196787566,Center,K^2
factor1,penultimate_hour,343.75,theta_variance,0.0013146163255441934,Center,K^2
factor1,penultimate_hour,356.25,theta_variance,0.0010018439497798681,Center,K^2
factor1,penultimate_hour,368.75,theta_variance,0.0004109254732611589,Center,K^2
factor1,penultimate_hour,381.25,theta_variance,7.609428575960919e-5,Center,K^2
factor1,penultimate_hour,393.75,theta_variance,7.534484325333324e-6,Center,K^2
factor1,penultimate_hour,0.0,total_buoyancy_flux,0.0,Face,m^2 s^-3
factor1,penultimate_hour,12.5,total_buoyancy_flux,-0.00041441105713602155,Face,m^2 s^-3
factor1,penultimate_hour,25.0,total_buoyancy_flux,-0.00025042344350367785,Face,m^2 s^-3
factor1,penultimate_hour,37.5,total_buoyancy_flux,-0.00030754880572203547,Face,m^2 s^-3
factor1,penultimate_hour,50.0,total_buoyancy_flux,-0.0003030201041838154,Face,m^2 s^-3
factor1,penultimate_hour,62.5,total_buoyancy_flux,-0.00029664020985364914,Face,m^2 s^-3
factor1,penultimate_hour,75.0,total_buoyancy_flux,-0.0002870160969905555,Face,m^2 s^-3
factor1,penultimate_hour,87.5,total_buoyancy_flux,-0.0002666246145963669,Face,m^2 s^-3
factor1,penultimate_hour,100.0,total_buoyancy_flux,-0.00024294343893416226,Face,m^2 s^-3
factor1,penultimate_hour,112.5,total_buoyancy_flux,-0.00022101193462731317,Face,m^2 s^-3
factor1,penultimate_hour,125.0,total_buoyancy_flux,-0.00019734687521122396,Face,m^2 s^-3
factor1,penultimate_hour,137.5,total_buoyancy_flux,-0.00017037089128280059,Face,m^2 s^-3
factor1,penultimate_hour,150.0,total_buoyancy_flux,-0.00014604379975935444,Face,m^2 s^-3
factor1,penultimate_hour,162.5,total_buoyancy_flux,-0.00011987448669970036,Face,m^2 s^-3
factor1,penultimate_hour,175.0,total_buoyancy_flux,-8.84410910657607e-5,Face,m^2 s^-3
factor1,penultimate_hour,187.5,total_buoyancy_flux,-5.687899101758376e-5,Face,m^2 s^-3
factor1,penultimate_hour,200.0,total_buoyancy_flux,-2.6059599804284517e-5,Face,m^2 s^-3
factor1,penultimate_hour,212.5,total_buoyancy_flux,-6.814872449467657e-6,Face,m^2 s^-3
factor1,penultimate_hour,225.0,total_buoyancy_flux,-3.5007982148727024e-6,Face,m^2 s^-3
factor1,penultimate_hour,237.5,total_buoyancy_flux,-7.717039807175752e-8,Face,m^2 s^-3
factor1,penultimate_hour,250.0,total_buoyancy_flux,2.325363709587691e-6,Face,m^2 s^-3
factor1,penultimate_hour,262.5,total_buoyancy_flux,1.7389340882800752e-6,Face,m^2 s^-3
factor1,penultimate_hour,275.0,total_buoyancy_flux,4.6351431137736654e-7,Face,m^2 s^-3
factor1,penultimate_hour,287.5,total_buoyancy_flux,-4.510709459282225e-7,Face,m^2 s^-3
factor1,penultimate_hour,300.0,total_buoyancy_flux,-8.219828657729522e-7,Face,m^2 s^-3
factor1,penultimate_hour,312.5,total_buoyancy_flux,-4.935162394303916e-7,Face,m^2 s^-3
factor1,penultimate_hour,325.0,total_buoyancy_flux,-9.227869668393396e-8,Face,m^2 s^-3
factor1,penultimate_hour,337.5,total_buoyancy_flux,-2.9498096409952268e-8,Face,m^2 s^-3
factor1,penultimate_hour,350.0,total_buoyancy_flux,-1.9774829240759573e-7,Face,m^2 s^-3
factor1,penultimate_hour,362.5,total_buoyancy_flux,-2.511789034542744e-7,Face,m^2 s^-3
factor1,penultimate_hour,375.0,total_buoyancy_flux,-1.97949717062329e-7,Face,m^2 s^-3
factor1,penultimate_hour,387.5,total_buoyancy_flux,-9.22072702636001e-8,Face,m^2 s^-3
factor1,penultimate_hour,400.0,total_buoyancy_flux,0.0,Face,m^2 s^-3
factor1,penultimate_hour,0.0,total_stress_magnitude,0.0883442796766758,Face,m^2 s^-2
factor1,penultimate_hour,12.5,total_stress_magnitude,0.08036245405673981,Face,m^2 s^-2
factor1,penultimate_hour,25.0,total_stress_magnitude,0.04136651009321213,Face,m^2 s^-2
factor1,penultimate_hour,37.5,total_stress_magnitude,0.05543188937008381,Face,m^2 s^-2
factor1,penultimate_hour,50.0,total_stress_magnitude,0.05486190505325794,Face,m^2 s^-2
factor1,penultimate_hour,62.5,total_stress_magnitude,0.052167702466249466,Face,m^2 s^-2
factor1,penultimate_hour,75.0,total_stress_magnitude,0.04832887463271618,Face,m^2 s^-2
factor1,penultimate_hour,87.5,total_stress_magnitude,0.04345952346920967,Face,m^2 s^-2
factor1,penultimate_hour,100.0,total_stress_magnitude,0.03796212747693062,Face,m^2 s^-2
factor1,penultimate_hour,112.5,total_stress_magnitude,0.03274750895798206,Face,m^2 s^-2
factor1,penultimate_hour,125.0,total_stress_magnitude,0.027541503310203552,Face,m^2 s^-2
factor1,penultimate_hour,137.5,total_stress_magnitude,0.022821892984211445,Face,m^2 s^-2
factor1,penultimate_hour,150.0,total_stress_magnitude,0.01765545643866062,Face,m^2 s^-2
factor1,penultimate_hour,162.5,total_stress_magnitude,0.013065861072391272,Face,m^2 s^-2
factor1,penultimate_hour,175.0,total_stress_magnitude,0.009357905946671963,Face,m^2 s^-2
factor1,penultimate_hour,187.5,total_stress_magnitude,0.005985416704788804,Face,m^2 s^-2
factor1,penultimate_hour,200.0,total_stress_magnitude,0.00400111882481724,Face,m^2 s^-2
factor1,penultimate_hour,212.5,total_stress_magnitude,0.002878327388316393,Face,m^2 s^-2
factor1,penultimate_hour,225.0,total_stress_magnitude,0.0022983148810453713,Face,m^2 s^-2
factor1,penultimate_hour,237.5,total_stress_magnitude,0.0019458060269244015,Face,m^2 s^-2
factor1,penultimate_hour,250.0,total_stress_magnitude,0.0016567751299589872,Face,m^2 s^-2
factor1,penultimate_hour,262.5,total_stress_magnitude,0.0014338783803395927,Face,m^2 s^-2
factor1,penultimate_hour,275.0,total_stress_magnitude,0.0014811952714808285,Face,m^2 s^-2
factor1,penultimate_hour,287.5,total_stress_magnitude,0.001456286001484841,Face,m^2 s^-2
factor1,penultimate_hour,300.0,total_stress_magnitude,0.001287547842366621,Face,m^2 s^-2
factor1,penultimate_hour,312.5,total_stress_magnitude,0.0011593351373448968,Face,m^2 s^-2
factor1,penultimate_hour,325.0,total_stress_magnitude,0.0010602682013995945,Face,m^2 s^-2
factor1,penultimate_hour,337.5,total_stress_magnitude,0.000849889634991996,Face,m^2 s^-2
factor1,penultimate_hour,350.0,total_stress_magnitude,0.0006134595460025594,Face,m^2 s^-2
factor1,penultimate_hour,362.5,total_stress_magnitude,0.00037341575080063194,Face,m^2 s^-2
factor1,penultimate_hour,375.0,total_stress_magnitude,0.0001526793093944434,Face,m^2 s^-2
factor1,penultimate_hour,387.5,total_stress_magnitude,3.237047940274351e-5,Face,m^2 s^-2
factor1,penultimate_hour,400.0,total_stress_magnitude,0.0,Face,m^2 s^-2
factor1,penultimate_hour,6.25,total_tke_buoyancy_production,-0.00020720552856801078,Center,m^2 s^-3
factor1,penultimate_hour,18.75,total_tke_buoyancy_production,-0.0003324174467707053,Center,m^2 s^-3
factor1,penultimate_hour,31.25,total_tke_buoyancy_production,-0.00027898607368115336,Center,m^2 s^-3
factor1,penultimate_hour,43.75,total_tke_buoyancy_production,-0.0003052841639146209,Center,m^2 s^-3
factor1,penultimate_hour,56.25,total_tke_buoyancy_production,-0.0002998298587044701,Center,m^2 s^-3
factor1,penultimate_hour,68.75,total_tke_buoyancy_production,-0.00029182826983742416,Center,m^2 s^-3
factor1,penultimate_hour,81.25,total_tke_buoyancy_production,-0.0002768200938589871,Center,m^2 s^-3
factor1,penultimate_hour,93.75,total_tke_buoyancy_production,-0.00025478395400568843,Center,m^2 s^-3
factor1,penultimate_hour,106.25,total_tke_buoyancy_production,-0.00023197754489956424,Center,m^2 s^-3
factor1,penultimate_hour,118.75,total_tke_buoyancy_production,-0.00020917939400533214,Center,m^2 s^-3
factor1,penultimate_hour,131.25,total_tke_buoyancy_production,-0.00018385897419648245,Center,m^2 s^-3
factor1,penultimate_hour,143.75,total_tke_buoyancy_production,-0.00015820732369320467,Center,m^2 s^-3
factor1,penultimate_hour,156.25,total_tke_buoyancy_production,-0.00013295903409016319,Center,m^2 s^-3
factor1,penultimate_hour,168.75,total_tke_buoyancy_production,-0.00010415779979666695,Center,m^2 s^-3
factor1,penultimate_hour,181.25,total_tke_buoyancy_production,-7.266004649864044e-5,Center,m^2 s^-3
factor1,penultimate_hour,193.75,total_tke_buoyancy_production,-4.146928040427156e-5,Center,m^2 s^-3
factor1,penultimate_hour,206.25,total_tke_buoyancy_production,-1.643722498556599e-5,Center,m^2 s^-3
factor1,penultimate_hour,218.75,total_tke_buoyancy_production,-5.15784057597557e-6,Center,m^2 s^-3
factor1,penultimate_hour,231.25,total_tke_buoyancy_production,-1.7889844912133412e-6,Center,m^2 s^-3
factor1,penultimate_hour,243.75,total_tke_buoyancy_production,1.1240961157454876e-6,Center,m^2 s^-3
factor1,penultimate_hour,256.25,total_tke_buoyancy_production,2.032152110587049e-6,Center,m^2 s^-3
factor1,penultimate_hour,268.75,total_tke_buoyancy_production,1.1012219829353853e-6,Center,m^2 s^-3
factor1,penultimate_hour,281.25,total_tke_buoyancy_production,6.224013304745313e-9,Center,m^2 s^-3
factor1,penultimate_hour,293.75,total_tke_buoyancy_production,-6.365256126628083e-7,Center,m^2 s^-3
factor1,penultimate_hour,306.25,total_tke_buoyancy_production,-6.57750746313468e-7,Center,m^2 s^-3
factor1,penultimate_hour,318.75,total_tke_buoyancy_production,-2.9289651592989685e-7,Center,m^2 s^-3
factor1,penultimate_hour,331.25,total_tke_buoyancy_production,-6.088555437600007e-8,Center,m^2 s^-3
factor1,penultimate_hour,343.75,total_tke_buoyancy_production,-1.1362382679180882e-7,Center,m^2 s^-3
factor1,penultimate_hour,356.25,total_tke_buoyancy_production,-2.2446397451858502e-7,Center,m^2 s^-3
factor1,penultimate_hour,368.75,total_tke_buoyancy_production,-2.2456490711419974e-7,Center,m^2 s^-3
factor1,penultimate_hour,381.25,total_tke_buoyancy_production,-1.4507896750615146e-7,Center,m^2 s^-3
factor1,penultimate_hour,393.75,total_tke_buoyancy_production,-4.610363513180005e-8,Center,m^2 s^-3
factor1,penultimate_hour,6.25,total_tke_shear_production,0.013473032508045435,Center,m^2 s^-3
factor1,penultimate_hour,18.75,total_tke_shear_production,0.003683972987346351,Center,m^2 s^-3
factor1,penultimate_hour,31.25,total_tke_shear_production,0.0029394576558843255,Center,m^2 s^-3
factor1,penultimate_hour,43.75,total_tke_shear_production,0.002576763043180108,Center,m^2 s^-3
factor1,penultimate_hour,56.25,total_tke_shear_production,0.0021619111066684127,Center,m^2 s^-3
factor1,penultimate_hour,68.75,total_tke_shear_production,0.0018251003348268569,Center,m^2 s^-3
factor1,penultimate_hour,81.25,total_tke_shear_production,0.0015463834279216826,Center,m^2 s^-3
factor1,penultimate_hour,93.75,total_tke_shear_production,0.0013324625906534493,Center,m^2 s^-3
factor1,penultimate_hour,106.25,total_tke_shear_production,0.0011569348280318081,Center,m^2 s^-3
factor1,penultimate_hour,118.75,total_tke_shear_production,0.0009990280086640269,Center,m^2 s^-3
factor1,penultimate_hour,131.25,total_tke_shear_production,0.0008433125622104853,Center,m^2 s^-3
factor1,penultimate_hour,143.75,total_tke_shear_production,0.0006917274149600416,Center,m^2 s^-3
factor1,penultimate_hour,156.25,total_tke_shear_production,0.0005414181505329907,Center,m^2 s^-3
factor1,penultimate_hour,168.75,total_tke_shear_production,0.000361453669029288,Center,m^2 s^-3
factor1,penultimate_hour,181.25,total_tke_shear_production,0.0001847139974415768,Center,m^2 s^-3
factor1,penultimate_hour,193.75,total_tke_shear_production,4.778819720741012e-5,Center,m^2 s^-3
factor1,penultimate_hour,206.25,total_tke_shear_production,-2.6537073608778883e-5,Center,m^2 s^-3
factor1,penultimate_hour,218.75,total_tke_shear_production,-4.1649405829957686e-5,Center,m^2 s^-3
factor1,penultimate_hour,231.25,total_tke_shear_production,-2.9870881007809658e-5,Center,m^2 s^-3
factor1,penultimate_hour,243.75,total_tke_shear_production,-1.3297777513798792e-5,Center,m^2 s^-3
factor1,penultimate_hour,256.25,total_tke_shear_production,-3.7385747191365226e-6,Center,m^2 s^-3
factor1,penultimate_hour,268.75,total_tke_shear_production,-3.9036019217064677e-7,Center,m^2 s^-3
factor1,penultimate_hour,281.25,total_tke_shear_production,2.4836903378400166e-7,Center,m^2 s^-3
factor1,penultimate_hour,293.75,total_tke_shear_production,8.086133007623175e-8,Center,m^2 s^-3
factor1,penultimate_hour,306.25,total_tke_shear_production,-1.792852888371499e-7,Center,m^2 s^-3
factor1,penultimate_hour,318.75,total_tke_shear_production,-3.765695257840207e-7,Center,m^2 s^-3
factor1,penultimate_hour,331.25,total_tke_shear_production,-3.0442586052004117e-7,Center,m^2 s^-3
factor1,penultimate_hour,343.75,total_tke_shear_production,1.288708038060804e-7,Center,m^2 s^-3
factor1,penultimate_hour,356.25,total_tke_shear_production,4.261675643491003e-7,Center,m^2 s^-3
factor1,penultimate_hour,368.75,total_tke_shear_production,2.9806949530808424e-7,Center,m^2 s^-3
factor1,penultimate_hour,381.25,total_tke_shear_production,9.749699048100524e-8,Center,m^2 s^-3
factor1,penultimate_hour,393.75,total_tke_shear_production,1.6451627615765574e-8,Center,m^2 s^-3
factor1,penultimate_hour,0.0,total_u_w_flux,-0.07126164436340332,Face,m^2 s^-2
factor1,penultimate_hour,12.5,total_u_w_flux,-0.06828496232628822,Face,m^2 s^-2
factor1,penultimate_hour,25.0,total_u_w_flux,-0.03701583296060562,Face,m^2 s^-2
factor1,penultimate_hour,37.5,total_u_w_flux,-0.05062367953360081,Face,m^2 s^-2
factor1,penultimate_hour,50.0,total_u_w_flux,-0.050918422639369965,Face,m^2 s^-2
factor1,penultimate_hour,62.5,total_u_w_flux,-0.049539605155587196,Face,m^2 s^-2
factor1,penultimate_hour,75.0,total_u_w_flux,-0.04638681747019291,Face,m^2 s^-2
factor1,penultimate_hour,87.5,total_u_w_flux,-0.042005909606814384,Face,m^2 s^-2
factor1,penultimate_hour,100.0,total_u_w_flux,-0.03663531132042408,Face,m^2 s^-2
factor1,penultimate_hour,112.5,total_u_w_flux,-0.03168006055057049,Face,m^2 s^-2
factor1,penultimate_hour,125.0,total_u_w_flux,-0.02631150558590889,Face,m^2 s^-2
factor1,penultimate_hour,137.5,total_u_w_flux,-0.0213988209143281,Face,m^2 s^-2
factor1,penultimate_hour,150.0,total_u_w_flux,-0.01598860789090395,Face,m^2 s^-2
factor1,penultimate_hour,162.5,total_u_w_flux,-0.011217562481760979,Face,m^2 s^-2
factor1,penultimate_hour,175.0,total_u_w_flux,-0.007238702615723014,Face,m^2 s^-2
factor1,penultimate_hour,187.5,total_u_w_flux,-0.003724646521732211,Face,m^2 s^-2
factor1,penultimate_hour,200.0,total_u_w_flux,-0.0022901961347088218,Face,m^2 s^-2
factor1,penultimate_hour,212.5,total_u_w_flux,-0.0016491308924742043,Face,m^2 s^-2
factor1,penultimate_hour,225.0,total_u_w_flux,-0.0014350984711199999,Face,m^2 s^-2
factor1,penultimate_hour,237.5,total_u_w_flux,-0.0012085979687981308,Face,m^2 s^-2
factor1,penultimate_hour,250.0,total_u_w_flux,-0.0010748631320893764,Face,m^2 s^-2
factor1,penultimate_hour,262.5,total_u_w_flux,-0.0010645013535395265,Face,m^2 s^-2
factor1,penultimate_hour,275.0,total_u_w_flux,-0.0010778142313938588,Face,m^2 s^-2
factor1,penultimate_hour,287.5,total_u_w_flux,-0.0010707545443437994,Face,m^2 s^-2
factor1,penultimate_hour,300.0,total_u_w_flux,-0.0010331850207876414,Face,m^2 s^-2
factor1,penultimate_hour,312.5,total_u_w_flux,-0.0009499351435806602,Face,m^2 s^-2
factor1,penultimate_hour,325.0,total_u_w_flux,-0.0008253099513240159,Face,m^2 s^-2
factor1,penultimate_hour,337.5,total_u_w_flux,-0.0006745532009517774,Face,m^2 s^-2
factor1,penultimate_hour,350.0,total_u_w_flux,-0.0004958534336765297,Face,m^2 s^-2
factor1,penultimate_hour,362.5,total_u_w_flux,-0.0002923905667557847,Face,m^2 s^-2
factor1,penultimate_hour,375.0,total_u_w_flux,-0.00011593473391258158,Face,m^2 s^-2
factor1,penultimate_hour,387.5,total_u_w_flux,-2.286894732606015e-5,Face,m^2 s^-2
factor1,penultimate_hour,400.0,total_u_w_flux,0.0,Face,m^2 s^-2
factor1,penultimate_hour,0.0,total_v_w_flux,-0.05217129550874233,Face,m^2 s^-2
factor1,penultimate_hour,12.5,total_v_w_flux,-0.04228848032653332,Face,m^2 s^-2
factor1,penultimate_hour,25.0,total_v_w_flux,-0.017869035713374615,Face,m^2 s^-2
factor1,penultimate_hour,37.5,total_v_w_flux,-0.021442181430757046,Face,m^2 s^-2
factor1,penultimate_hour,50.0,total_v_w_flux,-0.017878285609185696,Face,m^2 s^-2
factor1,penultimate_hour,62.5,total_v_w_flux,-0.012545056641101837,Face,m^2 s^-2
factor1,penultimate_hour,75.0,total_v_w_flux,-0.008007797878235579,Face,m^2 s^-2
factor1,penultimate_hour,87.5,total_v_w_flux,-0.004585218848660588,Face,m^2 s^-2
factor1,penultimate_hour,100.0,total_v_w_flux,-0.0013569411094067618,Face,m^2 s^-2
factor1,penultimate_hour,112.5,total_v_w_flux,0.0017046254652086645,Face,m^2 s^-2
factor1,penultimate_hour,125.0,total_v_w_flux,0.003957984037697315,Face,m^2 s^-2
factor1,penultimate_hour,137.5,total_v_w_flux,0.0049686714773997664,Face,m^2 s^-2
factor1,penultimate_hour,150.0,total_v_w_flux,0.005713697522878647,Face,m^2 s^-2
factor1,penultimate_hour,162.5,total_v_w_flux,0.005131208337843418,Face,m^2 s^-2
factor1,penultimate_hour,175.0,total_v_w_flux,0.0035227914340794086,Face,m^2 s^-2
factor1,penultimate_hour,187.5,total_v_w_flux,0.0019032341660931706,Face,m^2 s^-2
factor1,penultimate_hour,200.0,total_v_w_flux,0.0005105723248561844,Face,m^2 s^-2
factor1,penultimate_hour,212.5,total_v_w_flux,-1.0903422662522644e-5,Face,m^2 s^-2
factor1,penultimate_hour,225.0,total_v_w_flux,5.507363312062807e-6,Face,m^2 s^-2
factor1,penultimate_hour,237.5,total_v_w_flux,3.550634664861718e-5,Face,m^2 s^-2
factor1,penultimate_hour,250.0,total_v_w_flux,5.7172076594724786e-5,Face,m^2 s^-2
factor1,penultimate_hour,262.5,total_v_w_flux,7.76886081439443e-5,Face,m^2 s^-2
factor1,penultimate_hour,275.0,total_v_w_flux,8.027662261156365e-5,Face,m^2 s^-2
factor1,penultimate_hour,287.5,total_v_w_flux,7.236886085593142e-5,Face,m^2 s^-2
factor1,penultimate_hour,300.0,total_v_w_flux,6.890214535815176e-5,Face,m^2 s^-2
factor1,penultimate_hour,312.5,total_v_w_flux,6.863370981591288e-5,Face,m^2 s^-2
factor1,penultimate_hour,325.0,total_v_w_flux,6.251511877053417e-5,Face,m^2 s^-2
factor1,penultimate_hour,337.5,total_v_w_flux,5.358865382731892e-5,Face,m^2 s^-2
factor1,penultimate_hour,350.0,total_v_w_flux,4.389811601868132e-5,Face,m^2 s^-2
factor1,penultimate_hour,362.5,total_v_w_flux,3.21322668241919e-5,Face,m^2 s^-2
factor1,penultimate_hour,375.0,total_v_w_flux,2.0156081973254913e-5,Face,m^2 s^-2
factor1,penultimate_hour,387.5,total_v_w_flux,8.902248623599007e-6,Face,m^2 s^-2
factor1,penultimate_hour,400.0,total_v_w_flux,0.0,Face,m^2 s^-2
factor1,penultimate_hour,0.0,total_w_theta_flux,-0.011845156084746122,Face,K m s^-1
factor1,penultimate_hour,12.5,total_w_theta_flux,-0.0111385234631598,Face,K m s^-1
factor1,penultimate_hour,25.0,total_w_theta_flux,-0.006738889496773481,Face,K m s^-1
factor1,penultimate_hour,37.5,total_w_theta_flux,-0.00828057574108243,Face,K m s^-1
factor1,penultimate_hour,50.0,total_w_theta_flux,-0.00816307496279478,Face,K m s^-1
factor1,penultimate_hour,62.5,total_w_theta_flux,-0.007995337946340442,Face,K m s^-1
factor1,penultimate_hour,75.0,total_w_theta_flux,-0.007739729713648558,Face,K m s^-1
factor1,penultimate_hour,87.5,total_w_theta_flux,-0.007193143013864756,Face,K m s^-1
factor1,penultimate_hour,100.0,total_w_theta_flux,-0.006557378452271223,Face,K m s^-1
factor1,penultimate_hour,112.5,total_w_theta_flux,-0.005968340206891298,Face,K m s^-1
factor1,penultimate_hour,125.0,total_w_theta_flux,-0.005331935128197074,Face,K m s^-1
factor1,penultimate_hour,137.5,total_w_theta_flux,-0.0046058702282607555,Face,K m s^-1
factor1,penultimate_hour,150.0,total_w_theta_flux,-0.003950799000449479,Face,K m s^-1
factor1,penultimate_hour,162.5,total_w_theta_flux,-0.0032453108578920364,Face,K m s^-1
factor1,penultimate_hour,175.0,total_w_theta_flux,-0.002396332798525691,Face,K m s^-1
factor1,penultimate_hour,187.5,total_w_theta_flux,-0.0015431922511197627,Face,K m s^-1
factor1,penultimate_hour,200.0,total_w_theta_flux,-0.0007086555706337094,Face,K m s^-1
factor1,penultimate_hour,212.5,total_w_theta_flux,-0.00018651374193723314,Face,K m s^-1
factor1,penultimate_hour,225.0,total_w_theta_flux,-9.643110252000042e-5,Face,K m s^-1
factor1,penultimate_hour,237.5,total_w_theta_flux,-2.553679223638028e-6,Face,K m s^-1
factor1,penultimate_hour,250.0,total_w_theta_flux,6.360552106343675e-5,Face,K m s^-1
factor1,penultimate_hour,262.5,total_w_theta_flux,4.769665792991873e-5,Face,K m s^-1
factor1,penultimate_hour,275.0,total_w_theta_flux,1.2693177268374711e-5,Face,K m s^-1
factor1,penultimate_hour,287.5,total_w_theta_flux,-1.2482303645811044e-5,Face,K m s^-1
factor1,penultimate_hour,300.0,total_w_theta_flux,-2.2729981537850108e-5,Face,K m s^-1
factor1,penultimate_hour,312.5,total_w_theta_flux,-1.3691103958990425e-5,Face,K m s^-1
factor1,penultimate_hour,325.0,total_w_theta_flux,-2.6139005058212206e-6,Face,K m s^-1
factor1,penultimate_hour,337.5,total_w_theta_flux,-8.701099432073534e-7,Face,K m s^-1
factor1,penultimate_hour,350.0,total_w_theta_flux,-5.516024657481466e-6,Face,K m s^-1
factor1,penultimate_hour,362.5,total_w_theta_flux,-6.976807981118327e-6,Face,K m s^-1
factor1,penultimate_hour,375.0,total_w_theta_flux,-5.488523129315581e-6,Face,K m s^-1
factor1,penultimate_hour,387.5,total_w_theta_flux,-2.5565957741946477e-6,Face,K m s^-1
factor1,penultimate_hour,400.0,total_w_theta_flux,0.0,Face,K m s^-1
factor1,penultimate_hour,0.0,turbulent_tke_flux,0.0,Face,m^3 s^-3
factor1,penultimate_hour,12.5,turbulent_tke_flux,-0.002770071499980986,Face,m^3 s^-3
factor1,penultimate_hour,25.0,turbulent_tke_flux,-0.004385706502944231,Face,m^3 s^-3
factor1,penultimate_hour,37.5,turbulent_tke_flux,-0.001033475884469226,Face,m^3 s^-3
factor1,penultimate_hour,50.0,turbulent_tke_flux,0.0012085730049875565,Face,m^3 s^-3
factor1,penultimate_hour,62.5,turbulent_tke_flux,0.002086210355628282,Face,m^3 s^-3
factor1,penultimate_hour,75.0,turbulent_tke_flux,0.002966572530567646,Face,m^3 s^-3
factor1,penultimate_hour,87.5,turbulent_tke_flux,0.0041142955888062716,Face,m^3 s^-3
factor1,penultimate_hour,100.0,turbulent_tke_flux,0.005173339741304517,Face,m^3 s^-3
factor1,penultimate_hour,112.5,turbulent_tke_flux,0.005412359721958637,Face,m^3 s^-3
factor1,penultimate_hour,125.0,turbulent_tke_flux,0.004559985361993313,Face,m^3 s^-3
factor1,penultimate_hour,137.5,turbulent_tke_flux,0.0037515293806791306,Face,m^3 s^-3
factor1,penultimate_hour,150.0,turbulent_tke_flux,0.003067432437092066,Face,m^3 s^-3
factor1,penultimate_hour,162.5,turbulent_tke_flux,0.0021382502745836973,Face,m^3 s^-3
factor1,penultimate_hour,175.0,turbulent_tke_flux,0.0013080398202873766,Face,m^3 s^-3
factor1,penultimate_hour,187.5,turbulent_tke_flux,0.0005003147816751152,Face,m^3 s^-3
factor1,penultimate_hour,200.0,turbulent_tke_flux,-4.3829546484630555e-5,Face,m^3 s^-3
factor1,penultimate_hour,212.5,turbulent_tke_flux,-0.00010056190876639448,Face,m^3 s^-3
factor1,penultimate_hour,225.0,turbulent_tke_flux,-2.4032950022956356e-5,Face,m^3 s^-3
factor1,penultimate_hour,237.5,turbulent_tke_flux,-1.1917664721750043e-6,Face,m^3 s^-3
factor1,penultimate_hour,250.0,turbulent_tke_flux,-1.1440081379987532e-6,Face,m^3 s^-3
factor1,penultimate_hour,262.5,turbulent_tke_flux,3.252866918046493e-7,Face,m^3 s^-3
factor1,penultimate_hour,275.0,turbulent_tke_flux,-1.370255176880164e-6,Face,m^3 s^-3
factor1,penultimate_hour,287.5,turbulent_tke_flux,-7.076934366523346e-6,Face,m^3 s^-3
factor1,penultimate_hour,300.0,turbulent_tke_flux,-1.0521769496563138e-5,Face,m^3 s^-3
factor1,penultimate_hour,312.5,turbulent_tke_flux,-1.0234860496893816e-5,Face,m^3 s^-3
factor1,penultimate_hour,325.0,turbulent_tke_flux,-7.911116540526564e-6,Face,m^3 s^-3
factor1,penultimate_hour,337.5,turbulent_tke_flux,-4.371408522274578e-6,Face,m^3 s^-3
factor1,penultimate_hour,350.0,turbulent_tke_flux,-1.4553961023011652e-6,Face,m^3 s^-3
factor1,penultimate_hour,362.5,turbulent_tke_flux,-6.371492844436943e-7,Face,m^3 s^-3
factor1,penultimate_hour,375.0,turbulent_tke_flux,-3.2476129585568003e-7,Face,m^3 s^-3
factor1,penultimate_hour,387.5,turbulent_tke_flux,-3.523373948155495e-8,Face,m^3 s^-3
factor1,penultimate_hour,400.0,turbulent_tke_flux,0.0,Face,m^3 s^-3
factor1,penultimate_hour,6.25,u_mean,2.579537868499756,Center,m s^-1
factor1,penultimate_hour,18.75,u_mean,3.1396496295928955,Center,m s^-1
factor1,penultimate_hour,31.25,u_mean,3.9906078577041626,Center,m s^-1
factor1,penultimate_hour,43.75,u_mean,4.589185953140259,Center,m s^-1
factor1,penultimate_hour,56.25,u_mean,5.114133596420288,Center,m s^-1
factor1,penultimate_hour,68.75,u_mean,5.58325457572937,Center,m s^-1
factor1,penultimate_hour,81.25,u_mean,6.018649339675903,Center,m s^-1
factor1,penultimate_hour,93.75,u_mean,6.438976764678955,Center,m s^-1
factor1,penultimate_hour,106.25,u_mean,6.86210560798645,Center,m s^-1
factor1,penultimate_hour,118.75,u_mean,7.281210660934448,Center,m s^-1
factor1,penultimate_hour,131.25,u_mean,7.709258794784546,Center,m s^-1
factor1,penultimate_hour,143.75,u_mean,8.121754169464111,Center,m s^-1
factor1,penultimate_hour,156.25,u_mean,8.528700828552246,Center,m s^-1
factor1,penultimate_hour,168.75,u_mean,8.861271381378174,Center,m s^-1
factor1,penultimate_hour,181.25,u_mean,9.073031425476074,Center,m s^-1
factor1,penultimate_hour,193.75,u_mean,9.124516010284424,Center,m s^-1
factor1,penultimate_hour,206.25,u_mean,8.952285766601562,Center,m s^-1
