time_s,boundary_layer_height,boundary_layer_height_valid,friction_velocity,low_level_jet_height,low_level_jet_speed,low_level_jet_turning_from_geostrophic,low_level_jet_valid,obukhov_length,obukhov_length_valid,prescribed_friction_velocity,prescribed_kinematic_stress_magnitude,prescribed_surface_heat_flux,resolved_tke_vertical_integral,speed_maximum,stress_height_0_05,surface_buoyancy_flux,surface_density,surface_drag_u_dynamic_flux,surface_drag_u_kinematic_flux,surface_drag_v_dynamic_flux,surface_drag_v_kinematic_flux,surface_sensible_heat_flux,surface_theta_dynamic_flux,surface_theta_kinematic_flux,theta_maximum,theta_minimum,u_absolute_maximum,v_absolute_maximum,w_absolute_maximum,w_variance_maximum
900,179.53708863514083,1,0.49895918369293213,567.70831298828125,15.000645637512207,-2.2913518478162587e-06,1,0,0,0.5,0.25,0,80.445724487304688,16.192115783691406,170.56023420338377,0,1.1614301204681396,-0.28911817073822021,-0.24893289804458618,-0.0042874445207417011,-0.0036915217060595751,0,0,0,309.392822265625,299.96539306640625,16.174776077270508,3.1031129360198975,2.1896181106567383,0.17660373449325562
960,193.14733487245522,1,0.49883809685707092,567.70831298828125,15.00067138671875,-2.5344081677758368e-06,1,0,0,0.5,0.25,0,84.841758728027344,16.257837295532227,183.48996812883246,0,1.1614301204681396,-0.28897053003311157,-0.24880577623844147,-0.0047532711178064346,-0.0040926020592451096,0,0,0,309.392822265625,299.9664306640625,16.253406524658203,3.2070884704589844,2.1871523857116699,0.17824262380599976
1020,201.15258614727455,1,0.49872767925262451,567.70831298828125,15.000703811645508,-2.7951853098784341e-06,1,0,0,0.5,0.25,0,87.608436584472656,16.316526412963867,191.09495683991082,0,1.1614301204681396,-0.28882566094398499,-0.24868105351924896,-0.0056886333040893078,-0.0048979558050632477,0,0,0,309.39285278320312,299.96890258789062,16.314556121826172,2.9596781730651855,1.9344096183776855,0.176929771900177
1080,204.80190247234793,1,0.49877950549125671,567.70831298828125,15.000736236572266,-3.0693347525811987e-06,1,0,0,0.5,0.25,0,92.725608825683594,16.154106140136719,194.56180734873053,0,1.1614301204681396,-0.28886783123016357,-0.24871735274791718,-0.0065347682684659958,-0.0056264842860400677,0,0,0,309.392822265625,299.96820068359375,16.1258544921875,3.0268514156341553,1.8749017715454102,0.18024227023124695
1140,215.37739461455351,1,0.49871179461479187,567.70831298828125,15.000786781311035,-3.3639992125245044e-06,1,0,0,0.5,0.25,0,97.558891296386719,16.108604431152344,204.60852488382582,0,1.1614301204681396,-0.28878775238990784,-0.24864840507507324,-0.0066064130514860153,-0.0056881709024310112,0,0,0,309.392822265625,299.96624755859375,16.099470138549805,2.9875288009643555,1.9497277736663818,0.19118760526180267
1200,228.10001102462218,1,0.49868205189704895,567.70831298828125,15.000827789306641,-3.6730396004713839e-06,1,0,0,0.5,0.25,0,99.93994140625,16.594242095947266,216.69501047339105,0,1.1614301204681396,-0.28874337673187256,-0.24861019849777222,-0.0070261009968817234,-0.0060495254583656788,0,0,0,309.392822265625,299.96649169921875,16.590898513793945,3.3646211624145508,2.1916146278381348,0.19388462603092194
1260,243.39060176065232,1,0.49860626459121704,567.70831298828125,15.000861167907715,-3.9869132706371602e-06,1,0,0,0.5,0.25,0,103.61539459228516,16.793422698974609,231.2210716726197,0,1.1614301204681396,-0.28864634037017822,-0.24852664768695831,-0.0073947631753981113,-0.0063669462688267231,0,0,0,309.39285278320312,299.96914672851562,16.789955139160156,2.9021458625793457,1.8615527153015137,0.19518114626407623
1320,254.23592814088741,1,0.49863734841346741,567.70831298828125,15.000906944274902,-4.3092318264825735e-06,1,0,0,0.5,0.25,0,106.26819610595703,16.54997444152832,241.52413173384303,0,1.1614301204681396,-0.28867825865745544,-0.24855414032936096,-0.0075529268942773342,-0.0065031265839934349,0,0,0,309.39285278320312,299.9722900390625,16.541576385498047,3.4189333915710449,2.0241861343383789,0.19851738214492798
1380,261.64570964122578,1,0.49857082962989807,567.70831298828125,15.00095272064209,-4.6563582145608962e-06,1,0,0,0.5,0.25,0,109.38286590576172,16.72773551940918,248.5634241591645,0,1.1614301204681396,-0.28860446810722351,-0.2484906017780304,-0.0074278158135712147,-0.0063954046927392483,0,0,0,309.392822265625,299.97512817382812,16.723293304443359,3.1198456287384033,2.2878897190093994,0.19277988374233246
1440,269.11785702445195,1,0.49849924445152283,567.70831298828125,15.000993728637695,-5.0117932914872654e-06,1,0,0,0.5,0.25,0,114.23880767822266,16.014184951782227,255.66196417322936,0,1.1614301204681396,-0.28853055834770203,-0.24842695891857147,-0.0070689385756850243,-0.0060864090919494629,0,0,0,309.392822265625,299.97488403320312,15.995061874389648,3.2376446723937988,1.9126846790313721,0.18869383633136749
1500,280.8387260158845,1,0.49850991368293762,567.70831298828125,15.001030921936035,-5.3658222896046937e-06,1,0,0,0.5,0.25,0,119.79072570800781,15.928274154663086,266.79678971509026,0,1.1614301204681396,-0.28853648900985718,-0.24843207001686096,-0.0073259174823760986,-0.0063076694495975971,0,0,0,309.392822265625,299.97601318359375,15.918601989746094,3.2802259922027588,2.3121333122253418,0.1977267861366272
1560,294.18337738416852,1,0.4984440803527832,567.70831298828125,15.001054763793945,-5.7272231970273424e-06,1,0,0,0.5,0.25,0,125.24884796142578,15.980563163757324,279.47420851496008,0,1.1614301204681396,-0.28847530484199524,-0.24837939441204071,-0.0067064501345157623,-0.0057743038050830364,0,0,0,309.392822265625,299.97735595703125,15.976421356201172,3.2330770492553711,2.3978579044342041,0.20481649041175842
1620,307.8208843092994,1,0.49840611219406128,567.70831298828125,15.00108814239502,-6.0964034673816059e-06,1,0,0,0.5,0.25,0,128.16165161132812,16.265380859375,292.4298400938344,0,1.1614301204681396,-0.28839853405952454,-0.2483132928609848,-0.0079938080161809921,-0.0068827285431325436,0,0,0,309.39285278320312,299.97637939453125,16.219856262207031,3.0935397148132324,2.2327680587768555,0.20332759618759155
1680,316.74803097499807,1,0.49848774075508118,567.70831298828125,15.001120567321777,-6.4645428210496902e-06,1,0,0,0.5,0.25,0,131.41609191894531,15.914560317993164,300.91062942624814,0,1.1614301204681396,-0.28848472237586975,-0.24838750064373016,-0.0082896016538143158,-0.0071374089457094669,0,0,0,309.392822265625,299.97714233398438,15.908041000366211,3.3816020488739014,2.6569290161132812,0.21361738443374634
1740,328.56466844752293,1,0.49830204248428345,567.70831298828125,15.001157760620117,-6.8418435148487333e-06,1,0,0,0.5,0.25,0,135.09446716308594,16.567066192626953,312.1364350251468,0,1.1614301204681396,-0.28824365139007568,-0.24817992746829987,-0.0091492580249905586,-0.007877579890191555,0,0,0,309.392822265625,299.9775390625,16.540056228637695,4.0418367385864258,2.1042919158935547,0.20213943719863892
1800,337.34161778998384,1,0.49837741255760193,567.70831298828125,15.00119686126709,-7.2411094151902944e-06,1,0,0,0.5,0.25,0,138.5626220703125,16.237087249755859,320.47453690048462,0,1.1614301204681396,-0.28830766677856445,-0.24823504686355591,-0.0098554305732250214,-0.0084855994209647179,0,0,0,309.392822265625,299.97970581054688,16.225082397460938,3.1286270618438721,2.1535515785217285,0.20984835922718048
1860,342.82664115965792,1,0.4982820451259613,567.70831298828125,15.001240730285645,-7.6574979175347835e-06,1,0,0,0.5,0.25,0,142.95143127441406,15.718666076660156,325.68530910167499,0,1.1614301204681396,-0.28820917010307312,-0.24815024435520172,-0.0094993514940142632,-0.0081790126860141754,0,0,0,309.392822265625,299.979248046875,15.707418441772461,3.4334869384765625,2.6170468330383301,0.21144038438796997
1920,347.47196121396161,1,0.49833139777183533,567.70831298828125,15.001264572143555,-8.0961499406839721e-06,1,0,0,0.5,0.25,0,146.65251159667969,16.205577850341797,330.09836315326351,0,1.1614301204681396,-0.28825893998146057,-0.24819310009479523,-0.0097201783210039139,-0.0083691459149122238,0,0,0,309.392822265625,299.98098754882812,16.193017959594727,3.7425236701965332,2.3896191120147705,0.21651880443096161
1980,352.11016393923393,1,0.49811658263206482,567.70831298828125,15.001301765441895,-8.5549017967423424e-06,1,0,0,0.5,0.25,0,149.739013671875,15.809744834899902,334.50465574227223,0,1.1614301204681396,-0.28797534108161926,-0.24794891476631165,-0.010704157873988152,-0.0092163598164916039,0,0,0,309.392822265625,299.98162841796875,15.80803394317627,3.2778911590576172,2.2416901588439941,0.22254654765129089
2040,359.91412318232585,1,0.49805673956871033,567.70831298828125,15.001336097717285,-9.0188059402862564e-06,1,0,0,0.5,0.25,0,153.93716430664062,16.259683609008789,341.91841702320954,0,1.1614301204681396,-0.28792646527290344,-0.24790683388710022,-0.010140157304704189,-0.0087307514622807503,0,0,0,309.392822265625,299.98190307617188,16.25645637512207,3.5937371253967285,2.6934821605682373,0.2202751487493515
2100,371.59404717294672,1,0.49804288148880005,567.70831298828125,15.001361846923828,-9.478273568674922e-06,1,0,0,0.5,0.25,0,157.47151184082031,15.622896194458008,353.01434481429936,0,1.1614301204681396,-0.28790479898452759,-0.24788817763328552,-0.010298635810613632,-0.0088672023266553879,0,0,0,309.392822265625,299.98153686523438,15.622720718383789,3.0879697799682617,2.1384944915771484,0.21708402037620544
2160,385.1982400622245,1,0.49810466170310974,567.70831298828125,15.001369476318359,-9.9354674603091553e-06,1,0,0,0.5,0.25,0,160.34774780273438,15.699494361877441,365.93832805911325,0,1.1614301204681396,-0.28796827793121338,-0.24794283509254456,-0.010521393269300461,-0.0090589979663491249,0,0,0,309.392822265625,299.98089599609375,15.696495056152344,3.4862666130065918,2.4821591377258301,0.22987169027328491
2220,396.16076323339036,1,0.49820855259895325,567.70831298828125,15.00139045715332,-1.0380085768701974e-05,1,0,0,0.5,0.25,0,165.06278991699219,15.631595611572266,376.35272507172084,0,1.1614301204681396,-0.28805804252624512,-0.24802012741565704,-0.011326353065669537,-0.0097520742565393448,0,0,0,309.392822265625,299.9793701171875,15.630084037780762,3.9019265174865723,2.8266358375549316,0.24548858404159546
2280,407.34097077370859,1,0.49821785092353821,567.70831298828125,15.001415252685547,-1.0810355888679624e-05,1,0,0,0.5,0.25,0,167.39935302734375,15.877909660339355,386.97392223502317,0,1.1614301204681396,-0.28809192776679993,-0.2480493038892746,-0.010721834376454353,-0.00923157949000597,0,0,0,309.392822265625,299.97821044921875,15.875475883483887,3.5659494400024414,2.2427499294281006,0.25524044036865234
2340,413.46199655217151,1,0.49810972809791565,567.70831298828125,15.001445770263672,-1.1222539797017816e-05,1,0,0,0.5,0.25,0,167.27401733398438,15.736720085144043,392.7888967245629,0,1.1614301204681396,-0.28794777393341064,-0.24792517721652985,-0.011219356209039688,-0.0096599496901035309,0,0,0,309.392822265625,299.98089599609375,15.717057228088379,3.5305087566375732,2.0642285346984863,0.23557411134243011
2400,418.26753512425222,1,0.49815329909324646,567.70831298828125,15.00146484375,-1.1600766811170615e-05,1,0,0,0.5,0.25,0,169.67301940917969,15.825860023498535,397.35415836803958,0,1.1614301204681396,-0.28795403242111206,-0.24793057143688202,-0.012300986796617508,-0.010591241531074047,0,0,0,309.392822265625,299.98196411132812,15.811363220214844,3.5937423706054688,2.3770856857299805,0.23075263202190399
2460,426.02304080579796,1,0.49816253781318665,567.70831298828125,15.001476287841797,-1.1981755051237997e-05,1,0,0,0.5,0.25,0,171.64794921875,15.741386413574219,404.72188876550803,0,1.1614301204681396,-0.28797906637191772,-0.24795211851596832,-0.011961697600781918,-0.010299110785126686,0,0,0,309.392822265625,299.98321533203125,15.730844497680664,3.3678805828094482,2.3084297180175781,0.22695504128932953
2520,432.03133522442897,1,0.49805983901023865,567.70831298828125,15.001499176025391,-1.2365785551082809e-05,1,0,0,0.5,0.25,0,172.5867919921875,15.598770141601562,410.42976846320749,0,1.1614301204681396,-0.28786224126815796,-0.24785153567790985,-0.011910254135727882,-0.010254818014800549,0,0,0,309.392822265625,299.9825439453125,15.595129013061523,3.3218812942504883,2.3128294944763184,0.2291027158498764
2580,437.86859150027158,1,0.49787190556526184,567.70831298828125,15.001517295837402,-1.2769910426868591e-05,1,0,0,0.5,0.25,0,174.59950256347656,15.613875389099121,415.97516192525796,0,1.1614301204681396,-0.28757631778717041,-0.24760535359382629,-0.013460609130561352,-0.011589684523642063,0,0,0,309.392822265625,299.98260498046875,15.604324340820312,3.5924935340881348,2.4673161506652832,0.23237377405166626
2640,440.68780915459223,1,0.49796205759048462,567.70831298828125,15.001529693603516,-1.316637917625485e-05,1,0,0,0.5,0.25,0,181.89460754394531,16.115581512451172,418.65341869686262,0,1.1614301204681396,-0.28764349222183228,-0.24766319990158081,-0.014233382418751717,-0.012255048379302025,0,0,0,309.392822265625,299.97201538085938,16.097808837890625,3.3465962409973145,2.5469632148742676,0.23655737936496735
2700,448.23115096528824,1,0.4978545606136322,567.70831298828125,15.001547813415527,-1.3540386134991422e-05,1,0,0,0.5,0.25,0,186.67837524414062,16.11518669128418,425.81959341702378,0,1.1614301204681396,-0.28753423690795898,-0.24756912887096405,-0.01392190158367157,-0.011986861005425453,0,0,0,309.392822265625,299.97882080078125,16.042346954345703,3.6824421882629395,2.5583052635192871,0.24505414068698883
2760,453.29481106238705,1,0.49773883819580078,567.70831298828125,15.001580238342285,-1.391071782563813e-05,1,0,0,0.5,0.25,0,189.40361022949219,15.784032821655273,430.63007050926768,0,1.1614301204681396,-0.28739085793495178,-0.24744567275047302,-0.014115429483354092,-0.012153490446507931,0,0,0,309.392822265625,299.9669189453125,15.733113288879395,3.2334713935852051,2.4565238952636719,0.2476300448179245
2820,462.11800880835955,1,0.49793463945388794,567.70831298828125,15.001595497131348,-1.4294269021775108e-05,1,0,0,0.5,0.25,0,191.87347412109375,15.666499137878418,439.01210836794155,0,1.1614301204681396,-0.28764671087265015,-0.24766597151756287,-0.013508319854736328,-0.011630764231085777,0,0,0,309.39285278320312,299.96676635742188,15.6588134765625,3.5202231407165527,2.6727409362792969,0.24802033603191376
2880,472.62958518715078,1,0.49773284792900085,567.70831298828125,15.001602172851562,-1.4646917406935245e-05,1,0,0,0.5,0.25,0,193.45707702636719,15.670187950134277,448.99810592779323,0,1.1614301204681396,-0.28736495971679688,-0.24742338061332703,-0.01449588593095541,-0.012481066398322582,0,0,0,309.392822265625,299.96591186523438,15.668666839599609,3.8732399940490723,2.6882967948913574,0.23714272677898407
2940,476.15092447676261,1,0.49770644307136536,567.70831298828125,15.001602172851562,-1.4932812518964056e-05,1,0,0,0.5,0.25,0,197.10507202148438,15.652490615844727,452.34337825292448,0,1.1614301204681396,-0.28734064102172852,-0.24740242958068848,-0.014372195117175579,-0.012374566867947578,0,0,0,309.392822265625,299.97494506835938,15.649612426757812,3.6381115913391113,2.3880376815795898,0.2414882481098175
3000,478.05755466270659,1,0.49765032529830933,567.70831298828125,15.001604080200195,-1.5212837752187625e-05,1,0,0,0.5,0.25,0,200.50215148925781,15.716705322265625,454.15467692957122,0,1.1614301204681396,-0.28723666071891785,-0.24731290340423584,-0.015131763182580471,-0.013028561137616634,0,0,0,309.39285278320312,299.94961547851562,15.716497421264648,3.3653655052185059,2.4203727245330811,0.24288909137248993
3060,479.46889272303747,1,0.49768945574760437,567.70831298828125,15.00161075592041,-1.545199120300822e-05,1,0,0,0.5,0.25,0,204.47041320800781,15.609601974487305,455.49544808688557,0,1.1614301204681396,-0.28732886910438538,-0.24739229679107666,-0.014213545247912407,-0.012237968854606152,0,0,0,309.392822265625,299.95761108398438,15.602986335754395,3.706261157989502,2.5240283012390137,0.24266259372234344
3120,480.78076007164941,1,0.49745824933052063,567.70831298828125,15.001613616943359,-1.5663994417991489e-05,1,0,0,0.5,0.25,0,209.42544555664062,15.638484954833984,456.74172206806691,0,1.1614301204681396,-0.28705018758773804,-0.24715235829353333,-0.014436261728405952,-0.012429729104042053,0,0,0,309.392822265625,299.96652221679688,15.62232494354248,3.2387290000915527,2.495643138885498,0.24202005565166473
3180,480.95973007551032,1,0.49745061993598938,567.70831298828125,15.001613616943359,-1.583769335411489e-05,1,0,0,0.5,0.25,0,212.97244262695312,15.579036712646484,456.9117435717348,0,1.1614301204681396,-0.28701797127723694,-0.24712461233139038,-0.014893929474055767,-0.012823784723877907,0,0,0,309.392822265625,299.97015380859375,15.577312469482422,3.4715418815612793,2.1559672355651855,0.24811288714408875
3240,481.84982573237056,1,0.49762207269668579,567.70831298828125,15.001613616943359,-1.6009107639547437e-05,1,0,0,0.5,0.25,0,216.48225402832031,15.59849739074707,457.75733444575201,0,1.1614301204681396,-0.28718185424804688,-0.24726572632789612,-0.015545621514320374,-0.013384896330535412,0,0,0,309.392822265625,299.95669555664062,15.596948623657227,3.6297659873962402,2.2087883949279785,0.25604745745658875
3300,480.8000271943032,1,0.49758237600326538,567.70831298828125,15.00162410736084,-1.6174808479263447e-05,1,0,0,0.5,0.25,0,216.7989501953125,15.64259147644043,456.76002583458802,0,1.1614301204681396,-0.28710982203483582,-0.24720369279384613,-0.016020605340600014,-0.01379386056214571,0,0,0,309.392822265625,299.93765258789062,15.641021728515625,3.7756235599517822,2.5050122737884521,0.25562134385108948
3360,480.48639821297348,1,0.49773323535919189,567.70831298828125,15.001630783081055,-1.634689760976471e-05,1,0,0,0.5,0.25,0,217.46957397460938,15.528902053833008,456.46207830232481,0,1.1614301204681396,-0.28729310631752014,-0.24736151099205017,-0.015864884480834007,-0.013659783639013767,0,0,0,309.392822265625,299.94638061523438,15.524566650390625,3.6024875640869141,2.2719407081604004,0.25442260503768921
3420,482.64592928158908,1,0.49762749671936035,567.70831298828125,15.00163459777832,-1.6462799976579845e-05,1,0,0,0.5,0.25,0,219.37751770019531,15.674256324768066,458.51363281750957,0,1.1614301204681396,-0.28717324137687683,-0.24725830554962158,-0.01581837423145771,-0.013619738630950451,0,0,0,309.392822265625,299.93099975585938,15.671942710876465,3.4472088813781738,2.523526668548584,0.2633434534072876
3480,483.41329318361426,1,0.4974791407585144,567.70831298828125,15.00163745880127,-1.660306952544488e-05,1,0,0,0.5,0.25,0,223.71133422851562,15.609192848205566,459.24262852443354,0,1.1614301204681396,-0.28699344396591187,-0.2471034973859787,-0.015964346006512642,-0.01374542061239481,0,0,0,309.392822265625,299.94454956054688,15.608918190002441,3.8052048683166504,2.4774055480957031,0.2684636116027832
3540,482.50369507853685,1,0.49725532531738281,567.70831298828125,15.001627922058105,-1.6777561540948227e-05,1,0,0,0.5,0.25,0,226.67750549316406,15.612342834472656,458.37851032460998,0,1.1614301204681396,-0.28668102622032166,-0.24683450162410736,-0.016897009685635567,-0.014548451639711857,0,0,0,309.392822265625,299.90823364257812,15.612034797668457,3.5492563247680664,2.6001071929931641,0.26376044750213623
3600,481.49664977417319,1,0.49722698330879211,567.70831298828125,15.001627922058105,-1.6937347027123906e-05,1,0,0,0.5,0.25,0,230.65594482421875,15.580772399902344,457.4218172854645,0,1.1614301204681396,-0.28665339946746826,-0.24681071937084198,-0.01680864579975605,-0.014472369104623795,0,0,0,309.392822265625,299.96051025390625,15.576910018920898,3.8910760879516602,2.1659808158874512,0.26094856858253479
3660,482.07237962013869,1,0.49704602360725403,567.70831298828125,15.001627922058105,-1.7089945686166175e-05,1,0,0,0.5,0.25,0,234.83901977539062,15.591057777404785,457.96876063913174,0,1.1614301204681396,-0.28648152947425842,-0.24666273593902588,-0.016157729551196098,-0.013911925256252289,0,0,0,309.392822265625,299.92230224609375,15.589754104614258,3.6583743095397949,2.2552356719970703,0.25496441125869751
3720,482.45098435692341,1,0.49730244278907776,567.70831298828125,15.00162410736084,-1.7169551938422956e-05,1,0,0,0.5,0.25,0,235.28741455078125,15.765952110290527,458.32843513907721,0,1.1614301204681396,-0.28675743937492371,-0.2469002902507782,-0.016521258279681206,-0.014224926941096783,0,0,0,309.392822265625,299.9083251953125,15.75518798828125,3.2683124542236328,2.6342134475708008,0.26461580395698547
3780,484.42884352169114,1,0.49718248844146729,567.70831298828125,15.00162410736084,-1.7194199244841002e-05,1,0,0,0.5,0.25,0,235.07598876953125,15.747783660888672,460.20740134560657,0,1.1614301204681396,-0.28660762310028076,-0.24677130579948425,-0.01671113632619381,-0.014388413168489933,0,0,0,309.392822265625,299.93084716796875,15.744668006896973,3.5807678699493408,2.0849142074584961,0.26089176535606384
3840,482.09516167633103,1,0.49711555242538452,567.70831298828125,15.001606941223145,-1.729024552332703e-05,1,0,0,0.5,0.25,0,238.87850952148438,15.398605346679688,457.99040359251444,0,1.1614301204681396,-0.28654420375823975,-0.2467166930437088,-0.016469188034534454,-0.014180094003677368,0,0,0,309.392822265625,299.96517944335938,15.398466110229492,3.8391335010528564,2.4628252983093262,0.25514131784439087
3900,479.21755736092018,1,0.49702495336532593,567.70831298828125,15.001593589782715,-1.7369962733937427e-05,1,0,0,0.5,0.25,0,239.05574035644531,15.395871162414551,455.25667949287413,0,1.1614301204681396,-0.28635203838348389,-0.24655124545097351,-0.017924360930919647,-0.015433008782565594,0,0,0,309.392822265625,299.96673583984375,15.36897087097168,3.517857551574707,2.2001132965087891,0.25866013765335083
3960,479.44654058192691,1,0.49690884351730347,567.70831298828125,15.001578330993652,-1.747263377183117e-05,1,0,0,0.5,0.25,0,237.07588195800781,15.362669944763184,455.47421355283052,0,1.1614301204681396,-0.28614518046379089,-0.24637313187122345,-0.01904788613319397,-0.016400372609496117,0,0,0,309.392822265625,299.97048950195312,15.345258712768555,3.5274453163146973,2.3375239372253418,0.25592198967933655
4020,481.56121065623626,1,0.49671286344528198,567.70831298828125,15.00157356262207,-1.7623411622480489e-05,1,0,0,0.5,0.25,0,236.07060241699219,15.433815956115723,457.48315012342442,0,1.1614301204681396,-0.28591793775558472,-0.24617747962474823,-0.019056864082813263,-0.016408102586865425,0,0,0,309.392822265625,299.9625244140625,15.430853843688965,3.6329059600830078,2.6009397506713867,0.266396164894104
4080,485.21359200560977,1,0.49704480171203613,567.70831298828125,15.00157356262207,-1.7735996152623557e-05,1,0,0,0.5,0.25,0,236.27224731445312,15.442962646484375,460.95291240532924,0,1.1614301204681396,-0.28629106283187866,-0.24649874866008759,-0.019218629226088524,-0.016547383740544319,0,0,0,309.39285278320312,299.95904541015625,15.432891845703125,3.7043337821960449,2.1250383853912354,0.25309813022613525
4140,489.83872223035382,1,0.49674952030181885,567.70831298828125,15.00156307220459,-1.7633816241868772e-05,1,0,0,0.5,0.25,0,237.21757507324219,15.75312328338623,465.34678611883612,0,1.1614301204681396,-0.28593632578849792,-0.2461933046579361,-0.019413603469729424,-0.016715258359909058,0,0,0,309.392822265625,299.95159912109375,15.703777313232422,3.7275876998901367,2.1742477416992188,0.25788673758506775
4200,489.63177814550573,1,0.49697080254554749,567.70831298828125,15.001529693603516,-1.7341133570880629e-05,1,0,0,0.5,0.25,0,237.10720825195312,15.496342658996582,465.15018923823044,0,1.1614301204681396,-0.28617846965789795,-0.24640180170536041,-0.019616372883319855,-0.016889844089746475,0,0,0,309.392822265625,299.97039794921875,15.494321823120117,3.8902475833892822,2.7540428638458252,0.26920950412750244
4260,487.07507689413484,1,0.49688839912414551,567.70831298828125,15.00148868560791,-1.713957499305252e-05,1,0,0,0.5,0.25,0,236.2437744140625,15.393533706665039,462.72132304942807,0,1.1614301204681396,-0.28611114621162415,-0.24634383618831635,-0.019203105941414833,-0.016534017398953438,0,0,0,309.392822265625,299.95059204101562,15.391294479370117,3.8387742042541504,2.2955174446105957,0.26994606852531433
4320,485.72989036701006,1,0.49672144651412964,567.70831298828125,15.00146484375,-1.7010284864227287e-05,1,0,0,0.5,0.25,0,239.46139526367188,15.374834060668945,461.44339584865952,0,1.1614301204681396,-0.2858659029006958,-0.24613267183303833,-0.019964706152677536,-0.017189761623740196,0,0,0,309.392822265625,299.9586181640625,15.374138832092285,3.6416406631469727,2.1542110443115234,0.25943979620933533
4380,482.84943601415068,1,0.49666091799736023,567.70831298828125,15.001442909240723,-1.6768333807704039e-05,1,0,0,0.5,0.25,0,240.405517578125,15.402770042419434,458.70696421344314,0,1.1614301204681396,-0.28574526309967041,-0.24602881073951721,-0.020676480606198311,-0.017802603542804718,0,0,0,309.39285278320312,299.9434814453125,15.402738571166992,3.8891716003417969,2.219728946685791,0.26964250206947327
4440,482.97944411843503,1,0.49636805057525635,567.70831298828125,15.001420974731445,-1.6492285794811323e-05,1,0,0,0.5,0.25,0,239.70404052734375,15.445648193359375,458.83047191251325,0,1.1614301204681396,-0.28542190790176392,-0.24575039744377136,-0.020464301109313965,-0.017619915306568146,0,0,0,309.392822265625,299.94219970703125,15.441051483154297,4.4468889236450195,2.1193485260009766,0.26621526479721069
4500,484.03721251107777,1,0.49617618322372437,567.70831298828125,15.00141429901123,-1.6311816580127925e-05,1,0,0,0.5,0.25,0,241.35848999023438,15.336068153381348,459.83535188552383,0,1.1614301204681396,-0.28514015674591064,-0.24550780653953552,-0.02128392830491066,-0.018325621262192726,0,0,0,309.392822265625,299.94400024414062,15.333345413208008,3.7428889274597168,2.2287445068359375,0.27456393837928772
4560,486.03191330594268,1,0.49629262089729309,567.70831298828125,15.001388549804688,-1.6132584278238937e-05,1,0,0,0.5,0.25,0,244.08792114257812,15.268380165100098,461.73031764064552,0,1.1614301204681396,-0.28526756167411804,-0.24561749398708344,-0.021380346268415451,-0.018408637493848801,0,0,0,309.392822265625,299.94570922851562,15.266293525695801,4.0272970199584961,2.4283714294433594,0.27508789300918579
4620,487.20944270887821,1,0.49619147181510925,567.70831298828125,15.001384735107422,-1.584228994033765e-05,1,0,0,0.5,0.25,0,243.72686767578125,15.325430870056152,462.84897057343426,0,1.1614301204681396,-0.28511613607406616,-0.24548712372779846,-0.021835356950759888,-0.018800405785441399,0,0,0,309.392822265625,299.96633911132812,15.315637588500977,3.6860780715942383,2.3779232501983643,0.2822604775428772
4680,488.82601977835361,1,0.49654000997543335,567.70831298828125,15.001359939575195,-1.5606163287884556e-05,1,0,0,0.5,0.25,0,242.44822692871094,15.319352149963379,464.38471878943591,0,1.1614301204681396,-0.28549516201019287,-0.24581345915794373,-0.022147201001644135,-0.019068906083703041,0,0,0,309.392822265625,299.97341918945312,15.308856010437012,3.5826601982116699,2.343395471572876,0.29398244619369507
4740,488.01326917977855,1,0.49654218554496765,567.70831298828125,15.001327514648438,-1.537536081741564e-05,1,0,0,0.5,0.25,0,241.89826965332031,15.224344253540039,463.61260572078959,0,1.1614301204681396,-0.28551372885704041,-0.24582944810390472,-0.021939409896731377,-0.018889995291829109,0,0,0,309.392822265625,299.95562744140625,15.223725318908691,3.4927773475646973,2.3670878410339355,0.28393533825874329
4800,488.38754142454854,1,0.496258944272995,567.70831298828125,15.001300811767578,-1.5060745681694243e-05,1,0,0,0.5,0.25,0,243.69110107421875,15.140101432800293,463.96816435332107,0,1.1614301204681396,-0.28505659103393555,-0.24543584883213043,-0.023562980815768242,-0.020287903025746346,0,0,0,309.39285278320312,299.95111083984375,15.138861656188965,3.8588199615478516,2.3367786407470703,0.26590824127197266
4860,489.10525342139351,1,0.4962933361530304,567.70831298828125,15.001283645629883,-1.4778587683395017e-05,1,0,0,0.5,0.25,0,241.63973999023438,15.156822204589844,464.64999075032381,0,1.1614301204681396,-0.28499019145965576,-0.24537868797779083,-0.024814141914248466,-0.02136516198515892,0,0,0,309.392822265625,299.958984375,15.15528678894043,3.9872384071350098,2.3041214942932129,0.25382456183433533
4920,490.89894927898166,1,0.4960886538028717,567.70831298828125,15.001261711120605,-1.4377227671502624e-05,1,0,0,0.5,0.25,0,240.64381408691406,15.14223575592041,466.35400181503257,0,1.1614301204681396,-0.28476274013519287,-0.24518284201622009,-0.024706874042749405,-0.021272802725434303,0,0,0,309.39285278320312,299.95535278320312,15.140840530395508,4.5078210830688477,2.2861223220825195,0.2487339973449707
