time_s,stable_fraction,neutral_fraction,upward_fraction,mean_inverse_length,median_stable_L,mean_zeta,max_zeta,mean_phi_m,mean_phi_h,mean_inverse_phi_m,mean_inverse_phi_h
0,0,1,0,0,NaN,0,0,1,1,1,1
600,1,0,0,9.702674288e-05,10156.34817,0.0003032085715,0.0005147246156,1.002910802,1.004730053,0.9970982194,0.9952937203
1200,1,0,0,0.0003304902802,3027.479909,0.001032782126,0.00122783822,1.009914709,1.016111401,0.9901829714,0.9841449515
1800,1,0,0,0.000742133475,1345.482647,0.002319167109,0.002638961996,1.022264005,1.036179007,0.9782217234,0.965086337
2400,1,0,0,0.001284877095,778.3535064,0.004015240921,0.004693797746,1.038546315,1.06263776,0.9628867958,0.9410604681
3000,1,0,0,0.001914194318,523.9627939,0.005981857245,0.006934999692,1.057425832,1.093316975,0.9456977558,0.9146596575
3600,1,0,0,0.002570525463,390.0835994,0.008032892071,0.00956985823,1.077115767,1.125313119,0.9284164148,0.8886672503
4200,1,0,0,0.00321268479,311.7286641,0.01003963997,0.01167290538,1.096380548,1.156618388,0.9121043861,0.8646170997
4800,1,0,0,0.003848428784,259.7906619,0.01202633995,0.01448067633,1.115452868,1.187610908,0.8965270555,0.8420926385
5400,1,0,0,0.004411189938,227.027679,0.01378496856,0.0163627119,1.132335702,1.215045515,0.8831613733,0.8230807625
6000,1,0,0,0.004824041445,207.5232258,0.01507512952,0.01749466028,1.144721248,1.235172027,0.8735996907,0.8096554686
6600,1,0,0,0.00506463483,197.9926708,0.01582698385,0.01878895273,1.151939052,1.246900954,0.8681375235,0.8020632773
7200,1,0,0,0.005378693233,186.0263599,0.01680841635,0.01934353641,1.161360805,1.262211302,0.8610957551,0.7923362806
7800,1,0,0,0.005597521859,179.0323433,0.01749225581,0.02037517843,1.167925665,1.272879197,0.856260404,0.785705179
8400,1,0,0,0.005789375903,173.2017577,0.0180917997,0.02112220245,1.173681286,1.282232082,0.8520660059,0.7799830095
9000,1,0,0,0.005881047784,170.3671917,0.01837827432,0.02106415341,1.176431442,1.286701087,0.8500674062,0.777260219
9600,1,0,0,0.005963379927,168.4345024,0.01863556227,0.02179547882,1.178901407,1.290714779,0.848285761,0.774841671
10200,1,0,0,0.006030869574,166.1696485,0.01884646742,0.02196339192,1.180926096,1.294004899,0.8468369277,0.7728826163
10800,1,0,0,0.005904105116,169.6956938,0.01845032849,0.0222634786,1.177123162,1.287825131,0.8495728554,0.7765917508
11400,1,0,0,0.005969870037,168.1669648,0.01865584386,0.02272157435,1.17909611,1.291031171,0.8481555633,0.7746716406
12000,1,0,0,0.0058683392,170.4406548,0.01833856,0.02138729324,1.176050185,1.286081543,0.850339317,0.7776272786
12600,1,0,0,0.005832332942,171.4479094,0.01822604044,0.02185163321,1.174969997,1.284326238,0.8511182976,0.7786845874
13200,1,0,0,0.005810871979,171.901544,0.01815897493,0.02166738268,1.174326168,1.283280016,0.8515903531,0.7793304156
13800,1,0,0,0.00586000619,170.632887,0.01831251934,0.02156763658,1.175800195,1.285675309,0.8505196928,0.7778721381
