variable,time_s,z_m,value,location,units,record_kind,window_start_s,window_end_s
u_mean,9000.0,10,5.83823395,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,30,6.22404289,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,50,6.39593554,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,70,6.50748634,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,90,6.57641459,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,110,6.62230492,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,130,6.65375853,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,150,6.67629766,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,170,6.69251776,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,190,6.70425081,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,210,6.7128191,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,230,6.71923351,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,250,6.72407627,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,270,6.72766352,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,290,6.73042059,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,310,6.73268843,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,330,6.73461819,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,350,6.73590326,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,370,6.73639297,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,390,6.73597288,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,410,6.73465443,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,430,6.73254013,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,450,6.72993326,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,470,6.72696066,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,490,6.72366762,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,510,6.7194643,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,530,6.71422672,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,550,6.70836449,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
