time_s,naive_float32_K_m_s,centered_float32_K_m_s,quantized_input_float64_K_m_s
5170.0,-0.001407623291015625,0.0009230762952938676,0.0009227729405916845
5180.0,-0.00142669677734375,0.0009166999952867627,0.0009163064875251356
5190.0,-0.0014600753784179688,0.0009273530449718237,0.0009271901709126424
5200.0,-0.0014142990112304688,0.0009127171360887587,0.0009125921187940387
5210.0,-0.0013933181762695312,0.000930334092117846,0.0009299627046317771
5220.0,-0.0014476776123046875,0.000911292911041528,0.0009109405669075838
5230.0,-0.0014352798461914062,0.0009304961422458291,0.0009303864321389967
5240.0,-0.0014352798461914062,0.0009119799942709506,0.0009117717776338199
5250.0,-0.0013904571533203125,0.0009287626016885042,0.0009283541972545566
5260.0,-0.0014696121215820312,0.0009151528356596828,0.0009148740839592927
5270.0,-0.001415252685546875,0.0009244679240509868,0.0009243818336515372
5280.0,-0.0014133453369140625,0.0009197395411320031,0.0009194597437292327
5290.0,-0.0014209747314453125,0.0009198818006552756,0.0009194781676866597
5300.0,-0.00146484375,0.0009245522669516504,0.0009243645827941656
5310.0,-0.0014104843139648438,0.000914996606297791,0.0009148886848062066
5320.0,-0.0013942718505859375,0.0009286929853260517,0.0009283427730262221
5330.0,-0.001438140869140625,0.0009121440816670656,0.000911779203683077
5340.0,-0.0014476776123046875,0.0009305077255703509,0.0009303834569627195
5350.0,-0.0014276504516601562,0.0009111198596656322,0.0009109390089479114
5360.0,-0.0013856887817382812,0.0009303700644522905,0.0009299686672807748
5370.0,-0.0014657974243164062,0.0009128905367106199,0.0009125819486849828
5380.0,-0.0014200210571289062,0.0009272933239117265,0.0009272039458312109
5390.0,-0.0014219284057617188,0.0009165466181002557,0.0009162900830755173
5400.0,-0.00141143798828125,0.0009231999865733087,0.0009227911937113421
5410.0,-0.0014657974243164062,0.0009213381563313305,0.000921122147321378
5420.0,-0.0014085769653320312,0.0009179475018754601,0.0009178511224672579
5430.0,-0.0014009475708007812,0.0009261785307899117,0.000925851375123079
5440.0,-0.0014276504516601562,0.0009140182519331574,0.0009136385753894426
5450.0,-0.0014600753784179688,0.0009294176707044244,0.0009292758563035041
5460.0,-0.0014181137084960938,0.0009113737032748759,0.0009112235150765065
5470.0,-0.0013914108276367188,0.0009309148299507797,0.0009305260144679737
5480.0,-0.0014591217041015625,0.0009115527500398457,0.0009112188260539583
5490.0,-0.0014247894287109375,0.0009293824550695717,0.0009292846501640112
5500.0,-0.0014276504516601562,0.0009138591703958809,0.0009136261710834174
5510.0,-0.0014028549194335938,0.0009262771345674992,0.0009258670081663194
5520.0,-0.0014677047729492188,0.0009180805063806474,0.0009178335136465007
5530.0,-0.0014104843139648438,0.0009212297736667097,0.0009211408396737026
5540.0,-0.001407623291015625,0.0009230762952938676,0.0009227729618928088
5550.0,-0.00142669677734375,0.0009166999952867627,0.0009163065080999964
5560.0,-0.0014600753784179688,0.0009273530449718237,0.0009271901908547023
5570.0,-0.0014142990112304688,0.0009127171360887587,0.0009125921380982289
5580.0,-0.0013933181762695312,0.000930334092117846,0.0009299627232600961
5590.0,-0.0014476776123046875,0.000911292911041528,0.0009109405849208622
5600.0,-0.0014352798461914062,0.0009304961422458291,0.000930386449603028
5610.0,-0.0014352798461914062,0.0009119799942709506,0.0009117717945191791
5620.0,-0.0013904571533203125,0.0009287626016885042,0.0009283542135491932
5630.0,-0.0014696121215820312,0.0009151528356596828,0.0009148740997345198
5640.0,-0.001415252685546875,0.0009244679240509868,0.0009243818489406222
5650.0,-0.0014133453369140625,0.0009197395411320031,0.0009194597584956601
5660.0,-0.0014209747314453125,0.0009198818006552756,0.0009194781819452733
5670.0,-0.00146484375,0.0009245522669516504,0.0009243645966111133
5680.0,-0.0014104843139648438,0.000914996606297791,0.0009148886981860096
5690.0,-0.0013942718505859375,0.0009286929853260517,0.0009283427859393548
5700.0,-0.001438140869140625,0.0009121440816670656,0.0009117792161649486
5710.0,-0.0014476776123046875,0.0009305077255703509,0.0009303834690635918
5720.0,-0.0014276504516601562,0.0009111198596656322,0.0009109390206525378
5730.0,-0.0013856887817382812,0.0009303700644522905,0.0009299686785751247
5740.0,-0.0014657974243164062,0.0009128905367106199,0.0009125819596151791
5750.0,-0.0014200210571289062,0.0009272933239117265,0.0009272039564265206
5760.0,-0.0014219284057617188,0.0009165466181002557,0.0009162900933119204
5770.0,-0.00141143798828125,0.0009231999865733087,0.0009227912035929879
5780.0,-0.0014657974243164062,0.0009213381563313305,0.0009211221568946347
5790.0,-0.0014085769653320312,0.0009179475018754601,0.00091785113174085
5800.0,-0.0014009475708007812,0.0009261785307899117,0.000925851384074494
5810.0,-0.0014276504516601562,0.0009140182519331574,0.0009136385840385788
5820.0,-0.0014600753784179688,0.0009294176707044244,0.0009292758646883029
5830.0,-0.0014181137084960938,0.0009113737032748759,0.0009112235231899662
5840.0,-0.0013914108276367188,0.0009309148299507797,0.0009305260222965768
5850.0,-0.0014591217041015625,0.0009115527500398457,0.0009112188336272387
5860.0,-0.0014247894287109375,0.0009293824550695717,0.0009292846575064383
5870.0,-0.0014276504516601562,0.0009138591703958809,0.000913626178179551
5880.0,-0.0014028549194335938,0.0009262771345674992,0.0009258670150148265
5890.0,-0.0014677047729492188,0.0009180805063806474,0.0009178335202794059
5900.0,-0.0014104843139648438,0.0009212297736667097,0.0009211408461010779
5910.0,-0.001407623291015625,0.0009230762952938676,0.0009227729680981044
5920.0,-0.00142669677734375,0.0009166999952867627,0.0009163065140934882
5930.0,-0.0014600753784179688,0.0009273530449718237,0.0009271901966643928
5940.0,-0.0014142990112304688,0.0009127171360887587,0.0009125921437221921
5950.0,-0.0013933181762695312,0.000930334092117846,0.000929962728686504
5960.0,-0.0014476776123046875,0.000911292911041528,0.0009109405901681892
5970.0,-0.0014352798461914062,0.0009304961422458291,0.0009303864546910397
5980.0,-0.0014352798461914062,0.0009119799942709506,0.0009117717994383798
5990.0,-0.0013904571533203125,0.0009287626016885042,0.0009283542182956871
6000.0,-0.0014696121215820312,0.0009151528356596828,0.0009148741043301618
6010.0,-0.001415252685546875,0.0009244679240509868,0.0009243818533952483
