time_s,boundary_layer_height,boundary_layer_height_valid,friction_velocity,low_level_jet_height,low_level_jet_speed,low_level_jet_turning_from_geostrophic,low_level_jet_valid,obukhov_length_moist,obukhov_length_moist_valid,prescribed_surface_pressure,prescribed_surface_q,prescribed_surface_theta,q_maximum,q_minimum,resolved_tke_vertical_integral,speed_maximum,stress_height_0_05,surface_bulk_richardson_maximum,surface_bulk_richardson_mean,surface_bulk_richardson_minimum,surface_buoyancy_flux,surface_density,surface_drag_u_dynamic_flux,surface_drag_u_kinematic_flux,surface_drag_v_dynamic_flux,surface_drag_v_kinematic_flux,surface_q_dynamic_flux,surface_q_kinematic_flux,surface_sensible_heat_flux,surface_theta_dynamic_flux,surface_theta_kinematic_flux,surface_unstable_fraction,surface_zeta_cap_fraction,surface_zeta_maximum,surface_zeta_mean,surface_zeta_minimum,theta_maximum,theta_minimum,u_absolute_maximum,v_absolute_maximum,w_absolute_maximum,w_variance_maximum
100,138.38244597856104,1,0.2401958703994751,143.75,11.928603172302246,2.8270256519317627,1,54.933162689208984,1,102209.72222222222,0.0099972220034235046,291.2538876003689,0.0099864806979894638,0.0087999897077679634,4.7094011306762695,12.15974235534668,131.46332367963299,0.044413842260837555,0.023566227406263351,0.0085875075310468674,-0.00064346427097916603,1.2043560743331909,0.069463968276977539,0.057677268981933594,0.0016759363934397697,0.0013915621675550938,3.2582643143541645e-06,2.7053995381720597e-06,-23.239606857299805,-0.023123987019062042,-0.019200291484594345,0,0,0.24519576132297516,0.11566222459077835,0.038731452077627182,299.056396484375,291.50689697265625,11.577558517456055,5.6786689758300781,0.3375207781791687,0.011088274419307709
110,137.95241572598829,1,0.23639446496963501,143.75,11.924678802490234,2.8264060020446777,1,53.995189666748047,1,102209.69444444444,0.0099969442261175975,291.2512764824761,0.0099971750751137733,0.0087999887764453888,4.9558234214782715,12.160481452941895,131.05479493968886,0.041895139962434769,0.02389996312558651,0.0081709595397114754,-0.00062400981551036239,1.2043560743331909,0.067280769348144531,0.055864516645669937,0.0016997612547129393,0.0014113443903625011,3.1529257285001222e-06,2.6179347969446098e-06,-22.536981582641602,-0.022424858063459396,-0.01861979067325592,0,0,0.2276911735534668,0.11752027273178101,0.036774780601263046,299.05609130859375,291.49740600585938,11.583321571350098,5.6895380020141602,0.34371176362037659,0.011666040867567062
120,137.33758183839404,1,0.23272706568241119,143.75,11.920895576477051,2.8257880210876465,1,53.102558135986328,1,102209.66666666667,0.0099966664488116905,291.24866536458336,0.010004462674260139,0.0087999878451228142,5.1675138473510742,12.155717849731445,130.47070274647433,0.044495880603790283,0.024242475628852844,0.0086601031944155693,-0.00060537602985277772,1.2043560743331909,0.065207153558731079,0.054142754524946213,0.0017336886376142502,0.0014395150355994701,3.0502765184792224e-06,2.5327033199573634e-06,-21.863996505737305,-0.021755220368504524,-0.018063778057694435,0,0,0.24577529728412628,0.11944474279880524,0.039073284715414047,299.05581665039062,291.47012329101562,11.57304573059082,5.6988019943237305,0.34904712438583374,0.012554861605167389
130,136.10737830895837,1,0.22922709584236145,143.75,11.91726016998291,2.8251752853393555,1,52.262771606445312,1,102209.63888888889,0.0099963886715057817,291.24605424669056,0.010005281306803226,0.0087999859824776649,5.3477663993835449,12.148499488830566,129.30200939351045,0.044882088899612427,0.024575119838118553,0.0092274593189358711,-0.00058771343901753426,1.2043560743331909,0.063258007168769836,0.052524339407682419,0.0017769719706848264,0.0014754539588466287,2.9516263566620182e-06,2.4507921807526145e-06,-21.22608757019043,-0.021120484918355942,-0.017536744475364685,0,0,0.2485114187002182,0.12132073938846588,0.041753705590963364,299.0555419921875,291.48233032226562,11.557031631469727,5.7014265060424805,0.3334047794342041,0.013325752690434456
140,90.997862971252047,1,0.22586044669151306,143.75,11.913848876953125,2.8245716094970703,1,51.456600189208984,1,102209.61111111111,0.0099961108941998746,291.24344312879776,0.010001527145504951,0.0087999841198325157,5.5060439109802246,12.141025543212891,86.447969822689444,0.042681742459535599,0.024909747764468193,0.010006967931985855,-0.00057094183284789324,1.2043560743331909,0.061410658061504364,0.050990451127290726,0.001824110746383667,0.0015145941870287061,2.855924321920611e-06,2.3713289465376874e-06,-20.620359420776367,-0.020517770200967789,-0.017036298289895058,0,0,0.23309892416000366,0.12321756780147552,0.045461859554052353,299.05523681640625,291.52252197265625,11.53957462310791,5.7035269737243652,0.35292783379554749,0.014146267436444759
150,89.239153070105317,1,0.22259993851184845,143.75,11.910726547241211,2.8239755630493164,1,50.691055297851562,1,102209.58333333333,0.0099958331168939676,291.24083201090497,0.01000591367483139,0.0087999841198325157,5.6224603652954102,12.130943298339844,84.777195416600051,0.044954612851142883,0.025251500308513641,0.010660428553819656,-0.0005547644104808569,1.2043560743331909,0.059647444635629654,0.04952641949057579,0.0018693516030907631,0.0015521586174145341,2.763891870927182e-06,2.2949125195736997e-06,-20.036087036132812,-0.019936405122280121,-0.016553580760955811,0,0,0.24902673065662384,0.12517839670181274,0.048593375831842422,299.05496215820312,291.49957275390625,11.519241333007812,5.7107744216918945,0.40682125091552734,0.014100430533289909
160,89.536046865145096,1,0.21945378184318542,143.75,11.907834053039551,2.8233852386474609,1,49.920661926269531,1,102209.55555555556,0.0099955553395880588,291.23822089301217,0.010008843615651131,0.0087999831885099411,5.7094016075134277,12.116758346557617,85.059244521887834,0.048498515039682388,0.025594413280487061,0.010270311497151852,-0.00053971522720530629,1.2043560743331909,0.057970102876424789,0.048133689910173416,0.0019156697671860456,0.0015906174667179585,2.6777784114528913e-06,2.2234110019780928e-06,-19.492563247680664,-0.019395586103200912,-0.016104528680443764,0,0,0.27479618787765503,0.12713903188705444,0.046721342951059341,299.0546875,291.48565673828125,11.503217697143555,5.7177095413208008,0.43092656135559082,0.0138131994754076
170,91.807923427544765,1,0.21646662056446075,143.75,11.905071258544922,2.8227996826171875,1,49.184345245361328,1,102209.52777777778,0.0099952775622821517,291.23560977511937,0.010004810057580471,0.0087999813258647919,5.7921304702758789,12.102046966552734,87.217527256167529,0.053110040724277496,0.025930069386959076,0.0081443041563034058,-0.00052567088278010488,1.2043560743331909,0.056399211287498474,0.046829350292682648,0.0019661355763673782,0.0016325201140716672,2.597545062599238e-06,2.156791651941603e-06,-18.985334396362305,-0.018890880048274994,-0.015685461461544037,0,0,0.31015387177467346,0.1290605366230011,0.036649871617555618,299.054443359375,291.461181640625,11.512008666992188,5.7312617301940918,0.51738929748535156,0.014171341434121132
180,119.79842194301871,1,0.21363663673400879,143.75,11.902379989624023,2.8222188949584961,1,48.501995086669922,1,102209.5,0.0099949997849762447,291.23299865722657,0.010002887807786465,0.0087999794632196426,5.8765316009521484,12.101140975952148,113.80850084586777,0.053614359349012375,0.0262574702501297,0.0077246823348104954,-0.0005123705486766994,1.2043560743331909,0.054930496960878372,0.045609846711158752,0.0020179147832095623,0.0016755134565755725,2.5206472855643369e-06,2.0929419406456873e-06,-18.504974365234375,-0.018412910401821136,-0.015288593247532845,0,0,0.31415319442749023,0.13096073269844055,0.034687649458646774,299.05416870117188,291.43450927734375,11.509623527526855,5.7407145500183105,0.51255607604980469,0.014879131689667702
190,119.2476717312807,1,0.2109176367521286,143.75,11.899757385253906,2.8216385841369629,1,47.84674072265625,1,102209.47222222222,0.0099947220076703359,291.23038753933378,0.0099985403940081596,0.0087999776005744934,5.960136890411377,12.103279113769531,113.28528814471666,0.049115289002656937,0.026588279753923416,0.008447316475212574,-0.00049974559806287289,1.2043560743331909,0.053537562489509583,0.044453267008066177,0.0020626988261938095,0.0017126984894275665,2.4470880362059688e-06,2.0318641418271e-06,-18.049007415771484,-0.017959211021661758,-0.014911877922713757,0,0,0.27940231561660767,0.13289706408977509,0.038072001188993454,299.05386352539062,291.45022583007812,11.488883972167969,5.74737548828125,0.41421481966972351,0.015928708016872406
200,116.73506580251295,1,0.20827829837799072,143.75,11.897281646728516,2.8210580348968506,1,47.199565887451172,1,102209.44444444444,0.0099944442303644288,291.22777642144098,0.0099975802004337311,0.0087999757379293442,6.0409660339355469,12.085588455200195,110.89831251238729,0.052921488881111145,0.026918262243270874,0.00819355808198452,-0.00048775869072414935,1.2043560743331909,0.052202723920345306,0.043344926089048386,0.0020959815010428429,0.0017403337405994534,2.3777092792443e-06,1.9742576569115045e-06,-17.616083145141602,-0.017528440803289413,-0.014554201625287533,0,0,0.30866572260856628,0.13483430445194244,0.036880727857351303,299.05355834960938,291.4364013671875,11.485834121704102,5.7515811920166016,0.43108272552490234,0.017016084864735603
210,114.83234576268804,1,0.20569925010204315,143.75,11.894930839538574,2.8204798698425293,1,46.523208618164062,1,102209.41666666667,0.0099941664530585218,291.22516530354818,0.010004233568906784,0.0087999738752841949,6.0986075401306152,12.070363998413086,109.09072847455363,0.052555572241544724,0.027236200869083405,0.0099125169217586517,-0.00047663695295341313,1.2043560743331909,0.050914354622364044,0.042275168001651764,0.00213089887984097,0.0017693262780085206,2.313061258973903e-06,1.9205792796128662e-06,-17.214405059814453,-0.017128761857748032,-0.014222340658307076,0,0,0.30578798055648804,0.13667124509811401,0.045010987669229507,299.05328369140625,291.41204833984375,11.470979690551758,5.7560596466064453,0.38784468173980713,0.016733594238758087
220,118.07155870014397,1,0.20322567224502563,143.75,11.892622947692871,2.8199102878570557,1,45.863784790039062,1,102209.38888888889,0.009993888675752613,291.22255418565538,0.010006059892475605,0.0087999701499938965,6.1620402336120605,12.066958427429199,112.16798076513676,0.058371830731630325,0.027543054893612862,0.0097624212503433228,-0.00046619787462987006,1.2043560743331909,0.049693718552589417,0.041261650621891022,0.0021617040038108826,0.0017949043540284038,2.2515180262416834e-06,1.8694787513595656e-06,-16.837385177612305,-0.01675361767411232,-0.013910850510001183,0,0,0.35325497388839722,0.13844415545463562,0.044295359402894974,299.05300903320312,291.4029541015625,11.483839988708496,5.7507123947143555,0.39663350582122803,0.016369406133890152
230,124.05850446321652,1,0.200884148478508,143.75,11.890254020690918,2.8193459510803223,1,45.277481079101562,1,102209.36111111111,0.0099936108984467059,291.21994306776259,0.010022160597145557,0.0087999692186713219,6.2428646087646484,12.055968284606934,117.85557924005569,0.059870339930057526,0.027855629101395607,0.0084090540185570717,-0.00045603342005051672,1.2043560743331909,0.048552211374044418,0.040313836187124252,0.0021795816719532013,0.001809748588129878,2.1901510081079323e-06,1.8185245380664128e-06,-16.470279693603516,-0.016388338059186935,-0.013607552275061607,0,0,0.36611068248748779,0.1402994841337204,0.037892181426286697,299.05270385742188,291.36917114257812,11.478311538696289,5.7558536529541016,0.41092252731323242,0.016892667859792709
240,129.90721628634333,1,0.1986459344625473,143.75,11.88780689239502,2.8187816143035889,1,44.715370178222656,1,102209.33333333333,0.0099933331211407971,291.21733194986979,0.010025017894804478,0.0087999673560261726,6.3407444953918457,12.054328918457031,123.41185547202615,0.056846290826797485,0.028157509863376617,0.006755010224878788,-0.00044643928413279355,1.2043560743331909,0.047473084181547165,0.039417814463376999,0.0022022256162017584,0.0018285502446815372,2.1322400698409183e-06,1.7704398942441912e-06,-16.123775482177734,-0.016043556854128838,-0.01332127396017313,0,0,0.34043872356414795,0.14208932220935822,0.030185151845216751,299.05242919921875,291.36212158203125,11.461956024169922,5.7584028244018555,0.46181607246398926,0.017847660928964615
250,132.98295047954824,1,0.19653081893920898,143.75,11.885308265686035,2.8182175159454346,1,44.148635864257812,1,102209.30555555556,0.0099930553438348901,291.21472083197699,0.010034511797130108,0.0087999645620584488,6.453946590423584,12.065898895263672,126.33380295557082,0.053192779421806335,0.028437960892915726,0.0062845884822309017,-0.00043782193097285926,1.2043560743331909,0.046463675796985626,0.038579683750867844,0.0022367611527442932,0.0018572257831692696,2.0803520328627201e-06,1.7273563344133436e-06,-15.812548637390137,-0.015733879059553146,-0.013064142316579819,0,0,0.31080824136734009,0.14373056590557098,0.028016623109579086,299.05215454101562,291.340087890625,11.455838203430176,5.7549576759338379,0.49782365560531616,0.018692366778850555
