time_s,q_z100p0m,q_z10p0m,q_z180p0m,q_z200p0m,q_z25p0m,q_z50p0m,theta_z100p0m,theta_z10p0m,theta_z180p0m,theta_z200p0m,theta_z25p0m,theta_z50p0m,u_z100p0m,u_z10p0m,u_z180p0m,u_z200p0m,u_z25p0m,u_z50p0m,v_z100p0m,v_z10p0m,v_z180p0m,v_z200p0m,v_z25p0m,v_z50p0m,w_z100p0m,w_z10p0m,w_z180p0m,w_z200p0m,w_z25p0m,w_z50p0m
100,0.009481535293161869,0.0098897414281964302,0.009000835008919239,0.008954695425927639,0.0097167789936065674,0.0096011878922581673,294.68057250976562,291.97311401367188,296.8536376953125,297.18856811523438,293.11526489257812,293.55413818359375,-9.5639410018920898,-2.3497686386108398,-10.569279670715332,-10.255510330200195,-4.3789763450622559,-6.611046314239502,1.8460944890975952,-0.0960964635014534,4.8277378082275391,5.2689399719238281,0.028671640902757645,0.06238863617181778,-0.031801190227270126,-0.029903894290328026,0.064356207847595215,0.079913400113582611,-0.014043651521205902,-0.025743214413523674
110,0.0095044989138841629,0.0099145825952291489,0.00899524986743927,0.0089243603870272636,0.0096917450428009033,0.0096102263778448105,294.66009521484375,291.83010864257812,296.8092041015625,297.17431640625,293.0179443359375,293.40338134765625,-9.6372852325439453,-2.2187545299530029,-10.549846649169922,-10.263113021850586,-4.6074538230895996,-6.6441431045532227,1.5983679294586182,-0.1064310222864151,4.9329390525817871,5.442255973815918,0.0035053803585469723,0.21926608681678772,0.036675434559583664,0.20670531690120697,-0.043396506458520889,-0.030262397602200508,0.1230088472366333,-0.090877056121826172
120,0.0094737103208899498,0.0099391918629407883,0.0090032787993550301,0.0089371167123317719,0.0096642207354307175,0.0096099087968468666,294.7301025390625,291.78604125976562,296.82562255859375,297.13681030273438,293.30303955078125,293.428466796875,-9.6351861953735352,-2.2750864028930664,-10.489435195922852,-10.327260971069336,-4.2576160430908203,-6.2187180519104004,1.6539765596389771,0.023494567722082138,4.9821610450744629,5.3813948631286621,-0.032823663204908371,0.71193689107894897,0.14601774513721466,-0.10122328251600266,-0.020418088883161545,-0.046861510723829269,-0.0063462532125413418,-0.11707493662834167
130,0.0094964681193232536,0.009772125631570816,0.0089911604300141335,0.0089345518499612808,0.0096947783604264259,0.0096061201766133308,294.66641235351562,292.42950439453125,296.785888671875,297.2392578125,292.99258422851562,293.4404296875,-9.5518989562988281,-2.6159689426422119,-10.432777404785156,-10.2032470703125,-4.5105581283569336,-6.2773370742797852,1.4442931413650513,-0.017231099307537079,5.027010440826416,5.4034514427185059,-0.019580071792006493,0.20790524780750275,0.12443164736032486,-0.063526444137096405,0.013472931459546089,0.011996233835816383,0.13462170958518982,0.00064817670499905944
140,0.0094704339280724525,0.0098497578874230385,0.0089853312820196152,0.008929193951189518,0.0097127696499228477,0.0096139516681432724,294.560302734375,292.24331665039062,296.80661010742188,297.1407470703125,293.05667114257812,293.432373046875,-9.866633415222168,-2.7021784782409668,-10.576713562011719,-10.127899169921875,-4.6763544082641602,-6.3810648918151855,1.7670241594314575,0.18195180594921112,5.086761474609375,5.4732813835144043,-0.19973479211330414,0.39570456743240356,-0.081544049084186554,0.00081663206219673157,-0.049527332186698914,-0.023152083158493042,-0.095797747373580933,-0.03398992121219635
150,0.0095070628449320793,0.0099122626706957817,0.0089949993416666985,0.0089181959629058838,0.0096493745222687721,0.0096300942823290825,294.6126708984375,291.91989135742188,296.89230346679688,297.18072509765625,293.153564453125,293.35134887695312,-9.6919841766357422,-2.5007188320159912,-10.50252628326416,-10.235294342041016,-4.6237459182739258,-6.0656881332397461,1.6767834424972534,-0.59373670816421509,5.0935311317443848,5.4790101051330566,0.04774431511759758,0.20685213804244995,-0.051001004874706268,-0.02392980270087719,0.016724634915590286,0.0068169329315423965,-0.047668330371379852,0.12926723062992096
160,0.0094983195886015892,0.0098096039146184921,0.0090110301971435547,0.0089201461523771286,0.0097897890955209732,0.0096002146601676941,294.635986328125,292.29116821289062,296.7933349609375,297.25177001953125,292.58135986328125,293.58328247070312,-9.7188014984130859,-2.6876990795135498,-10.372830390930176,-10.074899673461914,-4.106269359588623,-6.8611536026000977,1.6530332565307617,-0.30195251107215881,5.0712432861328125,5.4756355285644531,0.1307176947593689,0.39328330755233765,0.0252081248909235,-0.056249961256980896,0.04315667599439621,0.035619661211967468,-0.076117172837257385,-0.04337015375494957
170,0.0094559062272310257,0.0098535493016242981,0.0089807799085974693,0.0089339427649974823,0.009714856743812561,0.0096132494509220123,294.66622924804688,292.25335693359375,296.8394775390625,297.14666748046875,292.96316528320312,293.46279907226562,-9.6876163482666016,-2.6281731128692627,-10.500346183776855,-10.230573654174805,-3.862276554107666,-6.6087613105773926,1.7291393280029297,-0.015624594874680042,5.0044832229614258,5.4838027954101562,0.10146860033273697,0.63888603448867798,-0.0050893593579530716,-0.034472901374101639,-0.0036356551572680473,-0.040706079453229904,-0.028744813054800034,0.10500065982341766
180,0.0094480244442820549,0.0098900878801941872,0.0090024452656507492,0.0089228572323918343,0.0097176134586334229,0.0096238367259502411,294.71353149414062,292.01113891601562,296.76278686523438,297.23583984375,292.89889526367188,293.42880249023438,-9.8077983856201172,-2.5339841842651367,-10.43321418762207,-10.167380332946777,-4.6099495887756348,-6.0217289924621582,1.5592381954193115,-0.1659163236618042,5.0544600486755371,5.4478621482849121,0.60382926464080811,0.30879867076873779,-0.19605225324630737,-0.0110258674249053,-0.081006988883018494,-0.028804128989577293,0.12790128588676453,-0.077877767384052277
190,0.0095166219398379326,0.0098964916542172432,0.0090281926095485687,0.0089415889233350754,0.009718332439661026,0.009606383740901947,294.59341430664062,291.98477172851562,296.77474975585938,297.1490478515625,292.96932983398438,293.48236083984375,-9.607813835144043,-2.4818611145019531,-10.495133399963379,-10.234722137451172,-4.0632567405700684,-6.603886604309082,1.4229445457458496,-0.094922855496406555,4.9966554641723633,5.4694857597351074,-0.14322590827941895,0.42610576748847961,0.02083614282310009,-0.0067372978664934635,0.033694017678499222,-0.013538407161831856,0.060344193130731583,-0.06515483558177948
200,0.0095057571306824684,0.0098897265270352364,0.0089771728962659836,0.0089375395327806473,0.0097364801913499832,0.0096183326095342636,294.65625,291.97354125976562,296.88473510742188,297.18185424804688,293.00350952148438,293.42318725585938,-9.4813833236694336,-2.2894768714904785,-10.448687553405762,-10.193632125854492,-4.7231645584106445,-6.1912226676940918,1.6256539821624756,-0.17376714944839478,5.1498193740844727,5.4249191284179688,0.15257631242275238,0.14166159927845001,0.0093340063467621803,-0.0024452174548059702,0.089831486344337463,0.018003752455115318,-0.14069806039333344,0.083727613091468811
210,0.0094717415049672127,0.0099339541047811508,0.0089884223416447639,0.0089161712676286697,0.0097601888701319695,0.0096122175455093384,294.69696044921875,291.74725341796875,296.85763549804688,297.19775390625,292.90750122070312,293.5787353515625,-9.5412979125976562,-2.2865810394287109,-10.391427993774414,-10.07695198059082,-4.128608226776123,-6.0406942367553711,1.618744969367981,-0.087075851857662201,5.0656518936157227,5.477445125579834,-0.021027650684118271,0.27041754126548767,0.0082229264080524445,0.15461644530296326,-0.0096703721210360527,-0.0018586191581562161,0.16844172775745392,0.0086120860651135445
220,0.0095093678683042526,0.009951932355761528,0.0090162316337227821,0.00894149299710989,0.0096527962014079094,0.009597480297088623,294.52865600585938,291.67987060546875,296.7471923828125,297.0999755859375,293.1240234375,293.58645629882812,-9.7063322067260742,-2.1077706813812256,-10.469581604003906,-10.154439926147461,-4.8181157112121582,-6.2783293724060059,1.5243803262710571,-0.14441002905368805,4.973294734954834,5.4433121681213379,-0.13261888921260834,0.22161276638507843,-0.023826651275157928,-0.045433983206748962,0.078543961048126221,0.031674817204475403,0.033247645944356918,0.082074284553527832
230,0.0095455711707472801,0.0099171381443738937,0.0089848591014742851,0.0089835133403539658,0.0096273049712181091,0.0096136555075645447,294.53448486328125,291.90762329101562,296.88525390625,297.06195068359375,293.23779296875,293.455810546875,-9.4471712112426758,-2.1045303344726562,-10.452709197998047,-10.22658634185791,-4.8849377632141113,-6.3251247406005859,1.4772692918777466,-0.33843234181404114,5.1391210556030273,5.3078165054321289,-0.17126579582691193,0.46185475587844849,0.065366506576538086,-0.0046398676931858063,0.0333421491086483,0.0027002629358321428,-0.11716099828481674,-0.0023321791086345911
240,0.0094265174120664597,0.0098560377955436707,0.0089963441714644432,0.0089482609182596207,0.00967436283826828,0.0096146631985902786,294.80783081054688,292.03921508789062,296.8470458984375,297.17239379882812,293.09918212890625,293.37161254882812,-9.8954095840454102,-2.2619369029998779,-10.374800682067871,-10.108663558959961,-4.608734130859375,-6.0899038314819336,1.6625407934188843,-0.14748486876487732,5.0352268218994141,5.4771895408630371,0.15175069868564606,0.80520516633987427,-0.0047154822386801243,0.020474329590797424,-0.028150608763098717,0.0023220160510390997,-0.076638109982013702,-0.067218869924545288
250,0.0094871167093515396,0.0099025070667266846,0.0089738732203841209,0.0089478930458426476,0.0096996836364269257,0.0096264071762561798,294.7523193359375,291.83462524414062,296.850830078125,297.14053344726562,292.94552612304688,293.33419799804688,-9.769627571105957,-2.230682373046875,-10.496478080749512,-10.342615127563477,-4.0066428184509277,-6.0269374847412109,1.7828367948532104,0.062453024089336395,5.0678615570068359,5.4559531211853027,0.14894676208496094,-0.11748125404119492,-0.084547489881515503,-0.025034520775079727,-0.066960923373699188,-0.079361394047737122,0.1137264296412468,0.037691578269004822
