variable,time_s,z_m,value,location,units,record_kind,window_start_s,window_end_s
u_mean,9000.0,687.5,6.70153809,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,692.5,6.7008853,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,697.5,6.70001984,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,702.5,6.69917917,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,707.5,6.69814968,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,712.5,6.69713879,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,717.5,6.69601727,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,722.5,6.69498491,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,727.5,6.69394779,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,732.5,6.69299412,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,737.5,6.69214249,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,742.5,6.69143915,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,747.5,6.69097185,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,752.5,6.69082165,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,757.5,6.69102669,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,762.5,6.69167519,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,767.5,6.69281626,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,772.5,6.69441986,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,777.5,6.69654703,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,782.5,6.69919682,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,787.5,6.70227337,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,792.5,6.70584106,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,797.5,6.70976877,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,802.5,6.7143836,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,807.5,6.71955013,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,812.5,6.72564077,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,817.5,6.73262358,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,822.5,6.74096727,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,827.5,6.75072384,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,832.5,6.76293182,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,837.5,6.78005695,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,842.5,6.80572844,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,847.5,6.84308672,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,852.5,6.887321,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,857.5,6.92730808,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,862.5,6.95450068,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,867.5,6.97062635,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,872.5,6.98314524,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,877.5,6.99166918,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,882.5,6.99587011,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,887.5,6.99637413,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,892.5,6.9951272,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,897.5,6.9938736,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,902.5,6.99343109,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,907.5,6.99306679,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,912.5,6.99396658,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,917.5,6.99445391,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,922.5,6.99582195,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,927.5,6.9968791,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,932.5,6.99704075,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,937.5,6.99701977,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,942.5,6.99448252,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,947.5,6.99407339,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,952.5,6.99506664,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,957.5,6.99766588,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,962.5,6.99969864,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,967.5,7.0002265,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,972.5,6.99939871,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,977.5,6.99864912,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,982.5,6.99883986,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,987.5,7.0001111,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,992.5,7.00165129,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,997.5,7.00282669,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1002.5,7.00221395,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1007.5,7.00082159,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1012.5,6.99891949,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1017.5,6.99820232,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1022.5,6.99859524,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1027.5,7.00055599,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1032.5,7.00057125,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1037.5,6.99938917,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1042.5,6.99760151,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1047.5,6.99591255,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1052.5,6.99471521,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1057.5,6.99437761,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1062.5,6.99634409,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1067.5,6.99876308,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1072.5,7.00062561,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1077.5,7.00098372,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1082.5,7.00109863,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1087.5,7.00049162,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1092.5,7.00026655,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1097.5,6.99918842,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1102.5,6.99845266,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1107.5,6.9978385,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1112.5,6.9981823,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1117.5,6.9989109,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1122.5,6.99990416,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1127.5,7.00056982,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1132.5,7.00109768,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1137.5,7.00071764,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1142.5,7.00024891,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1147.5,6.99855852,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1152.5,6.99888182,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1157.5,6.99977827,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1162.5,7.00061512,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1167.5,7.00057793,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1172.5,6.99855614,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1177.5,6.99858379,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1182.5,6.99934673,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1187.5,7.00049353,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1192.5,7.0004096,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1197.5,6.999897,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1202.5,6.99847841,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1207.5,6.99726582,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1212.5,6.99668217,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1217.5,6.9977026,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1222.5,6.99842072,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1227.5,6.99869204,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1232.5,6.99942446,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1237.5,6.99980164,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1242.5,6.99918318,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1247.5,6.99888611,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1252.5,6.99834585,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1257.5,6.99734926,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1262.5,6.99834824,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1267.5,6.99959612,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1272.5,6.99967384,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1277.5,6.99883795,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1282.5,6.99832869,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1287.5,6.99820375,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1292.5,6.99783564,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1297.5,6.99737549,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1302.5,6.99671173,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1307.5,6.99590254,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1312.5,6.99536943,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1317.5,6.99489641,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1322.5,6.99408627,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1327.5,6.99238586,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1332.5,6.99019003,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1337.5,6.9882803,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1342.5,6.98656464,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1347.5,6.98588657,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1352.5,6.98545027,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1357.5,6.98592663,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1362.5,6.98626566,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1367.5,6.98690701,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1372.5,6.98739481,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1377.5,6.98841476,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1382.5,6.98925066,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1387.5,6.99046278,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1392.5,6.99160004,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1397.5,6.99237442,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
u_mean,9000.0,1402.5,6.99327421,Center,m s^-1,preceding_1800s_average,7200.0,9000.0
