time_s,boundary_layer_height,boundary_layer_height_valid,friction_velocity,low_level_jet_height,low_level_jet_speed,low_level_jet_turning_from_geostrophic,low_level_jet_valid,obukhov_length,obukhov_length_valid,resolved_tke_vertical_integral,speed_maximum,stress_height_0_05,surface_bulk_richardson_maximum,surface_bulk_richardson_mean,surface_buoyancy_flux,surface_density,surface_drag_u_dynamic_flux,surface_drag_u_kinematic_flux,surface_drag_v_dynamic_flux,surface_drag_v_kinematic_flux,surface_layer_face1_filtered_u_mean,surface_layer_face1_filtered_u_mean_w_mean_transport,surface_layer_face1_filtered_uw_product,surface_layer_face1_filtered_v_mean,surface_layer_face1_filtered_v_mean_w_mean_transport,surface_layer_face1_filtered_vw_product,surface_layer_face1_filtered_w_mean,surface_layer_face1_momentum_active_fraction,surface_layer_face1_momentum_deficit,surface_layer_face1_momentum_deficit_zero_fraction,surface_layer_face1_momentum_valid_zero_deficit_fraction,surface_layer_face1_resolved_u_flux,surface_layer_face1_resolved_v_flux,surface_layer_face1_transverse_resolved_stress,surface_layer_face1_viscosity,surface_layer_face1_viscosity_cap_fraction,surface_layer_face1_viscosity_zero_fraction,surface_layer_face1_ρqᵛ_active_fraction,surface_layer_face1_ρqᵛ_cap_fraction,surface_layer_face1_ρqᵛ_deficit,surface_layer_face1_ρqᵛ_diffusivity,surface_layer_face1_ρqᵛ_filtered_scalar_mean,surface_layer_face1_ρqᵛ_filtered_scalar_mean_w_mean_transport,surface_layer_face1_ρqᵛ_filtered_scalar_w_product,surface_layer_face1_ρqᵛ_resolved_flux,surface_layer_face1_ρθ_active_fraction,surface_layer_face1_ρθ_cap_fraction,surface_layer_face1_ρθ_deficit,surface_layer_face1_ρθ_deficit_zero_fraction,surface_layer_face1_ρθ_diffusivity,surface_layer_face1_ρθ_diffusivity_zero_fraction,surface_layer_face1_ρθ_filtered_scalar_mean,surface_layer_face1_ρθ_filtered_scalar_mean_w_mean_transport,surface_layer_face1_ρθ_filtered_scalar_w_product,surface_layer_face1_ρθ_resolved_flux,surface_layer_face1_ρθ_valid_zero_deficit_fraction,surface_layer_face2_filtered_u_mean,surface_layer_face2_filtered_u_mean_w_mean_transport,surface_layer_face2_filtered_uw_product,surface_layer_face2_filtered_v_mean,surface_layer_face2_filtered_v_mean_w_mean_transport,surface_layer_face2_filtered_vw_product,surface_layer_face2_filtered_w_mean,surface_layer_face2_momentum_active_fraction,surface_layer_face2_momentum_deficit,surface_layer_face2_resolved_u_flux,surface_layer_face2_resolved_v_flux,surface_layer_face2_transverse_resolved_stress,surface_layer_face2_viscosity,surface_layer_face2_viscosity_cap_fraction,surface_layer_face2_ρqᵛ_active_fraction,surface_layer_face2_ρqᵛ_cap_fraction,surface_layer_face2_ρqᵛ_deficit,surface_layer_face2_ρqᵛ_diffusivity,surface_layer_face2_ρqᵛ_filtered_scalar_mean,surface_layer_face2_ρqᵛ_filtered_scalar_mean_w_mean_transport,surface_layer_face2_ρqᵛ_filtered_scalar_w_product,surface_layer_face2_ρqᵛ_resolved_flux,surface_layer_face2_ρθ_active_fraction,surface_layer_face2_ρθ_cap_fraction,surface_layer_face2_ρθ_deficit,surface_layer_face2_ρθ_diffusivity,surface_layer_face2_ρθ_filtered_scalar_mean,surface_layer_face2_ρθ_filtered_scalar_mean_w_mean_transport,surface_layer_face2_ρθ_filtered_scalar_w_product,surface_layer_face2_ρθ_resolved_flux,surface_layer_filtered_friction_velocity,surface_layer_filtered_surface_flux_ρqᵛ,surface_layer_filtered_surface_flux_ρθ,surface_layer_filtered_surface_u_flux,surface_layer_filtered_surface_v_flux,surface_neutral_fallback_fraction,surface_sensible_heat_flux,surface_stability_cap_fraction,surface_stability_parameter_maximum,surface_stability_parameter_mean,surface_temperature,surface_theta_dynamic_flux,surface_theta_kinematic_flux,theta_maximum,theta_minimum,u_absolute_maximum,v_absolute_maximum,w_absolute_maximum,w_variance_maximum
9840,172.43409314488795,1,0.22379447519779205,268.75,8.0013618469238281,0.00033309671562165022,1,130.86935424804688,1,19.341520309448242,8.0708389282226562,163.81238848764355,0.070003442466259003,0.012546018697321415,-0.00021411651687230915,1.3223112821578979,-0.054546400904655457,-0.041250802576541901,-0.037558652460575104,-0.028403790667653084,2.840548038482666,-0.0010311061050742865,-0.035118572413921356,1.7629530429840088,-0.00036688090767711401,-0.016343709081411362,-6.9849193096160889e-10,1,0.013349239714443684,0.9384765625,0.9384765625,-0.034087467938661575,-0.015976829454302788,-0.0058375373482704163,0.015467733144760132,0,0.9384765625,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.61041259765625,-0.00011615455150604248,-0.0066000074148178101,-0.0064841569401323795,1,3.8118829727172852,-0.0022070715203881264,-0.032898947596549988,2.20511794090271,-0.00091024092398583889,-0.014912094920873642,-1.8975697457790375e-07,0,0.99501639604568481,-0.030691873282194138,-0.014001853764057159,-0.00027099763974547386,0,0,0,0,1,0,0,0,0,0,0,0,1.0151779651641846,0,349.31832885742188,-0.00021243095397949219,-0.0052716732025146484,-0.0050593288615345955,0.22438640892505646,0,-0.0057069999165832996,-0.041727121919393539,-0.028304535895586014,0,-7.6429586410522461,0,0.34370416402816772,0.053426854312419891,264.31666665012017,-0.0076049338094890118,-0.0057512433268129826,267.86874389648438,264.353759765625,8.0708246231079102,3.3222174644470215,1.0213701725006104,0.058123741298913956
9900,181.81663907722717,1,0.22419960796833038,281.25,8.0011653900146484,0.00021014097728766501,1,131.21641540527344,1,18.121791839599609,8.0667409896850586,172.7258071233658,0.092087171971797943,0.01256132684648037,-0.00021471205400303006,1.3223112821578979,-0.054595999419689178,-0.041288312524557114,-0.037908896803855896,-0.028668662533164024,2.8369946479797363,-0.00044775474816560745,-0.034599959850311279,1.7717690467834473,-0.00015635858289897442,-0.016615793108940125,1.7462298274040222e-10,1,0.014792476780712605,0.93359375,0.93359375,-0.034152206033468246,-0.016459433361887932,-0.0055345036089420319,0.017163848504424095,0,0.93359375,0,0,1,0,0,0,0,0,1,0,1.9953353330492973e-05,0.9990234375,2.196226705564186e-05,0.9990234375,349.60549926757812,-8.4757804870605469e-05,-0.0065163373947143555,-0.00643173698335886,0.9990234375,3.8115313053131104,-0.0012033474631607533,-0.030647959560155869,2.2213160991668701,-0.00055288535077124834,-0.013148225843906403,-1.8882565200328827e-07,0,0.99527287483215332,-0.029444612562656403,-0.012595342472195625,-0.00029902462847530842,0,0,0,0,1,0,0,0,0,0,0,0,1.0144654512405396,0,349.314697265625,-0.00015273690223693848,-0.0049744546413421631,-0.0048218155279755592,0.22427967190742493,0,-0.0057135852985084057,-0.041627384722232819,-0.028318755328655243,0,-7.6642165184020996,0,0.48606821894645691,0.053586103022098541,264.31249998335261,-0.0076260860078036785,-0.005767239723354578,267.86715698242188,264.35488891601562,8.0665979385375977,3.2138416767120361,0.76072871685028076,0.043231599032878876
9960,195.71126880329413,1,0.22244442999362946,281.25,8.0009241104125977,0.00017515468061901629,1,130.1240234375,1,17.131153106689453,8.0774421691894531,185.92570536312942,0.07156749814748764,0.012791438028216362,-0.00021146920335013419,1.3223112821578979,-0.053236432373523712,-0.040260136127471924,-0.038038976490497589,-0.028767036274075508,2.8296716213226318,-0.00051924469880759716,-0.033590100705623627,1.7789597511291504,-0.0002999710850417614,-0.016883376985788345,1.6298145055770874e-09,1,0.011420426890254021,0.943359375,0.943359375,-0.033070862293243408,-0.016583405435085297,-0.0049693286418914795,0.013318074867129326,0,0.943359375,0,0,1,0,0,0,0,0,1,0,6.3607061747461557e-05,0.998046875,7.4057417805306613e-05,0.998046875,349.60040283203125,-8.3088874816894531e-05,-0.00645408034324646,-0.0063709504902362823,0.998046875,3.8092551231384277,-0.0002971794456243515,-0.029025467112660408,2.2335669994354248,-0.00015255529433488846,-0.012571068480610847,-1.9208528101444244e-07,0,0.99535620212554932,-0.028728287667036057,-0.012418514117598534,-0.00029929226730018854,0,0,0,0,1,0,0,0,0,0,0,0,1.014545202255249,0,349.31097412109375,-7.7009201049804688e-05,-0.0049253106117248535,-0.0048483703285455704,0.22414031624794006,0,-0.0057165157049894333,-0.041480522602796555,-0.028407365083694458,0,-7.5484623908996582,0,0.35308423638343811,0.054628070443868637,264.30833331658505,-0.0075109079480171204,-0.0056801359169185162,267.86749267578125,264.39352416992188,8.0772743225097656,3.3211483955383301,0.78932631015777588,0.042153030633926392
10020,187.07164451022265,1,0.222678542137146,281.25,8.0000772476196289,8.3754079241771251e-05,1,130.96240234375,1,17.624069213867188,8.0922775268554688,177.71806228471152,0.075468681752681732,0.012467026710510254,-0.0002107795444317162,1.3223112821578979,-0.053343471139669418,-0.040341082960367203,-0.038126207888126373,-0.028833005577325821,2.8221061229705811,-0.00066729006357491016,-0.033900242298841476,1.7869483232498169,-0.00037922675255686045,-0.016784178093075752,2.4447217583656311e-09,1,0.011318428441882133,0.958984375,0.958984375,-0.033232953399419785,-0.016404950991272926,-0.005312010645866394,0.013177621178328991,0,0.958984375,0,0,1,0,0,0,0,0,1,0,0.00037340668495744467,0.998046875,0.00043884487240575254,0.998046875,349.5953369140625,-6.4045190811157227e-05,-0.0063689053058624268,-0.006304815411567688,0.998046875,3.8073456287384033,-3.6463607102632523e-05,-0.030386351048946381,2.2485084533691406,2.8362264856696129e-05,-0.013326519168913364,-1.9231811165809631e-07,0,0.99508005380630493,-0.030349889770150185,-0.013354882597923279,-0.00031059756292961538,0,0,0,0,1,0,0,0,0,0,0,0,1.0149986743927002,0,349.30709838867188,-5.4597854614257812e-05,-0.0050538480281829834,-0.0049995323643088341,0.22371593117713928,0,-0.0057017854414880276,-0.041234858334064484,-0.028446516022086143,0,-7.5238447189331055,0,0.37691563367843628,0.053137477487325668,264.30416664981749,-0.0074864127673208714,-0.005661611445248127,267.86700439453125,264.36599731445312,8.0922336578369141,3.6790134906768799,0.75384080410003662,0.061157546937465668
10080,175.08163016148592,1,0.22631479799747467,231.25,8.0005083084106445,-7.8101045801304281e-05,1,132.52487182617188,1,18.147315979003906,8.0746841430664062,166.32754865341161,0.096635006368160248,0.012568965554237366,-0.00021866611496079713,1.3223112821578979,-0.054902393370866776,-0.041520021855831146,-0.039656355977058411,-0.02999018132686615,2.819098949432373,-0.0011945669539272785,-0.034974537789821625,1.796612024307251,-0.00082935288082808256,-0.017363589257001877,3.5506673157215118e-09,1,0.011029375717043877,0.9501953125,0.9501953125,-0.033779971301555634,-0.016534237191081047,-0.0057020885869860649,0.012616931460797787,0,0.9501953125,0,0,1,0,0,0,0,0,1,0,0.00065418105805292726,0.9931640625,0.0007598361698910594,0.9931640625,349.59088134765625,-0.00013309717178344727,-0.0066659599542617798,-0.0065327035263180733,0.9931640625,3.8051958084106445,-0.00050992402248084545,-0.03129451721906662,2.2622947692871094,-0.00029121886473149061,-0.012732211500406265,-1.9065919332206249e-07,0,0.99509996175765991,-0.030784595757722855,-0.012440992519259453,-0.00037417095154523849,0,0,0,0,1,0,0,0,0,0,0,0,1.0157256126403809,0,349.30288696289062,-0.00010429322719573975,-0.0053460299968719482,-0.005241873674094677,0.22383579611778259,0,-0.0057163750752806664,-0.041181430220603943,-0.028648816049098969,0,-7.8053584098815918,0,0.51833450794219971,0.053729943931102753,264.29999998304993,-0.0077665257267653942,-0.0058734472841024399,267.86593627929688,264.32855224609375,8.0743541717529297,3.6869325637817383,1.0454305410385132,0.059048041701316833
10140,170.04225881080816,1,0.22976931929588318,231.25,8.0016002655029297,-7.1008878876455128e-05,1,134.607177734375,1,18.796426773071289,8.0737380981445312,161.54014587026774,0.58569961786270142,0.013021565973758698,-0.00022529310081154108,1.3223112821578979,-0.057161293923854828,-0.043228320777416229,-0.040075242519378662,-0.030306965112686157,2.8161764144897461,-0.0015067113563418388,-0.036898717284202576,1.8028233051300049,-0.001044647884555161,-0.017016945406794548,3.4924596548080444e-09,1,0.0066818254999816418,0.9775390625,0.9775390625,-0.035392008721828461,-0.015972297638654709,-0.0071811936795711517,0.0076220501214265823,0,0.9775390625,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.58663940429688,-0.00018012523651123047,-0.0069115906953811646,-0.0067314477637410164,1,3.7994148731231689,-0.0005947737954556942,-0.030889887362718582,2.2731223106384277,-0.00029188254848122597,-0.011506946757435799,-1.9097933545708656e-07,0,0.99525821208953857,-0.03029511496424675,-0.01121506467461586,-0.0004174055065959692,0,0,0,0,1,0,0,0,0,0,0,0,1.0158538818359375,0,349.2978515625,-0.00010225176811218262,-0.00538673996925354,-0.0052846446633338928,0.22445380687713623,0,-0.0057619856670498848,-0.041388418525457382,-0.028923528268933296,0,-8.0419111251831055,0.0009765625,10,0.062951281666755676,264.29583331628237,-0.0080019012093544006,-0.006051450502127409,267.8648681640625,264.404541015625,8.0734043121337891,3.4371941089630127,0.85873448848724365,0.053871415555477142
10200,166.02776493852986,1,0.23403932154178619,231.25,8.0014543533325195,-0.00022373518731910735,1,137.35423278808594,1,19.419343948364258,8.0630989074707031,157.72637669160335,0.066125154495239258,0.01209038682281971,-0.00023332670389208943,1.3223112821578979,-0.06024923175573349,-0.045563578605651855,-0.040199033915996552,-0.030400583520531654,2.8121562004089355,-0.0020249220542609692,-0.039554037153720856,1.8072015047073364,-0.0013849472161382437,-0.017105981707572937,2.6775524020195007e-09,1,0.0060107838362455368,0.9658203125,0.9658203125,-0.037529118359088898,-0.015721030533313751,-0.0085191605612635612,0.0069149993360042572,0,0.9658203125,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.58221435546875,-0.00024443864822387695,-0.0071675777435302734,-0.0069231214001774788,1,3.7866621017456055,-0.00099684554152190685,-0.030621428042650223,2.2806706428527832,-0.00049656862393021584,-0.011082313023507595,-1.8929131329059601e-07,0,0.99538338184356689,-0.029624583199620247,-0.010585745796561241,-0.00042856426443904638,0,0,0,0,1,0,0,0,0,0,0,0,1.0157618522644043,0,349.2919921875,-0.00013655424118041992,-0.005390554666519165,-0.0052539566531777382,0.22563502192497253,0,-0.0058337957598268986,-0.041941750794649124,-0.029172051697969437,0,-8.3286733627319336,0,0.32085904479026794,0.0514686219394207,264.29166664951481,-0.0082872370257973671,-0.0062672360800206661,267.86532592773438,264.38143920898438,8.0630016326904297,3.4801149368286133,0.67819857597351074,0.054418813437223434
10260,130.01998238897187,1,0.23759596049785614,231.25,8.0010929107666016,-0.00037655190681107342,1,140.77207946777344,1,19.686180114746094,8.0537185668945312,123.51898326952328,0.29943341016769409,0.012425032444298267,-0.00023819938360247761,1.3223112821578979,-0.061919115483760834,-0.046826429665088654,-0.041691523045301437,-0.031529281288385391,2.8113510608673096,-0.0018591671250760555,-0.041238665580749512,1.810638427734375,-0.001238363329321146,-0.018447242677211761,3.0267983675003052e-09,1,0.0020746120717376471,0.98828125,0.98828125,-0.03937949612736702,-0.017208877950906754,-0.0082326978445053101,0.0023329046089202166,0,0.98828125,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.57763671875,-0.00021445751190185547,-0.0073220133781433105,-0.0071072746068239212,1,3.7695653438568115,-0.0011028796434402466,-0.034514524042606354,2.2831940650939941,-0.00049592624418437481,-0.011018779128789902,-1.9045546650886536e-07,0,0.99483931064605713,-0.033411644399166107,-0.010522853583097458,-0.00054027070291340351,0,0,0,0,1,0,0,0,0,0,0,0,1.0161840915679932,0,349.285400390625,-0.00012624263763427734,-0.0055208802223205566,-0.0053946943953633308,0.22755672037601471,0,-0.0059276423417031765,-0.042732976377010345,-0.029536798596382141,0,-8.5026054382324219,0,9.2192068099975586,0.061222165822982788,264.28749998274725,-0.0084603037685155869,-0.0063981181010603905,267.8646240234375,264.42901611328125,8.053675651550293,3.811023473739624,0.78859353065490723,0.063568368554115295
10320,116.10685469572122,1,0.23778687417507172,243.75,8.0012435913085938,0.00029055567574687302,1,140.18440246582031,1,19.38831901550293,8.0611143112182617,110.30151196093516,0.068379200994968414,0.011626515537500381,-0.00023977500677574426,1.3223112821578979,-0.061701215803623199,-0.046661641448736191,-0.042226195335388184,-0.031933628022670746,2.8177409172058105,-0.0011263517662882805,-0.041324473917484283,1.8177008628845215,-0.00065674871439114213,-0.019815277308225632,2.7357600629329681e-09,1,0.0025883768685162067,0.984375,0.984375,-0.040198121219873428,-0.019158527255058289,-0.0070123951882123947,0.002875924576073885,0,0.984375,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.5733642578125,-0.00012326985597610474,-0.0073815733194351196,-0.0072580380365252495,1,3.7558102607727051,-0.00073243642691522837,-0.037070058286190033,2.2862875461578369,-0.00029889307916164398,-0.015139688737690449,-1.9115395843982697e-07,0,0.99399363994598389,-0.036337625235319138,-0.014840796589851379,-0.0004412851994857192,0,0,0,0,1,0,0,0,0,0,0,0,1.0174696445465088,0,349.2794189453125,-9.2685222625732422e-05,-0.0059158522635698318,-0.0058232387527823448,0.22954380512237549,0,-0.0060177640989422798,-0.04347836971282959,-0.029927661642432213,0,-8.5588474273681641,0,0.33406564593315125,0.049363330006599426,264.28333331597969,-0.0085162660107016563,-0.0064404397271573544,267.86392211914062,264.4171142578125,8.0611133575439453,3.493840217590332,1.0539146661758423,0.060590960085391998
10380,158.69468613705709,1,0.24125906825065613,231.25,8.0018482208251953,-0.00036048432230018079,1,144.02301025390625,1,18.929792404174805,8.0542573928833008,150.75995183020422,0.035838011652231216,0.011320875957608223,-0.00024375808425247669,1.3223112821578979,-0.063200131058692932,-0.047795198857784271,-0.043926805257797241,-0.033219717442989349,2.8238410949707031,-0.00092141330242156982,-0.041986681520938873,1.8321735858917236,-0.00042944081360474229,-0.020950522273778915,2.648448571562767e-09,1,0.0040744543075561523,0.974609375,0.974609375,-0.041065268218517303,-0.020521081984043121,-0.0064559918828308582,0.0045449584722518921,0,0.974609375,0,0,1,0,0,0,0,0,1,0,6.3517887610942125e-05,0.998046875,7.6558499131351709e-05,0.998046875,349.56951904296875,-6.7323446273803711e-05,-0.0073711350560188293,-0.0073035783134400845,0.998046875,3.7463321685791016,-0.00074838590808212757,-0.03744170069694519,2.2957184314727783,-0.00013940117787569761,-0.018151665106415749,-1.8996070139110088e-07,0,0.99346804618835449,-0.036693312227725983,-0.018012262880802155,-0.00032355159055441618,0,0,0,0,1,0,0,0,0,0,0,0,1.0178258419036865,0,349.27481079101562,-7.133185863494873e-05,-0.0060131847858428955,-0.0059419753961265087,0.23132643103599548,0,-0.006101404782384634,-0.04413963109254837,-0.030394895002245903,0,-8.701024055480957,0,0.16005590558052063,0.04800897091627121,264.27916664921213,-0.0086577357724308968,-0.0065474263392388821,267.86404418945312,264.41180419921875,8.0542259216308594,3.6378979682922363,0.9407728910446167,0.061700455844402313
10440,111.86033448751499,1,0.23952105641365051,231.25,8.0025510787963867,-0.00031926075462251902,1,143.16192626953125,1,17.710010528564453,8.0459699630737305,106.26731776313923,0.035571515560150146,0.011316186748445034,-0.00023996258096303791,1.3223112821578979,-0.061656095087528229,-0.04662751778960228,-0.04419824481010437,-0.033424992114305496,2.8277344703674316,-0.0010148989968001842,-0.041197646409273148,1.8504763841629028,-0.00044389005051925778,-0.02173231914639473,2.4738255888223648e-09,1,0.0054176365956664085,0.970703125,0.970703125,-0.040182746946811676,-0.021288426592946053,-0.0054490845650434494,0.0062225330621004105,0,0.970703125,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.5655517578125,-6.6712498664855957e-05,-0.0073197484016418457,-0.0072527434676885605,1,3.7340192794799805,-0.0011153938248753548,-0.036813642829656601,2.308558464050293,-0.00027381617110222578,-0.019659630954265594,-1.9016442820429802e-07,0,0.99324393272399902,-0.035698249936103821,-0.019385814666748047,-0.00024511211086064577,0,0,0,0,1,0,0,0,0,0,0,0,1.0179910659790039,0,349.2703857421875,-9.612739086151123e-05,-0.0060928165912628174,-0.0059970002621412277,0.23306342959403992,0,-0.0061790742911398411,-0.044747218489646912,-0.030978497117757797,0,-8.5655431747436523,0,0.15876109898090363,0.047966685146093369,264.27499998244457,-0.0085229286924004555,-0.0064454781822860241,267.86380004882812,264.395263671875,8.0459480285644531,3.5364844799041748,0.90382015705108643,0.055664286017417908
10500,129.3657546497212,1,0.23395596444606781,231.25,8.0024290084838867,-0.00031423295149579644,1,139.03196716308594,1,17.073358535766602,8.0639123916625977,122.89746691723514,0.038982503116130829,0.011946035549044609,-0.00023026489361654967,1.3223112821578979,-0.058495558798313141,-0.04423736035823822,-0.042623147368431091,-0.032233823090791702,2.8275980949401855,-0.00098522554617375135,-0.038621537387371063,1.8652564287185669,-0.00053014105651527643,-0.021029770374298096,2.3283064365386963e-09,1,0.0086850011721253395,0.958984375,0.958984375,-0.037636309862136841,-0.020499628037214279,-0.0048002623952925205,0.0097095035016536713,0,0.958984375,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.56167602539062,-8.0436468124389648e-05,-0.0071390867233276367,-0.007058324757963419,1,3.7274219989776611,-0.0012029214994981885,-0.034854337573051453,2.3230526447296143,-0.00034383730962872505,-0.018574126064777374,-1.8961145542562008e-07,0,0.99359709024429321,-0.03365141898393631,-0.018230289220809937,-0.0002395392075413838,0,0,0,0,1,0,0,0,0,0,0,0,1.0185441970825195,0,349.26730346679688,-0.00011780858039855957,-0.0062990337610244751,-0.0061814207583665848,0.23355375230312347,0,-0.0062020961195230484,-0.044842787086963654,-0.031283214688301086,0,-8.2193794250488281,0,0.17547473311424255,0.050775732845067978,264.27083331567701,-0.0081784874200820923,-0.0061849942430853844,267.86300659179688,264.34799194335938,8.0637712478637695,3.5893301963806152,1.0055944919586182,0.051293991506099701
10560,164.99881560437817,1,0.23433613777160645,231.25,8.0022420883178711,-0.00040846018237061799,1,139.79719543457031,1,18.529260635375977,8.0525856018066406,156.74887482415926,0.044208075851202011,0.012042987160384655,-0.00023012264864519238,1.3223112821578979,-0.058240544050931931,-0.044044502079486847,-0.043366290628910065,-0.032795824110507965,2.8235917091369629,-0.0011973396176472306,-0.0377921462059021,1.8787693977355957,-0.0007797235157340765,-0.021489370614290237,4.4237822294235229e-09,1,0.016646659001708031,0.94140625,0.94140625,-0.036594804376363754,-0.020709645003080368,-0.0042122276499867439,0.018747853115200996,0,0.94140625,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.55804443359375,-0.00010402500629425049,-0.0070745348930358887,-0.0069704530760645866,1,3.726076602935791,-0.00088828406296670437,-0.034545741975307465,2.3368239402770996,-0.00031004345510154963,-0.019089620560407639,-1.8964055925607681e-07,0,0.99362754821777344,-0.033657461404800415,-0.018779579550027847,-0.00023160356795415282,0,0,0,0,1,0,0,0,0,0,0,0,1.0189037322998047,0,349.2652587890625,-0.00011357665061950684,-0.0064144432544708252,-0.0063012195751070976,0.23357322812080383,0,-0.006197802722454071,-0.044701915234327316,-0.031514793634414673,0,-8.2143030166625977,0,0.20169274508953094,0.051225092262029648,264.26666664890945,-0.0081734359264373779,-0.0061811739578843117,267.86093139648438,264.40460205078125,8.0524101257324219,3.6364030838012695,1.072458028793335,0.057446599006652832
10620,131.48415432709925,1,0.23485681414604187,243.75,8.001378059387207,0.00027700059581547976,1,138.81755065917969,1,21.086515426635742,8.0708942413330078,124.90994661074427,0.032329484820365906,0.011842807754874229,-0.00023329482064582407,1.3223112821578979,-0.057735707610845566,-0.043662719428539276,-0.044566832482814789,-0.033703736960887909,2.8219156265258789,-0.0015639134217053652,-0.037112370133399963,1.891801118850708,-0.0012147296220064163,-0.022115455940365791,3.7834979593753815e-09,1,0.0087290545925498009,0.96875,0.96875,-0.035548456013202667,-0.020900722593069077,-0.0036777402274310589,0.0096267880871891975,0,0.96875,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.55474853515625,-0.00012710690498352051,-0.0071320235729217529,-0.0070048896595835686,1,3.7314825057983398,-0.0011331844143569469,-0.036709528416395187,2.3474209308624268,-0.00073284422978758812,-0.019973019137978554,-1.8835999071598053e-07,0,0.99342715740203857,-0.035576347261667252,-0.019240178167819977,-0.00027357978979125619,0,0,0,0,1,0,0,0,0,0,0,0,1.0191996097564697,0,349.26376342773438,-0.00018149614334106445,-0.0065808296203613281,-0.0063998410478234291,0.23367935419082642,0,-0.0062023131176829338,-0.044560790061950684,-0.031831003725528717,0,-8.3275346755981445,0,0.14315375685691833,0.050278786569833755,264.26249998214189,-0.0082861045375466347,-0.0062663797289133072,267.85910034179688,264.36074829101562,8.0707693099975586,3.5019798278808594,0.92420649528503418,0.074525848031044006
10680,144.56685397505441,1,0.23033154010772705,243.75,8.0011234283447266,0.00023459855583496392,1,133.23599243164062,1,22.225284576416016,8.0584230422973633,137.33851127630169,0.03602207824587822,0.012252385728061199,-0.00022928659745957702,1.3223112821578979,-0.055185921490192413,-0.041734442114830017,-0.043310824781656265,-0.032753881067037582,2.8257224559783936,-0.0016478649340569973,-0.035668469965457916,1.9047830104827881,-0.0012889147037640214,-0.021425381302833557,2.3865140974521637e-09,1,0.00021229236153885722,0.9970703125,0.9970703125,-0.034020606428384781,-0.020136464387178421,-0.0036692628636956215,0.00022609283041674644,0,0.9970703125,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.5513916015625,-0.00017398595809936523,-0.0071678608655929565,-0.0069939559325575829,1,3.7488102912902832,-0.0013995764311403036,-0.037915382534265518,2.358858585357666,-0.00084551074542105198,-0.019262025132775307,-1.8803984858095646e-07,0,0.99342238903045654,-0.036515809595584869,-0.018416514620184898,-0.00035764987114816904,0,0,0,0,1,0,0,0,0,0,0,0,1.01898193359375,0,349.26171875,-0.00022149831056594849,-0.0065482482314109802,-0.0063273264095187187,0.23335947096347809,0,-0.0062033007852733135,-0.04421442374587059,-0.032083082944154739,0.0009765625,-8.1844606399536133,0,0.16095134615898132,0.052099652588367462,264.25833331537433,-0.008143741637468338,-0.006158717442303896,267.85882568359375,264.23159790039062,8.0584163665771484,3.6906712055206299,0.98686224222183228,0.080866992473602295
10740,164.0711507634401,1,0.2293427437543869,243.75,8.0012550354003906,0.00020597856200765818,1,132.45619201660156,1,22.988540649414062,8.0497045516967773,155.86759322526808,0.045846495777368546,0.012397770769894123,-0.00022767888731323183,1.3223112821578979,-0.054725497961044312,-0.04138624295592308,-0.042923994362354279,-0.032461337745189667,2.8294615745544434,-0.001703186659142375,-0.03541160374879837,1.9153362512588501,-0.0012599682668223977,-0.020947344601154327,2.6193447411060333e-09,1,0.002168973907828331,0.974609375,0.974609375,-0.033708415925502777,-0.019687376916408539,-0.0041488222777843475,0.0026398987974971533,0,0.974609375,0,0,1,0,0,0,0,0,1,0,0,1,0,1,349.54736328125,-0.00021791458129882812,-0.0070986002683639526,-0.0068805422633886337,1,3.7667958736419678,-0.0014886148273944855,-0.037487491965293884,2.3715972900390625,-0.00074843870243057609,-0.019163668155670166,-1.8908758647739887e-07,0,0.99349015951156616,-0.0359988734126091,-0.018415231257677078,-0.00035659491550177336,0,0,0,0,1,0,0,0,0,0,0,0,1.0180445909500122,0,349.2593994140625,-0.00021528080105781555,-0.0062296651303768158,-0.006014862097799778,0.2325388640165329,0,-0.0061908215284347534,-0.043695319443941116,-0.032190080732107162,0,-8.1270713806152344,0,0.21007265150547028,0.052722066640853882,264.25416664860677,-0.0080866385251283646,-0.0061155334115028381,267.85980224609375,264.36029052734375,8.0496482849121094,3.8805515766143799,1.095280647277832,0.058971349149942398
