time_s,z_m,variable,value,location,units,window_start_s,window_end_s,source_times_s
32400.0,1.5625,buoyancy_mean,-0.0134523707,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,4.6875,buoyancy_mean,-0.00512415601,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,7.8125,buoyancy_mean,-0.0045202981,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,10.9375,buoyancy_mean,-0.00348986842,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,14.0625,buoyancy_mean,-0.00259595591,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,17.1875,buoyancy_mean,-0.00177937259,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,20.3125,buoyancy_mean,-0.00107362849,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,23.4375,buoyancy_mean,-0.000407182844,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,26.5625,buoyancy_mean,0.000218434492,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,29.6875,buoyancy_mean,0.000828787335,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,32.8125,buoyancy_mean,0.00141818641,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,35.9375,buoyancy_mean,0.00198989257,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,39.0625,buoyancy_mean,0.0025527152,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,42.1875,buoyancy_mean,0.00310392122,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,45.3125,buoyancy_mean,0.00365791109,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,48.4375,buoyancy_mean,0.00420845614,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,51.5625,buoyancy_mean,0.0047612359,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,54.6875,buoyancy_mean,0.00531822408,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,57.8125,buoyancy_mean,0.00586149551,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,60.9375,buoyancy_mean,0.00640923344,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,64.0625,buoyancy_mean,0.00696203066,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
32400.0,67.1875,buoyancy_mean,0.00751982536,Center,m s^-2,28800.0,32400.0,30600.0;32400.0
