figure,page,experiment,case_id,variable,coordinate,coordinate_value,value,units,averaging,svg_path_index,svg_x_pt,svg_y_pt,outline_halfwidth_value,intersection_count,method
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.02,0.7911042253037408,1,instantaneous plotted series,430,254.06000025,498.66877354999997,0.011472201394796756,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.04,0.7810351183323474,1,instantaneous plotted series,430,254.944219,499.78168519999997,0.014220053998583298,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.06,0.7685952364873626,1,instantaneous plotted series,430,255.82843775,501.15663229999996,0.015043261149928747,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.08,0.757311894692774,1,instantaneous plotted series,430,256.7126565,502.4037501,0.014538685558208827,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.1,0.7466343360245776,1,instantaneous plotted series,430,257.59687525000004,503.58391229999995,0.01058909277689686,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.12,0.737284535671101,1,instantaneous plotted series,430,258.481094,504.6173209,0.012585753440343147,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.14,0.7310986311224489,1,instantaneous plotted series,430,259.36531275,505.3010325,0.010001161341577244,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.16,0.7274894541028688,1,instantaneous plotted series,430,260.2495315,505.69994525000004,0.008010390170960838,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.18,0.7264383979045043,1,instantaneous plotted series,430,261.13375025,505.8161157,0.008086366392736235,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.2,0.7238025483540078,1,instantaneous plotted series,430,262.017969,506.10744915,0.008307208123991468,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.22,0.7237705019854636,1,instantaneous plotted series,430,262.90218775,506.11099115,0.008201983483833525,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.24,0.7215736632556738,1,instantaneous plotted series,430,263.7864065,506.3538019,0.008219428488211788,2,filled vector outline midpoint
