figure,page,experiment,case_id,variable,coordinate,coordinate_value,value,units,averaging,svg_path_index,svg_x_pt,svg_y_pt,outline_halfwidth_value,intersection_count,method
4,9,Mixed-SGS,25MS,q_t,height_m,330.0,0.009171337154470606,kg kg^-1,2-4 h,311,370.729826,557.7300649017043,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,340.0,0.009166913275059951,kg kg^-1,2-4 h,311,370.6537266,556.8341009586358,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,350.0,0.009162455742508915,kg kg^-1,2-4 h,311,370.5770483,555.9381370155672,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,360.0,0.009156769948813533,kg kg^-1,2-4 h,311,370.4792415,555.0421730724987,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,370.0,0.009151026126849496,kg kg^-1,2-4 h,311,370.3804365,554.1462091294302,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,380.0,0.009144036894533285,kg kg^-1,2-4 h,311,370.260208,553.2502451863618,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,390.0,0.009136973170708907,kg kg^-1,2-4 h,311,370.1386981,552.3542812432933,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,400.0,0.009128633801606958,kg kg^-1,2-4 h,311,369.9952446,551.4583173002247,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,410.0,0.009120213691709246,kg kg^-1,2-4 h,311,369.8504022,550.5623533571562,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,420.0,0.00911047179644497,kg kg^-1,2-4 h,311,369.6828225,549.6663894140877,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,430.0,0.009100655723590227,kg kg^-1,2-4 h,311,369.5139668,548.7704254710192,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,440.0,0.009089452657686146,kg kg^-1,2-4 h,311,369.3212521,547.8744615279506,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,450.0,0.009078197760481391,kg kg^-1,2-4 h,311,369.1276458,546.9784975848821,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,460.0,0.009065467950017406,kg kg^-1,2-4 h,311,368.9086681,546.0825336418137,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,470.0,0.009052673553892754,kg kg^-1,2-4 h,311,368.6885794,545.1865696987452,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,480.0,0.009038398012661144,kg kg^-1,2-4 h,311,368.4430121,544.2906057556767,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,490.0,0.009023976052074433,kg kg^-1,2-4 h,311,368.1949261,543.3946418126081,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,500.0,0.009008110785090515,kg kg^-1,2-4 h,311,367.9220124,542.4986778695396,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,510.0,0.008991974246705215,kg kg^-1,2-4 h,311,367.6444323,541.6027139264711,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,520.0,0.008974460504852263,kg kg^-1,2-4 h,311,367.3431616,540.7067499834026,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,530.0,0.008956511952101464,kg kg^-1,2-4 h,311,367.0344113,539.810786040334,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,540.0,0.008937286143791547,kg kg^-1,2-4 h,311,366.7036897,538.9148220972656,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,550.0,0.008917416414700811,kg kg^-1,2-4 h,311,366.3618914,538.0188581541971,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,560.0,0.008896409693131112,kg kg^-1,2-4 h,311,366.0005346,537.1228942111286,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,570.0,0.00887449633654326,kg kg^-1,2-4 h,311,365.6235819,536.2269302680601,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,580.0,0.008851634088126508,kg kg^-1,2-4 h,311,365.2303064,535.3309663249916,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,590.0,0.008827539590647925,kg kg^-1,2-4 h,311,364.8158338,534.435002381923,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,600.0,0.008802740882749748,kg kg^-1,2-4 h,311,364.3892474,533.5390384388545,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,610.0,0.008776310552712543,kg kg^-1,2-4 h,311,363.9345939,532.643074495786,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,620.0,0.008749487500002802,kg kg^-1,2-4 h,311,363.4731848,531.7471105527175,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,630.0,0.008727987724174836,kg kg^-1,2-4 h,311,363.1033465,530.851146609649,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,640.0,0.008706498133232337,kg kg^-1,2-4 h,311,362.7336834,529.9551826665805,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,650.0,0.008686966290042128,kg kg^-1,2-4 h,311,362.3976974,529.059218723512,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,660.0,0.008668524421434972,kg kg^-1,2-4 h,311,362.0804611,528.1632547804435,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,670.0,0.008651162743642483,kg kg^-1,2-4 h,311,361.7818062,527.267290837375,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,680.0,0.00863601758061517,kg kg^-1,2-4 h,311,361.5212797,526.3713268943064,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,690.0,0.00862179124889009,kg kg^-1,2-4 h,311,361.2765589,525.4753629512379,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,700.0,0.008608485678479785,kg kg^-1,2-4 h,311,361.047677,524.5793990081694,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,710.0,0.008596332872006347,kg kg^-1,2-4 h,311,360.8386249,523.683435065101,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,720.0,0.008585325807014505,kg kg^-1,2-4 h,311,360.6492818,522.7874711220325,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,730.0,0.00857534074760982,kg kg^-1,2-4 h,311,360.4775192,521.8915071789639,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,740.0,0.008566376217216426,kg kg^-1,2-4 h,311,360.3233117,520.9955432358954,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,750.0,0.008557662001311118,kg kg^-1,2-4 h,311,360.1734101,520.0995792928269,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,760.0,0.008549198902128017,kg kg^-1,2-4 h,311,360.0278282,519.2036153497584,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,770.0,0.00854073580294492,kg kg^-1,2-4 h,311,359.8822463,518.3076514066898,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,780.0,0.008532272697948526,kg kg^-1,2-4 h,311,359.7366643,517.4116874636213,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,790.0,0.008521354634438667,kg kg^-1,2-4 h,311,359.5488522,516.5157235205529,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,800.0,0.008505764708159674,kg kg^-1,2-4 h,311,359.2806749,515.6197595774844,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,810.0,0.008480028810586954,kg kg^-1,2-4 h,311,358.837967,514.7237956344159,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,820.0,0.008435183515852367,kg kg^-1,2-4 h,311,358.06654,513.8278316913473,0.0,1,vector centerline interpolation
