case_id,grid,window_start_s,window_end_s,z_m,w_variance_m2_s2,w_third_central_moment_m3_s3,skewness_ratio_of_time_averaged_moments,mean_of_four_halfhour_skewness_ratios,valid
canonical_none_weno9,canonical,7200,14400,1030.0,0.0026802051575,2.9520224975e-6,0.021274903805239057,0.01961705510486357,true
canonical_none_weno9,canonical,7200,14400,1035.0,0.0026174487425,3.2950201524999998e-6,0.024605987363422604,0.022869960120904465,true
canonical_none_weno9,canonical,7200,14400,1040.0,0.0025856958225,3.835423485e-6,0.029170721604380546,0.027518509380576272,true
canonical_none_weno9,canonical,7200,14400,1045.0,0.002583202265,4.7895062215e-6,0.03647985660436158,0.03506552975145462,true
canonical_none_weno9,canonical,7200,14400,1050.0,0.0025925611275,6.1357650975e-6,0.04648097369415726,0.04537836244480619,true
canonical_none_weno9,canonical,7200,14400,1055.0,0.00258635951,7.5797009825e-6,0.05762603439637371,0.05682151294634779,true
canonical_none_weno9,canonical,7200,14400,1060.0,0.0025421138275,8.45425324e-6,0.06596032141219361,0.06538643412812416,true
canonical_none_weno9,canonical,7200,14400,1065.0,0.0024621892374999997,8.3911135025e-6,0.06868113328134864,0.06826506830543486,true
canonical_none_weno9,canonical,7200,14400,1070.0,0.0023822154574999997,7.57586406e-6,0.06515693033153384,0.06487106063052939,true
canonical_none_weno9,canonical,7200,14400,1075.0,0.002338667575,6.6378296425e-6,0.058691250210658165,0.05860163982419784,true
canonical_none_weno9,canonical,7200,14400,1080.0,0.002326020505,6.4363327975e-6,0.05737440348785372,0.05761663685264409,true
canonical_none_weno9,canonical,7200,14400,1085.0,0.0023056578975,7.2011574725e-6,0.06504441382749887,0.06564002558877696,true
canonical_none_weno9,canonical,7200,14400,1090.0,0.0022555908075,7.7722660325e-6,0.07255330214494733,0.07343169380845763,true
canonical_none_weno9,canonical,7200,14400,1095.0,0.0022023158400000004,7.2649977450000005e-6,0.07029364765691781,0.07121852317382245,true
canonical_none_weno9,canonical,7200,14400,1100.0,0.0021832064974999996,6.528348535e-6,0.0639972201135517,0.06459210553067522,true
canonical_none_weno9,canonical,7200,14400,1105.0,0.0021939616999999997,6.47721208e-6,0.06302960049720988,0.06339019103852102,true
canonical_none_weno9,canonical,7200,14400,1110.0,0.0021981527675,6.833735595e-6,0.06630882981320256,0.06671873204409069,true
canonical_none_weno9,canonical,7200,14400,1115.0,0.002174494265,6.8933257925e-6,0.06798160358329555,0.06850519784467701,true
canonical_none_weno9,canonical,7200,14400,1120.0,0.0021239518525,6.4647426925e-6,0.0660441328848573,0.06665096225011499,true
canonical_none_weno9,canonical,7200,14400,1125.0,0.00205505808,5.7050637e-6,0.061238472210498,0.06187635420927067,true
canonical_none_weno9,canonical,7200,14400,1130.0,0.0019784381449999998,4.7898209325000006e-6,0.05442965260166922,0.05503320379758499,true
canonical_none_weno9,canonical,7200,14400,1135.0,0.0019051740250000003,3.876867195e-6,0.046620716799137894,0.04711748468625042,true
canonical_none_weno9,canonical,7200,14400,1140.0,0.001842972445,3.0629964274999997e-6,0.038714016188784076,0.039078310922512974,true
canonical_none_weno9,canonical,7200,14400,1145.0,0.0017927537575,2.4873506e-6,0.032768460834007244,0.033034651109446776,true
canonical_none_weno9,canonical,7200,14400,1150.0,0.0017481361,1.9940562479999998e-6,0.027281895599253425,0.027466762178505254,true
canonical_none_weno9,canonical,7200,14400,1155.0,0.0016962304675,1.522918892e-6,0.021799648178815047,0.021875078251025148,true
canonical_none_weno9,canonical,7200,14400,1160.0,0.0016300630225,1.08981235567e-6,0.01655942047507902,0.016471996874435464,true
canonical_none_weno9,canonical,7200,14400,1165.0,0.001555835625,5.9372937675e-7,0.009674821704650111,0.0093805173311746,true
canonical_none_weno9,canonical,7200,14400,1170.0,0.00148207307,1.69707693225e-7,0.0029743844796965772,0.0024925701317606045,true
canonical_none_weno9,canonical,7200,14400,1175.0,0.0014141806149999998,-2.5395724525000007e-7,-0.004775328887505176,-0.005503229426047685,true
canonical_none_weno9,canonical,7200,14400,1180.0,0.0013551143325,-6.588901217499999e-7,-0.013208365816014684,-0.014315621349972123,true
canonical_none_weno9,canonical,7200,14400,1185.0,0.001306732125,-9.002377995e-7,-0.01905800305612862,-0.020558591700172983,true
canonical_none_weno9,canonical,7200,14400,1190.0,0.001267680725,-9.818881595000002e-7,-0.02175440414865035,-0.02358654055499558,true
canonical_none_weno9,canonical,7200,14400,1195.0,0.001235176315,-9.94782674e-7,-0.02291578714723072,-0.025132413125635876,true
canonical_none_weno9,canonical,7200,14400,1200.0,0.00120951797,-9.876562065e-7,-0.023479417024831046,-0.026316305680863714,true
canonical_none_weno9,canonical,7200,14400,1205.0,0.00119185858,-8.766821655e-7,-0.02130615493666963,-0.024821920837433502,true
canonical_none_weno9,canonical,7200,14400,1210.0,0.0011776174075,-6.769903255e-7,-0.01675236540428518,-0.020781772218423592,true
canonical_none_weno9,canonical,7200,14400,1215.0,0.0011585199075,-4.938178365e-7,-0.012523090556435688,-0.017029663123492918,true
canonical_none_weno9,canonical,7200,14400,1220.0,0.00113041274,-3.3687935375e-7,-0.008863777179655377,-0.013926904677557413,true
canonical_none_weno9,canonical,7200,14400,1225.0,0.00109630308,-2.361467057499999e-7,-0.006505578777240351,-0.01211940033991371,true
canonical_none_weno9,canonical,7200,14400,1230.0,0.00106470694325,-3.0719576250000003e-7,-0.008842398662771122,-0.014933254107820476,true
canonical_none_weno9,canonical,7200,14400,1235.0,0.00104622854325,-3.8825820000000005e-7,-0.011473100301517616,-0.017263801624347284,true
canonical_none_weno9,canonical,7200,14400,1240.0,0.001037164402,-7.222658750000007e-8,-0.002162348516674861,-0.006551937008544503,true
canonical_none_weno9,canonical,7200,14400,1245.0,0.0010159651577499999,3.842503205e-7,0.011865772491335387,0.008318232676468348,true
canonical_none_weno9,canonical,7200,14400,1250.0,0.00098052419975,4.5197252775e-7,0.014720567832147298,0.01066971335760138,true
canonical_none_weno9,canonical,7200,14400,1255.0,0.000947489069,3.3680755125e-7,0.011548365148364399,0.0067634677886169395,true
canonical_none_weno9,canonical,7200,14400,1260.0,0.0009178607284999999,2.3148402400000004e-7,0.008324455584490706,0.0037026687351741795,true
canonical_none_weno9,canonical,7200,14400,1265.0,0.000883876986,5.981620350000001e-8,0.0022763084262718497,-0.001585513887259157,true
canonical_none_weno9,canonical,7200,14400,1270.0,0.000849605712,-2.5404623600000003e-7,-0.010258565349556437,-0.01252815584351212,true
canonical_none_weno9,canonical,7200,14400,1275.0,0.00082397139325,-7.963991352499999e-7,-0.03367150890802723,-0.03220550200930401,true
canonical_none_weno9,canonical,7200,14400,1280.0,0.0008098475952499999,-1.68331995725e-6,-0.07304016186781934,-0.06340686437489754,true
canonical_none_weno9,canonical,7200,14400,1285.0,0.00080454650775,-3.06564047125e-6,-0.13433664250459018,-0.10915426250601845,true
canonical_none_weno9,canonical,7200,14400,1290.0,0.0008059165415,-5.161344265e-6,-0.2255940926171049,-0.17395002953604777,true
canonical_none_weno9,canonical,7200,14400,1295.0,0.00081530487,-8.22646208075e-6,-0.3533727412389264,-0.26132216315094514,true
canonical_none_weno9,canonical,7200,14400,1300.0,0.0008356310135,-1.244406552685e-5,-0.5151580188733771,-0.36783305657172083,true
canonical_none_weno9,canonical,7200,14400,1305.0,0.0008690733092499999,-1.79315932195e-5,-0.6998972063001296,-0.4838533102632222,true
canonical_none_weno9,canonical,7200,14400,1310.0,0.0009174436119999999,-2.485983076675e-5,-0.8946004168649123,-0.6033729307662619,true
canonical_none_weno9,canonical,7200,14400,1315.0,0.0009855534162499999,-3.3461817397000004e-5,-1.081506847222671,-0.7252094139692458,true
canonical_none_weno9,canonical,7200,14400,1320.0,0.0010803154875,-4.395182379475e-5,-1.2378014800286308,-0.8467936378948553,true
canonical_none_weno9,canonical,7200,14400,1325.0,0.001206154034,-5.65561633275e-5,-1.3501305970452073,-0.9654153959719987,true
canonical_none_weno9,canonical,7200,14400,1330.0,0.00136179358925,-7.15089124275e-5,-1.4229618113469582,-1.0814801149679734,true
canonical_none_weno9,canonical,7200,14400,1335.0,0.0015417261172499998,-8.912470645e-5,-1.4722693404375475,-1.1950011988479554,true
canonical_none_weno9,canonical,7200,14400,1340.0,0.00174369021425,-0.000109272954475,-1.500751168301858,-1.290275666612978,true
canonical_none_weno9,canonical,7200,14400,1345.0,0.00196863746,-0.000131090321825,-1.500797205908576,-1.3445630393106882,true
canonical_none_weno9,canonical,7200,14400,1350.0,0.0022121810475,-0.00015336092567499999,-1.4739532884171818,-1.354729856076507,true
canonical_none_weno9,canonical,7200,14400,1355.0,0.0024646474949999997,-0.000175395984075,-1.4334660955690617,-1.3389178924813194,true
canonical_none_weno9,canonical,7200,14400,1360.0,0.002715887005,-0.00019727499617500002,-1.393812958845392,-1.3171453571442175,true
canonical_none_weno9,canonical,7200,14400,1365.0,0.002957878635,-0.0002194569988,-1.3642027165367387,-1.3018880325131605,true
canonical_none_weno9,canonical,7200,14400,1370.0,0.0031865646,-0.000242370692,-1.347398352627559,-1.2974650829423602,true
canonical_none_weno9,canonical,7200,14400,1375.0,0.0034009793325000003,-0.000266178773,-1.3420460854315173,-1.3031847866936188,true
canonical_none_weno9,canonical,7200,14400,1380.0,0.0036020276025000002,-0.0002906384105,-1.3444122311792526,-1.315364547394023,true
canonical_none_weno9,canonical,7200,14400,1385.0,0.0037909731025000002,-0.0003153631805,-1.3510920306344265,-1.3303859150054325,true
canonical_none_weno9,canonical,7200,14400,1390.0,0.0039696848275,-0.000340324743,-1.3606909119409978,-1.3467752159100652,true
canonical_none_weno9,canonical,7200,14400,1395.0,0.004139760335,-0.000365527361,-1.372325370772498,-1.3636333080252618,true
canonical_none_weno9,canonical,7200,14400,1400.0,0.0043026426,-0.00039114419650000004,-1.3859066596881835,-1.3810410581121584,true
canonical_none_weno9,canonical,7200,14400,1405.0,0.004459567485,-0.00041709774825,-1.400550377011025,-1.398295107820875,true
canonical_none_weno9,canonical,7200,14400,1410.0,0.0046107750974999995,-0.00044317811999999997,-1.4155245388778421,-1.4148636254050866,true
canonical_none_weno9,canonical,7200,14400,1415.0,0.0047558187525,-0.00046922648475,-1.4306868147416214,-1.4308221347740866,true
canonical_none_weno9,canonical,7200,14400,1420.0,0.004893505015,-0.0004950035655,-1.4460332211866054,-1.44639494423876,true
canonical_none_weno9,canonical,7200,14400,1425.0,0.0050215782825,-0.000520153968,-1.4617448074335513,-1.4619286425530027,true
canonical_none_weno9,canonical,7200,14400,1430.0,0.0051378208425,-0.0005445463464999999,-1.4786534955430826,-1.4783935236903207,true
canonical_none_weno9,canonical,7200,14400,1435.0,0.0052394487425,-0.00056765531175,-1.4967742807929334,-1.4959003100459536,true
canonical_none_weno9,canonical,7200,14400,1440.0,0.00532296067,-0.00058854697275,-1.515483611556753,-1.513903337212501,true
canonical_none_weno9,canonical,7200,14400,1445.0,0.00538369629,-0.00060615531375,-1.5344865585320147,-1.5322074868054116,true
canonical_none_weno9,canonical,7200,14400,1450.0,0.005414288025,-0.00061898461725,-1.5537023524257716,-1.5508104130101155,true
canonical_none_weno9,canonical,7200,14400,1455.0,0.0054051897025,-0.0006247449495,-1.5721223535929536,-1.5687454119607764,true
canonical_none_weno9,canonical,7200,14400,1460.0,0.0053429227575,-0.000619873652,-1.5872116167236034,-1.5835092838597113,true
canonical_none_weno9,canonical,7200,14400,1465.0,0.0052091588724999995,-0.000599743449,-1.5951962069189805,-1.5913648235197997,true
canonical_none_weno9,canonical,7200,14400,1470.0,0.004977799137500001,-0.000558914966,-1.591437863718633,-1.5877058335412482,true
canonical_none_weno9,canonical,7200,14400,1475.0,0.0046157360775,-0.0004919386995000001,-1.5687348190429973,-1.5653625141486063,true
canonical_none_weno9,canonical,7200,14400,1480.0,0.0040775436775,-0.00039482793375,-1.5163866013781497,-1.5136306296852902,true
canonical_none_weno9,canonical,7200,14400,1485.0,0.0033089893374999998,-0.00026997624825,-1.4183470385326578,-1.4163763846603699,true
canonical_none_weno9,canonical,7200,14400,1490.0,0.002257079295,-0.000135285507,-1.2616272137091964,-1.2603704874374246,true
canonical_none_weno9,canonical,7200,14400,1495.0,0.0010325204379999999,-3.1182387375e-5,-0.939856127036317,-0.939129701438989,true
canonical_none_weno9,canonical,7200,14400,1500.0,0.0,0.0,NaN,NaN,false
canonical_none_weno5,canonical,7200,14400,0.0,0.0,0.0,NaN,NaN,false
canonical_none_weno5,canonical,7200,14400,5.0,0.0040301668925,0.00039579529374999997,1.546984916966762,1.5471707748505308,true
canonical_none_weno5,canonical,7200,14400,10.0,0.00879835058,0.0010749187775,1.3024880730867783,1.3053110003467356,true
canonical_none_weno5,canonical,7200,14400,15.0,0.014634655799999998,0.0018688584075,1.055607895560589,1.059039281500691,true
canonical_none_weno5,canonical,7200,14400,20.0,0.022177177000000003,0.0028481640025,0.8623937475053012,0.8653645911447005,true
canonical_none_weno5,canonical,7200,14400,25.0,0.030963942875,0.003967417930000001,0.728154546214538,0.7306466532201885,true
canonical_none_weno5,canonical,7200,14400,30.0,0.0406225007,0.005174941264999999,0.6320558316806439,0.6340792188624521,true
canonical_none_weno5,canonical,7200,14400,35.0,0.050882708275,0.006423911545,0.5596857167677637,0.5613036085558422,true
canonical_none_weno5,canonical,7200,14400,40.0,0.061544041175,0.0076803116825,0.5030368841207521,0.5043497268048696,true
canonical_none_weno5,canonical,7200,14400,45.0,0.07244994307500001,0.008925786485,0.4577089671573548,0.45882622677258844,true
canonical_none_weno5,canonical,7200,14400,50.0,0.08347366935,0.0101528421625,0.42098185511779734,0.42199723740897016,true
canonical_none_weno5,canonical,7200,14400,55.0,0.094517352075,0.011360743094999999,0.39096638588717386,0.3919560358149825,true
canonical_none_weno5,canonical,7200,14400,60.0,0.10550723032499999,0.012555319799999999,0.36635695902900045,0.3673784931928668,true
canonical_none_weno5,canonical,7200,14400,65.0,0.1163881795,0.0137456553,0.34618012957310135,0.34727423599255447,true
canonical_none_weno5,canonical,7200,14400,70.0,0.12711473575,0.014941028325000001,0.3296754750183859,0.330869553779233,true
canonical_none_weno5,canonical,7200,14400,75.0,0.137650445,0.016149309,0.3162186751473378,0.3175282975446992,true
canonical_none_weno5,canonical,7200,14400,80.0,0.14796433950000001,0.017377324649999998,0.30531442604952475,0.30674621046621686,true
canonical_none_weno5,canonical,7200,14400,85.0,0.15803441024999998,0.0186277118,0.2965049990740557,0.29805954099708837,true
canonical_none_weno5,canonical,7200,14400,90.0,0.16784508525,0.019904417925,0.28945865402899124,0.2911313918114009,true
canonical_none_weno5,canonical,7200,14400,95.0,0.17738631375000002,0.021209542175,0.28389067724583855,0.2856729792168872,true
canonical_none_weno5,canonical,7200,14400,100.0,0.186651107,0.0225447421,0.27957569717103553,0.2814567659847952,true
canonical_none_weno5,canonical,7200,14400,105.0,0.19563661124999998,0.023910489875000003,0.2763206085612683,0.2782892012032202,true
canonical_none_weno5,canonical,7200,14400,110.0,0.20434417925,0.0253020702,0.27391300305309907,0.2759583632580035,true
canonical_none_weno5,canonical,7200,14400,115.0,0.2127793245,0.026718112649999997,0.2722147400043691,0.27432671701656197,true
canonical_none_weno5,canonical,7200,14400,120.0,0.22095021975,0.0281563173,0.2711029191634967,0.27327196876767645,true
canonical_none_weno5,canonical,7200,14400,125.0,0.22886355575,0.029611872025,0.2704586663466204,0.2726758811156464,true
canonical_none_weno5,canonical,7200,14400,130.0,0.23652531975000002,0.031082215275,0.27020632242113085,0.2724634730490428,true
canonical_none_weno5,canonical,7200,14400,135.0,0.243946027,0.032563251,0.2702633356892568,0.2725526110409562,true
canonical_none_weno5,canonical,7200,14400,140.0,0.2511356135,0.03405142575,0.2705657652097082,0.2728806860043825,true
canonical_none_weno5,canonical,7200,14400,145.0,0.258103579,0.035541919025,0.2710502629774334,0.27338596485542477,true
canonical_none_weno5,canonical,7200,14400,150.0,0.264860805,0.03703095205,0.27166790627819454,0.27402087968435623,true
canonical_none_weno5,canonical,7200,14400,155.0,0.2714174985,0.038512474399999996,0.27236083523710825,0.2747286198066794,true
canonical_none_weno5,canonical,7200,14400,160.0,0.27778301375000003,0.03998018755,0.2730777394029492,0.27545889153616243,true
canonical_none_weno5,canonical,7200,14400,165.0,0.28396776349999997,0.041431355325,0.2737950416399071,0.276188365544083,true
canonical_none_weno5,canonical,7200,14400,170.0,0.28998029225,0.042862692849999995,0.2744901264687005,0.27689533170855324,true
canonical_none_weno5,canonical,7200,14400,175.0,0.29582794,0.04427314085,0.27515762299742047,0.2775747341304562,true
canonical_none_weno5,canonical,7200,14400,180.0,0.3015188275,0.0456647668,0.27580973481089144,0.27823952634377686,true
canonical_none_weno5,canonical,7200,14400,185.0,0.30706131475,0.047037986100000005,0.27644647830544417,0.2788901441643666,true
canonical_none_weno5,canonical,7200,14400,190.0,0.31246180825,0.048391229475000005,0.27705835016520536,0.2795176588922952,true
canonical_none_weno5,canonical,7200,14400,195.0,0.31772642575000004,0.049722520625,0.2776343072071201,0.28011134130870013,true
canonical_none_weno5,canonical,7200,14400,200.0,0.32286201449999996,0.051029059075,0.27815836960644647,0.2806559608082106,true
canonical_none_weno5,canonical,7200,14400,205.0,0.32787548750000006,0.052307452075000004,0.27861220784863444,0.2811327525088508,true
canonical_none_weno5,canonical,7200,14400,210.0,0.33277304475,0.05355536005,0.2789849225093444,0.28153102327746854,true
canonical_none_weno5,canonical,7200,14400,215.0,0.33756113050000003,0.05477179215,0.27927258335431837,0.28184667223786036,true
canonical_none_weno5,canonical,7200,14400,220.0,0.342246592,0.05595441255,0.279463852855594,0.2820673090446412,true
canonical_none_weno5,canonical,7200,14400,225.0,0.346834183,0.057100313725000004,0.279547526422874,0.28218059049047445,true
canonical_none_weno5,canonical,7200,14400,230.0,0.35132788125000003,0.058206256474999996,0.2795121840436001,0.28217390490963024,true
canonical_none_weno5,canonical,7200,14400,235.0,0.355730966,0.059269311825000004,0.27934916472839894,0.28203741129667526,true
canonical_none_weno5,canonical,7200,14400,240.0,0.36004775775,0.06028743742500001,0.27905297582957195,0.2817648265082956,true
canonical_none_weno5,canonical,7200,14400,245.0,0.36428218349999997,0.061258692299999994,0.27861906149996174,0.2813507814724988,true
canonical_none_weno5,canonical,7200,14400,250.0,0.3684379755,0.062181428999999996,0.278044377579476,0.2807911418644344,true
canonical_none_weno5,canonical,7200,14400,255.0,0.37251894925,0.063053677775,0.2773242640223933,0.2800801590198288,true
canonical_none_weno5,canonical,7200,14400,260.0,0.37652636325,0.063874031425,0.27645932493908015,0.2792170969858062,true
canonical_none_weno5,canonical,7200,14400,265.0,0.38046289250000004,0.064641679625,0.27545088651036026,0.2782021319906869,true
canonical_none_weno5,canonical,7200,14400,270.0,0.38433105500000003,0.065354954425,0.27429652081935246,0.27703197804723834,true
canonical_none_weno5,canonical,7200,14400,275.0,0.38813322025,0.06601233035,0.2729944645915116,0.27570430703549353,true
canonical_none_weno5,canonical,7200,14400,280.0,0.39187218225,0.06661057379999999,0.27153544077717656,0.2742095200937644,true
canonical_none_weno5,canonical,7200,14400,285.0,0.39554731575,0.067146526675,0.26991429758230306,0.2725425267630134,true
canonical_none_weno5,canonical,7200,14400,290.0,0.39915841825000004,0.06761818192499999,0.2681300876117806,0.2707028288444239,true
canonical_none_weno5,canonical,7200,14400,295.0,0.40270336700000003,0.068023148925,0.26618209646830365,0.2686905685804933,true
canonical_none_weno5,canonical,7200,14400,300.0,0.406181082,0.068360124725,0.2640725797964733,0.266508327028861,true
canonical_none_weno5,canonical,7200,14400,305.0,0.40959073575,0.068628198475,0.26180468318522965,0.2641599516327471,true
canonical_none_weno5,canonical,7200,14400,310.0,0.41292941549999995,0.068827631875,0.259387530845046,0.2616547439393616,true
canonical_none_weno5,canonical,7200,14400,315.0,0.41619499025,0.068959003275,0.25682997126694396,0.25900179998765505,true
canonical_none_weno5,canonical,7200,14400,320.0,0.41938404749999997,0.069023700425,0.2541443027134136,0.25621341296395006,true
canonical_none_weno5,canonical,7200,14400,325.0,0.4224931745,0.0690223705,0.2513392557903788,0.25329807689824635,true
canonical_none_weno5,canonical,7200,14400,330.0,0.42551849025,0.06895545312500001,0.24842251947664312,0.25026388354892043,true
canonical_none_weno5,canonical,7200,14400,335.0,0.428455986,0.068824417975,0.2454048972837577,0.2471220229581662,true
canonical_none_weno5,canonical,7200,14400,340.0,0.431303054,0.06863049234999999,0.24229436530671797,0.24388075926883682,true
canonical_none_weno5,canonical,7200,14400,345.0,0.43405722075000003,0.06837479675000001,0.23909779466783362,0.24054793485368123,true
canonical_none_weno5,canonical,7200,14400,350.0,0.43671627350000003,0.068059109275,0.2358235635495591,0.2371325830800458,true
canonical_none_weno5,canonical,7200,14400,355.0,0.439279765,0.06768699724999999,0.2324842041743563,0.23364776276243546,true
canonical_none_weno5,canonical,7200,14400,360.0,0.44174692024999995,0.067260691875,0.22908731110708813,0.23010161978575003,true
canonical_none_weno5,canonical,7200,14400,365.0,0.44411733,0.0667832681,0.22564259595922537,0.2265040307876134,true
canonical_none_weno5,canonical,7200,14400,370.0,0.446390845,0.066255578775,0.22215164498695977,0.22285691690509535,true
canonical_none_weno5,canonical,7200,14400,375.0,0.44856648875,0.06567860205,0.2186168650334947,0.2191627579335198,true
canonical_none_weno5,canonical,7200,14400,380.0,0.45064516375,0.06505550805,0.2150463129731633,0.21543012017167254,true
canonical_none_weno5,canonical,7200,14400,385.0,0.4526296185,0.064388765025,0.21144413415069602,0.2116637861275075,true
canonical_none_weno5,canonical,7200,14400,390.0,0.45452313125000005,0.0636803181,0.20781229534485932,0.20786634749518731,true
canonical_none_weno5,canonical,7200,14400,395.0,0.45632854875,0.06292985105,0.2041457034521343,0.20403310454797338,true
canonical_none_weno5,canonical,7200,14400,400.0,0.458047323,0.062138013524999994,0.20044343716365653,0.20016363634796333,true
canonical_none_weno5,canonical,7200,14400,405.0,0.4596813695,0.061305962025,0.19670588719506035,0.19625941323757456,true
canonical_none_weno5,canonical,7200,14400,410.0,0.46123479325,0.0604336597,0.1929282404490591,0.19231628553843322,true
canonical_none_weno5,canonical,7200,14400,415.0,0.46270921075000004,0.059519798974999996,0.18910335703306524,0.18832767500774775,true
canonical_none_weno5,canonical,7200,14400,420.0,0.4641074315,0.058563930449999996,0.1852262064973089,0.18428874534540815,true
canonical_none_weno5,canonical,7200,14400,425.0,0.4654326665,0.057565131225,0.18129014961972575,0.180193628896682,true
canonical_none_weno5,canonical,7200,14400,430.0,0.46668715775,0.05652282805,0.17729035426912437,0.17603797310784322,true
canonical_none_weno5,canonical,7200,14400,435.0,0.46787439275,0.05543587405000001,0.17321958137686078,0.1718146917160889,true
canonical_none_weno5,canonical,7200,14400,440.0,0.46899686775,0.05430414295,0.1690744761531182,0.16752094233496187,true
canonical_none_weno5,canonical,7200,14400,445.0,0.4700576885,0.0531292455,0.16485681591510531,0.16315877966568554,true
canonical_none_weno5,canonical,7200,14400,450.0,0.47106243675000004,0.05191140855,0.1605628623158682,0.15872494940628845,true
canonical_none_weno5,canonical,7200,14400,455.0,0.472015105,0.05065012745,0.15618765244994504,0.1542150396767047,true
canonical_none_weno5,canonical,7200,14400,460.0,0.472918004,0.04934504255,0.151727658559733,0.14962640173666297,true
canonical_none_weno5,canonical,7200,14400,465.0,0.47377228725,0.047995148725,0.14717798793361211,0.14495510520512161,true
canonical_none_weno5,canonical,7200,14400,470.0,0.47457963949999993,0.046600057300000004,0.14253541926956306,0.1401985218967838,true
canonical_none_weno5,canonical,7200,14400,475.0,0.475341454,0.045158492865,0.13779418922359504,0.13535103287900763,true
canonical_none_weno5,canonical,7200,14400,480.0,0.47605908675,0.04367131598,0.13295509672805245,0.13041320765515826,true
canonical_none_weno5,canonical,7200,14400,485.0,0.47673400499999996,0.042139789425,0.12802010079410658,0.12538644076230515,true
canonical_none_weno5,canonical,7200,14400,490.0,0.47737025475,0.040564112114999995,0.122986924928343,0.12026807655614101,true
canonical_none_weno5,canonical,7200,14400,495.0,0.47797116650000004,0.0389464799125,0.11785979002835695,0.11506136203537404,true
canonical_none_weno5,canonical,7200,14400,500.0,0.47853886325,0.0372904869475,0.11264767541596084,0.1097746695964671,true
canonical_none_weno5,canonical,7200,14400,505.0,0.4790775105,0.0356016230865,0.10736460282739867,0.10442115103171015,true
canonical_none_weno5,canonical,7200,14400,510.0,0.47958967825,0.03388412251,0.10202145237726415,0.09901186490889527,true
canonical_none_weno5,canonical,7200,14400,515.0,0.48008102150000004,0.03214164366,0.09662650586675434,0.09355465006126479,true
canonical_none_weno5,canonical,7200,14400,520.0,0.480552964,0.0303779020975,0.09118972115551542,0.08805980323658012,true
canonical_none_weno5,canonical,7200,14400,525.0,0.4810097815,0.028598202969999997,0.08572507666153693,0.08254191110120597,true
canonical_none_weno5,canonical,7200,14400,530.0,0.48145694275000006,0.026808426232499998,0.08024817032880427,0.07701707279048395,true
canonical_none_weno5,canonical,7200,14400,535.0,0.48190113149999997,0.0250128326,0.07476975499201582,0.0714963999692255,true
canonical_none_weno5,canonical,7200,14400,540.0,0.482345812,0.023216129274999997,0.06930300166500791,0.06599426121277599,true
canonical_none_weno5,canonical,7200,14400,545.0,0.482796475,0.0214228083,0.06386019873261756,0.060522831021837774,true
canonical_none_weno5,canonical,7200,14400,550.0,0.483255647,0.0196380082,0.05845639522611262,0.05509744472591113,true
canonical_none_weno5,canonical,7200,14400,555.0,0.48372472074999995,0.0178691945,0.05311382179778705,0.0497407517373174,true
canonical_none_weno5,canonical,7200,14400,560.0,0.4842077195,0.0161264073,0.04786191388938735,0.04448247616138018,true
canonical_none_weno5,canonical,7200,14400,565.0,0.48470537375,0.0144199483175,0.042731383289324625,0.03935374447721655,true
canonical_none_weno5,canonical,7200,14400,570.0,0.48521777975,0.012761834424999998,0.037757918637258234,0.03439047128763953,true
canonical_none_weno5,canonical,7200,14400,575.0,0.48574251674999996,0.011164224747499998,0.032977626329865534,0.029629116316241176,true
canonical_none_weno5,canonical,7200,14400,580.0,0.48627579224999995,0.0096389231015,0.02842526619244168,0.02510483355301156,true
canonical_none_weno5,canonical,7200,14400,585.0,0.48680788275,0.008199460734999999,0.024140645993138286,0.02085774781102547,true
canonical_none_weno5,canonical,7200,14400,590.0,0.48732900650000005,0.006860678207500001,0.02016664515904504,0.016930981802296515,true
canonical_none_weno5,canonical,7200,14400,595.0,0.48782408225,0.0056354014575,0.016539790553562715,0.013361317708895322,true
canonical_none_weno5,canonical,7200,14400,600.0,0.48827409,0.0045343047275,0.013289700220407534,0.010177912188179084,true
canonical_none_weno5,canonical,7200,14400,605.0,0.48865537325,0.003568358944999999,0.010446348641484157,0.007411007497393818,true
canonical_none_weno5,canonical,7200,14400,610.0,0.48894172175,0.0027487666799999996,0.00803992933227048,0.005090838476886038,true
canonical_none_weno5,canonical,7200,14400,615.0,0.489105612,0.0020846568750000002,0.006094395201698603,0.0032414326132917566,true
canonical_none_weno5,canonical,7200,14400,620.0,0.48911910525,0.0015835317250000019,0.0046291881018497875,0.0018822542666237646,true
canonical_none_weno5,canonical,7200,14400,625.0,0.48895593725000003,0.001250980399999999,0.003658861070479276,0.001028156006154548,true
canonical_none_weno5,canonical,7200,14400,630.0,0.4885888917499999,0.0010904409000000014,0.0031929105303361393,0.0006884513429220827,true
canonical_none_weno5,canonical,7200,14400,635.0,0.48799341925,0.0011025108500000002,0.0032341631463186017,0.0008657581154979874,true
canonical_none_weno5,canonical,7200,14400,640.0,0.4871456025,0.0012884848000000006,0.0037895803508552466,0.0015659785909020174,true
canonical_none_weno5,canonical,7200,14400,645.0,0.48602242775,0.001647335925,0.004861806880439649,0.002790946481645462,true
canonical_none_weno5,canonical,7200,14400,650.0,0.48460223525,0.0021769353249999988,0.006453085319601348,0.004541565905169128,true
canonical_none_weno5,canonical,7200,14400,655.0,0.482860111,0.002875056600000001,0.008568689466196766,0.006821628818140434,true
