time_s,q_t_8gkg_entrainment_m_s,q_t_derivative_valid,theta_li_295_entrainment_m_s,theta_li_derivative_valid
0.0,0.00154807291,true,0.00228126966,true
60.0,0.00151058431,true,0.00226022005,true
120.0,0.00128234413,true,0.00223051442,true
180.0,0.000611513236,true,0.00219978765,true
240.0,-0.000578332319,true,0.00210598137,true
300.0,-0.004975386,true,0.00196840095,true
360.0,-0.00858064158,true,0.00187148112,true
420.0,-0.0526007967,true,0.00181879781,true
480.0,-0.0138165991,true,0.00180679499,true
540.0,0.0436124917,true,0.00191890134,true
600.0,0.00993717417,true,0.00221568527,true
660.0,0.00164472943,true,0.002654972,true
720.0,0.00142667895,true,0.00310098119,true
780.0,0.00151375457,true,0.00338126861,true
840.0,0.00184811162,true,0.00356190099,true
900.0,0.00140026298,true,0.00397603838,true
960.0,3.56330598e-06,true,0.00481705401,true
1020.0,-0.0012124307,true,0.00575342033,true
1080.0,-0.00154969996,true,0.0062912072,true
1140.0,-0.000870195035,true,0.00633365018,true
1200.0,0.000690018054,true,0.00595185946,true
1260.0,0.00218046712,true,0.00536495959,true
1320.0,0.00252980321,true,0.00488626551,true
1380.0,0.00194012794,true,0.00471012008,true
1440.0,0.00276323847,true,0.00468554987,true
1500.0,0.00335343816,true,0.00473166292,true
1560.0,0.00185035749,true,0.00514148018,true
1620.0,0.00199686732,true,0.00592833737,true
1680.0,0.00222725123,true,0.00677745297,true
1740.0,0.00086680501,true,0.00716694618,true
1800.0,0.00179237767,true,0.00719022753,true
1860.0,0.00265504519,true,0.0071850368,true
1920.0,0.00222043068,true,0.00718593584,true
1980.0,0.00279756337,true,0.00705918342,true
2040.0,0.00134900779,true,0.00692829081,true
2100.0,0.00247378779,true,0.0071687073,true
2160.0,0.00436893941,true,0.00740413342,true
2220.0,0.00428251551,true,0.00739949755,true
2280.0,0.00456731735,true,0.00729210703,true
2340.0,0.00258689705,true,0.00735201795,true
2400.0,0.00283520378,true,0.00740232813,true
2460.0,0.00418995806,true,0.00731221649,true
2520.0,0.00504922587,true,0.00732942499,true
2580.0,0.00384801094,true,0.00738834818,true
2640.0,0.00455465863,true,0.007394393,true
2700.0,0.00666949671,true,0.00733073954,true
2760.0,0.00590411387,true,0.0071165201,true
2820.0,0.00731110807,true,0.00691391484,true
2880.0,0.00750359278,true,0.00702054705,true
2940.0,0.00426640627,true,0.00702652618,true
3000.0,0.00543908269,true,0.00680611396,true
3060.0,0.0089961455,true,0.0065444561,true
3120.0,0.00681552294,true,0.00628933919,true
3180.0,0.00554880925,true,0.00597772082,true
3240.0,0.00773773374,true,0.00557190999,true
3300.0,0.00855584666,true,0.005412188,true
3360.0,0.00645080686,true,0.0053547141,true
3420.0,0.00559916908,true,0.00528651875,true
3480.0,0.006898999,true,0.00532005806,true
3540.0,0.00772590395,true,0.00532257665,true
3600.0,0.00615389284,true,0.00535306511,true
3660.0,0.0060136999,true,0.00536983874,true
3720.0,0.00612314417,true,0.00531539393,true
3780.0,0.0047032962,true,0.00528738372,true
3840.0,0.00509388041,true,0.00533515998,true
3900.0,0.00406076398,true,0.00540787908,true
3960.0,0.00666951103,true,0.00542415301,true
4020.0,0.00894669126,true,0.00546941337,true
4080.0,0.0057469327,true,0.00549181096,true
4140.0,0.00553701584,true,0.00540026069,true
4200.0,0.00669405566,true,0.00539922004,true
4260.0,0.00653653892,true,0.00543787742,true
4320.0,0.00550946622,true,0.00535852549,true
4380.0,0.00559766205,true,0.00534475842,true
4440.0,0.00591340238,true,0.00539255666,true
4500.0,0.00486750323,true,0.00564075342,true
4560.0,0.00512326347,true,0.00589567403,true
4620.0,0.00535667437,true,0.00586780115,true
4680.0,0.00586227496,true,0.00569546285,true
4740.0,0.00606895594,true,0.00539844884,true
4800.0,0.00629643064,true,0.0053394003,true
4860.0,0.00473014241,true,0.00542942413,true
4920.0,0.00375401072,true,0.00552452964,true
4980.0,0.00259469294,true,0.00567868296,true
5040.0,0.00315409083,true,0.00561872657,true
5100.0,0.00603199201,true,0.00571537788,true
5160.0,0.00651944249,true,0.0059174073,true
5220.0,0.00585243738,true,0.00588038052,true
5280.0,0.0046214477,true,0.00579857953,true
5340.0,0.00380180921,true,0.00581288693,true
5400.0,0.00351242647,true,0.00581247233,true
5460.0,0.00447895332,true,0.00570420033,true
5520.0,0.00350488584,true,0.00553894182,true
5580.0,0.00688135419,true,0.00539855176,true
5640.0,0.0102819752,true,0.00539599027,true
5700.0,0.00820749898,true,0.00531765124,true
5760.0,0.00561455083,true,0.00527843317,true
5820.0,0.00407703394,true,0.00539742329,true
5880.0,0.0046724808,true,0.00557442474,true
5940.0,0.0066101666,true,0.005776909,true
6000.0,0.00696437914,true,0.00585888819,true
6060.0,0.00423252571,true,0.00587270871,true
6120.0,0.00273054858,true,0.00591807276,true
6180.0,0.00483200363,true,0.00582459327,true
6240.0,0.00706683242,true,0.00559220502,true
6300.0,0.00505348869,true,0.00539384368,true
6360.0,0.003483395,true,0.00535566118,true
6420.0,0.00442446352,true,0.00527579238,true
6480.0,0.00576159258,true,0.00511397753,true
6540.0,0.00619667081,true,0.00513982999,true
6600.0,0.002665933,true,0.00518452885,true
6660.0,0.00173274322,true,0.00518344403,true
6720.0,0.00555784807,true,0.00515693453,true
6780.0,0.00667919525,true,0.00514108741,true
6840.0,0.0055614653,true,0.00504692329,true
6900.0,0.00738980835,true,0.0051103793,true
6960.0,0.00795492818,true,0.00546586921,true
7020.0,0.00569416936,true,0.00560984794,true
7080.0,0.00244560882,true,0.0056734509,true
7140.0,0.00307085942,true,0.00575845736,true
7200.0,0.00576282722,true,0.00578039095,true
