time_s,boundary_layer_height,boundary_layer_height_valid,friction_velocity,low_level_jet_height,low_level_jet_speed,low_level_jet_turning_from_geostrophic,low_level_jet_valid,obukhov_length,obukhov_length_valid,resolved_tke_vertical_integral,speed_maximum,stress_height_0_05,surface_bulk_richardson_maximum,surface_bulk_richardson_mean,surface_buoyancy_flux,surface_density,surface_drag_u_dynamic_flux,surface_drag_u_kinematic_flux,surface_drag_v_dynamic_flux,surface_drag_v_kinematic_flux,surface_neutral_fallback_fraction,surface_sensible_heat_flux,surface_stability_cap_fraction,surface_stability_parameter_maximum,surface_stability_parameter_mean,surface_temperature,surface_theta_dynamic_flux,surface_theta_kinematic_flux,theta_maximum,theta_minimum,u_absolute_maximum,v_absolute_maximum,w_absolute_maximum,w_variance_maximum
0.0,12.5,1,0.771470726,6.25,8,0,1,174239.922,1,0,8,11.875,0.00018174079,8.65454058e-06,-6.58795625e-06,1.32231128,-0.786996126,-0.595167041,0,0,0.446289062,-0.235159248,0,0.000751788844,0.000208185142,265,-0.000233989296,-0.000176954782,267.9375,264.950073,8,0,0,0
60.0,12.5054149,1,0.568396866,243.75,8,4.83396434e-10,1,44272.7695,1,0.0066593159,8.04122353,11.8801441,0.000213500112,3.42345593e-05,-1.03695129e-05,1.32231128,-0.427205265,-0.323074669,-0.000636474171,-0.000481334602,0.274414062,-0.370143145,0,0.000883194793,0.000190735707,264.995833,-0.00036830164,-0.000278528692,267.937531,264.961975,8.04120445,0.0265602842,0.0429447368,0.000180368952
120.0,12.5431284,1,0.450079739,368.75,8.00000191,-3.91366835e-11,1,18811.123,1,0.0675529167,8.19261074,11.915972,0.000275809813,8.07533361e-05,-1.21169596e-05,1.32231128,-0.267858207,-0.202568188,-0.00159104029,-0.00120322674,0.129882812,-0.43251881,0,0.00114109006,0.000352985808,264.991667,-0.000430366985,-0.00032546572,267.9375,264.965271,8.19257927,0.06744726,0.0678254962,0.000542806054
180.0,12.6608878,1,0.373008013,243.75,8.00000191,-1.18072274e-09,1,9938.79199,1,0.279995918,8.35293484,12.0278434,0.000395981886,0.000154067966,-1.30545195e-05,1.32231128,-0.183963448,-0.13912265,-0.00244981935,-0.00185267976,0.01953125,-0.465985298,0,0.00163859897,0.000639464764,264.9875,-0.000463666976,-0.000350648887,267.9375,264.969696,8.35290527,0.0889488906,0.0984843671,0.000994827948
240.0,12.892361,1,0.319304883,243.75,8.00000191,-3.23876681e-09,1,5944.67334,1,0.708420992,8.59012413,12.2477429,0.000564205868,0.000258905202,-1.36907947e-05,1.32231128,-0.134779513,-0.101927221,-0.00318104425,-0.00240566977,0,-0.48869738,0,0.0023354732,0.00107116997,264.983333,-0.000486266043,-0.000367739471,267.937378,264.972778,8.59000492,0.121135369,0.122012049,0.00144276815
300.0,25.2662386,1,0.280234665,368.75,8.00000286,-3.16893423e-09,1,3902.25879,1,1.38389421,8.84024239,24.0029267,0.00084796577,0.000401405239,-1.40990396e-05,1.32231128,-0.103773743,-0.078479059,-0.00379282166,-0.00286832731,0,-0.503269792,0,0.00351186818,0.00166116562,264.979167,-0.000500765978,-0.000378705066,267.937378,264.974548,8.83994675,0.174467489,0.128758296,0.00175473001
360.0,31.7320119,1,0.250593573,243.75,8.00000381,-9.35187483e-09,1,2720.75659,1,2.10630441,9.00514221,30.1454113,0.00119633065,0.000587989402,-1.44597279e-05,1.32231128,-0.0829253644,-0.0627124384,-0.00431145821,-0.00326054706,0,-0.516144693,0,0.00495776674,0.00243419991,264.975,-0.000513576786,-0.000388393266,267.937378,264.977509,9.00495529,0.295644104,0.13662529,0.00202984386
420.0,34.8252456,1,0.22713843,243.75,8.00000381,-1.28497897e-08,1,1982.62146,1,2.57151079,9.1478157,33.0839834,0.00141065801,0.000822809059,-1.47765168e-05,1.32231128,-0.0680552274,-0.0514668748,-0.00474584568,-0.00358905341,0,-0.527452588,0,0.00584826246,0.00340790302,264.970833,-0.000524828443,-0.000396902353,267.937378,264.978241,9.14748383,0.556245327,0.131274432,0.002425591
480.0,35.9733287,1,0.208676696,243.75,8.00000381,-1.58604436e-08,1,1497.94946,1,2.8947401,9.1530304,34.1746622,0.00277383998,0.00110317022,-1.51657787e-05,1.32231128,-0.0573536493,-0.0433737896,-0.00511537213,-0.00386850815,0,-0.541347444,0,0.0115286475,0.00457182433,264.966667,-0.00053865416,-0.000407358049,267.937347,264.980438,9.15291691,0.858214617,0.186998531,0.00384644745
540.0,39.170164,1,0.202487722,243.75,8.00000381,-1.67446998e-08,1,1285.63245,1,5.76930714,9.19786072,37.2116558,0.0634493604,0.00168983953,-1.61443004e-05,1.32231128,-0.0539235361,-0.0407797582,-0.00562810991,-0.0042562671,0,-0.576276064,0,0.305430055,0.0070703174,264.9625,-0.000573409023,-0.000433641486,267.937347,264.980255,9.19761658,1.30756593,0.539507747,0.0156016238
600.0,50.0042755,1,0.232459575,243.75,8.00000381,-1.35537386e-08,1,1495.46997,1,20.3205452,10.1324396,47.5040617,0.101992764,0.00198708102,-2.09992922e-05,1.32231128,-0.071372278,-0.0539753996,-0.00342333107,-0.00258889957,0,-0.749576569,0,0.557824969,0.00845110044,264.958333,-0.000745847356,-0.000564048241,267.937347,264.974854,10.0988855,2.33984566,1.5379312,0.0896571279
