time_s,z_m,variable,value,location,units,record_kind,window_start_s,window_end_s
27000.0,6.25,buoyancy_mean,0.00452355715,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,18.75,buoyancy_mean,0.01463849,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,31.25,buoyancy_mean,0.0162668526,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,43.75,buoyancy_mean,0.018527085,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,56.25,buoyancy_mean,0.0207465682,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,68.75,buoyancy_mean,0.0230955593,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,81.25,buoyancy_mean,0.0256720316,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,93.75,buoyancy_mean,0.028483361,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,106.25,buoyancy_mean,0.0315746889,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,118.75,buoyancy_mean,0.0355119593,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,131.25,buoyancy_mean,0.0401498824,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,143.75,buoyancy_mean,0.0451263525,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,156.25,buoyancy_mean,0.0505032316,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,168.75,buoyancy_mean,0.0578985326,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,181.25,buoyancy_mean,0.067868568,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,193.75,buoyancy_mean,0.0783883035,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,206.25,buoyancy_mean,0.0883959383,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,218.75,buoyancy_mean,0.096698001,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,231.25,buoyancy_mean,0.102739386,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,243.75,buoyancy_mean,0.107151069,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,256.25,buoyancy_mean,0.11107783,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,268.75,buoyancy_mean,0.115226239,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,281.25,buoyancy_mean,0.119601659,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,293.75,buoyancy_mean,0.124009922,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,306.25,buoyancy_mean,0.128518403,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,318.75,buoyancy_mean,0.133165434,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,331.25,buoyancy_mean,0.137868375,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,343.75,buoyancy_mean,0.142623082,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,356.25,buoyancy_mean,0.147469297,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,368.75,buoyancy_mean,0.152006343,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,381.25,buoyancy_mean,0.155382827,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
27000.0,393.75,buoyancy_mean,0.1577418,Center,m s^-2,preceding_1800s_average,25200.0,27000.0
28800.0,6.25,buoyancy_mean,-0.000933689473,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,18.75,buoyancy_mean,0.0087382989,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,31.25,buoyancy_mean,0.010151688,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,43.75,buoyancy_mean,0.0126700951,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,56.25,buoyancy_mean,0.0155785084,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,68.75,buoyancy_mean,0.0186105222,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,81.25,buoyancy_mean,0.0219107028,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,93.75,buoyancy_mean,0.0256027728,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,106.25,buoyancy_mean,0.0298465155,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,118.75,buoyancy_mean,0.0343191512,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,131.25,buoyancy_mean,0.0389632545,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,143.75,buoyancy_mean,0.0439810492,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,156.25,buoyancy_mean,0.0485131815,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,168.75,buoyancy_mean,0.0549514331,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,181.25,buoyancy_mean,0.0656159446,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,193.75,buoyancy_mean,0.0776526332,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,206.25,buoyancy_mean,0.0881555229,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,218.75,buoyancy_mean,0.0964248702,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,231.25,buoyancy_mean,0.102563091,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,243.75,buoyancy_mean,0.10715653,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,256.25,buoyancy_mean,0.111072928,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,268.75,buoyancy_mean,0.11510931,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,281.25,buoyancy_mean,0.119402125,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,293.75,buoyancy_mean,0.123802125,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,306.25,buoyancy_mean,0.128339112,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,318.75,buoyancy_mean,0.13297829,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,331.25,buoyancy_mean,0.137691081,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,343.75,buoyancy_mean,0.142549291,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,356.25,buoyancy_mean,0.147444099,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,368.75,buoyancy_mean,0.151864976,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,381.25,buoyancy_mean,0.155120715,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
28800.0,393.75,buoyancy_mean,0.15742439,Center,m s^-2,preceding_1800s_average,27000.0,28800.0
30600.0,6.25,buoyancy_mean,-0.00580387283,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,18.75,buoyancy_mean,0.00357004348,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,31.25,buoyancy_mean,0.005170702,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,43.75,buoyancy_mean,0.00797305163,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,56.25,buoyancy_mean,0.0112781283,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,68.75,buoyancy_mean,0.0148972943,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,81.25,buoyancy_mean,0.0184307415,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,93.75,buoyancy_mean,0.0220452119,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,106.25,buoyancy_mean,0.0260008909,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,118.75,buoyancy_mean,0.030698942,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,131.25,buoyancy_mean,0.0362496674,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,143.75,buoyancy_mean,0.0423299633,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
30600.0,156.25,buoyancy_mean,0.0479758047,Center,m s^-2,preceding_1800s_average,28800.0,30600.0
