file,status,records,expected,actual
gabls_data/res_6.25m_sgs/NERSC_SM_0.14/NERSC_SM_0.14_A9_64.dat,parsed,64,256,256
gabls_data/res_6.25m_sgs/NERSC_SM_0.14/NERSC_SM_0.14_B8_64.dat,parsed,64,448,448
gabls_data/res_6.25m_sgs/NERSC_SM_0.14/NERSC_SM_0.14_B9_64.dat,parsed,64,448,448
gabls_data/res_6.25m_sgs/NERSC_SM_0.14/NERSC_SM_0.14_C8_64.dat,parsed,64,704,704
gabls_data/res_6.25m_sgs/NERSC_SM_0.14/NERSC_SM_0.14_C9_64.dat,parsed,64,704,704
gabls_data/res_6.25m_sgs/NERSC_SM_0.14/NERSC_SM_0.14_D8_64.dat,parsed,64,448,448
gabls_data/res_6.25m_sgs/NERSC_SM_0.14/NERSC_SM_0.14_D9_64.dat,parsed,64,448,448
gabls_data/res_6.25m_sgs/NERSC_SM_0.14/NERSC_SM_0.14_E_64.dat,parsed,534,3204,3204
gabls_data/res_6.25m_sgs/NERSC_SM_0.23/NERSC_SM_0.23_A8_64.dat,parsed,64,256,256
gabls_data/res_6.25m_sgs/NERSC_SM_0.23/NERSC_SM_0.23_A9_64.dat,parsed,64,256,256
gabls_data/res_6.25m_sgs/NERSC_SM_0.23/NERSC_SM_0.23_B8_64.dat,parsed,64,448,448
gabls_data/res_6.25m_sgs/NERSC_SM_0.23/NERSC_SM_0.23_B9_64.dat,parsed,64,448,448
gabls_data/res_6.25m_sgs/NERSC_SM_0.23/NERSC_SM_0.23_C8_64.dat,parsed,64,704,704
gabls_data/res_6.25m_sgs/NERSC_SM_0.23/NERSC_SM_0.23_C9_64.dat,parsed,64,704,704
gabls_data/res_6.25m_sgs/NERSC_SM_0.23/NERSC_SM_0.23_D8_64.dat,parsed,64,448,448
gabls_data/res_6.25m_sgs/NERSC_SM_0.23/NERSC_SM_0.23_D9_64.dat,parsed,64,448,448
gabls_data/res_6.25m_sgs/NERSC_SM_0.23/NERSC_SM_0.23_E_64.dat,parsed,534,3204,3204
gabls_data/res_1m_sgs/MO_SMAG_0.23/MO_SMAG_0.23_A8_400.dat,parsed,333,1332,1332
gabls_data/res_1m_sgs/MO_SMAG_0.23/MO_SMAG_0.23_A9_400.dat,parsed,333,1332,1332
gabls_data/res_1m_sgs/MO_SMAG_0.23/MO_SMAG_0.23_B8_400.dat,parsed,333,2331,2331
gabls_data/res_1m_sgs/MO_SMAG_0.23/MO_SMAG_0.23_B9_400.dat,parsed,333,2331,2331
gabls_data/res_1m_sgs/MO_SMAG_0.23/MO_SMAG_0.23_C8_400.dat,parsed,333,3663,3663
gabls_data/res_1m_sgs/MO_SMAG_0.23/MO_SMAG_0.23_C9_400.dat,parsed,333,3663,3663
gabls_data/res_1m_sgs/MO_SMAG_0.23/MO_SMAG_0.23_D8_400.dat,parsed,333,2331,2331
gabls_data/res_1m_sgs/MO_SMAG_0.23/MO_SMAG_0.23_D9_400.dat,parsed,333,2331,2331
gabls_data/res_1m_sgs/MO_SMAG_0.23/MO_SMAG_0.23_E_400.dat,parsed,6481,38886,38886
gabls_data/res_1m_sgs/MO_BKSCT_0.23/MO_BKSCT_0.23_A8_400.dat,parsed,333,1332,1332
gabls_data/res_1m_sgs/MO_BKSCT_0.23/MO_BKSCT_0.23_A9_400.dat,parsed,333,1332,1332
gabls_data/res_1m_sgs/MO_BKSCT_0.23/MO_BKSCT_0.23_B8_400.dat,parsed,333,2331,2331
gabls_data/res_1m_sgs/MO_BKSCT_0.23/MO_BKSCT_0.23_B9_400.dat,parsed,333,2331,2331
gabls_data/res_1m_sgs/MO_BKSCT_0.23/MO_BKSCT_0.23_C8_400.dat,parsed,333,3663,3663
gabls_data/res_1m_sgs/MO_BKSCT_0.23/MO_BKSCT_0.23_C9_400.dat,parsed,333,3663,3663
gabls_data/res_1m_sgs/MO_BKSCT_0.23/MO_BKSCT_0.23_D8_400.dat,parsed,333,2331,2331
gabls_data/res_1m_sgs/MO_BKSCT_0.23/MO_BKSCT_0.23_D9_400.dat,parsed,333,2331,2331
gabls_data/res_1m_sgs/MO_BKSCT_0.23/MO_BKSCT_0.23_E_400.dat,parsed,6481,38886,38886
